Time,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1
20.8,-0.1887,0.7748,0.5417,0.7157,0.7045,0.7101,0.8269,0.7887,0.8078,0.7507,0.6016,0.6761
20.9,-0.2063,0.7782,0.55,0.7079,0.7197,0.7138,0.8397,0.7876,0.8137,0.7667,0.593,0.6799
21,-0.2237,0.7815,0.5616,0.7039,0.7385,0.7212,0.8534,0.7904,0.8219,0.783,0.5859,0.6844
21.1,-0.2401,0.7844,0.5755,0.7037,0.7607,0.7322,0.867,0.7971,0.8321,0.7995,0.5804,0.6899
21.2,-0.2551,0.7866,0.591,0.7064,0.7857,0.746,0.8797,0.8074,0.8435,0.8163,0.5762,0.6962
21.3,-0.269,0.7882,0.6073,0.7108,0.8129,0.7618,0.8904,0.8207,0.8555,0.8328,0.5731,0.703
21.4,-0.2819,0.7897,0.6234,0.7156,0.8413,0.7785,0.8987,0.8362,0.8674,0.8489,0.5711,0.71
21.5,-0.2935,0.7915,0.6379,0.7201,0.8694,0.7948,0.9048,0.8529,0.8789,0.8645,0.57,0.7173
21.6,-0.3023,0.7937,0.6501,0.724,0.8954,0.8097,0.9095,0.8701,0.8898,0.8795,0.57,0.7248
21.7,-0.3068,0.7964,0.6597,0.7267,0.9177,0.8222,0.9136,0.8872,0.9004,0.8935,0.5704,0.7319
21.8,-0.3056,0.7993,0.6672,0.7273,0.9353,0.8313,0.9177,0.9038,0.9107,0.9056,0.5707,0.7382
21.9,-0.298,0.8021,0.6727,0.7247,0.9475,0.8361,0.9216,0.919,0.9203,0.9151,0.5706,0.7429
22,-0.2832,0.8045,0.676,0.7174,0.9542,0.8358,0.9247,0.9316,0.9281,0.9214,0.5697,0.7455
22.1,-0.2605,0.8057,0.6767,0.7047,0.9557,0.8302,0.9257,0.9404,0.9331,0.9241,0.5677,0.7459
22.2,-0.23,0.8059,0.6748,0.6874,0.9529,0.8202,0.9236,0.9446,0.9341,0.9233,0.5641,0.7437
22.3,-0.1924,0.8054,0.6712,0.6673,0.9469,0.8071,0.9176,0.9443,0.9309,0.9188,0.5585,0.7386
22.4,-0.1492,0.805,0.6667,0.6461,0.9384,0.7922,0.9078,0.9397,0.9237,0.9108,0.5505,0.7307
22.5,-0.1028,0.8054,0.6616,0.6243,0.9283,0.7763,0.8945,0.9313,0.9129,0.8994,0.5401,0.7198
22.6,-0.0558,0.8066,0.6557,0.6017,0.9171,0.7594,0.8781,0.9191,0.8986,0.8844,0.5269,0.7057
22.7,-0.0099,0.8082,0.6483,0.5783,0.9052,0.7417,0.8586,0.9033,0.881,0.8659,0.5102,0.6881
22.8,0.034,0.8101,0.6394,0.5547,0.893,0.7238,0.8366,0.8844,0.8605,0.8439,0.4894,0.6666
22.9,0.0756,0.8123,0.6288,0.5322,0.881,0.7066,0.8129,0.863,0.8379,0.8187,0.4647,0.6417
23,0.1148,0.8154,0.6166,0.512,0.8699,0.6909,0.7888,0.8398,0.8143,0.7911,0.4369,0.614
23.1,0.151,0.8196,0.6022,0.4955,0.8604,0.6779,0.7653,0.8152,0.7903,0.7617,0.4071,0.5844
23.2,0.1834,0.825,0.5854,0.484,0.853,0.6685,0.7427,0.7896,0.7661,0.7314,0.3758,0.5536
23.3,0.2117,0.8315,0.566,0.4782,0.8482,0.6632,0.7211,0.7634,0.7423,0.7011,0.3434,0.5223
23.4,0.2353,0.8392,0.5445,0.4783,0.8458,0.662,0.701,0.7371,0.719,0.6717,0.3102,0.491
23.5,0.2543,0.8485,0.5216,0.4845,0.8464,0.6654,0.6824,0.7112,0.6968,0.6443,0.2771,0.4607
23.6,0.2696,0.8592,0.4977,0.4971,0.8501,0.6736,0.6656,0.686,0.6758,0.6195,0.2452,0.4324
23.7,0.2822,0.8711,0.4732,0.5165,0.8571,0.6868,0.6508,0.6618,0.6563,0.5979,0.2157,0.4068
23.8,0.2927,0.8835,0.4485,0.543,0.8673,0.7051,0.6377,0.6387,0.6382,0.5798,0.1892,0.3845
23.9,0.3018,0.896,0.4246,0.5763,0.8803,0.7283,0.6262,0.6173,0.6218,0.5651,0.1661,0.3656
24,0.3106,0.9083,0.4024,0.6153,0.8952,0.7553,0.6169,0.5985,0.6077,0.5543,0.1468,0.3505
24.1,0.3207,0.92,0.383,0.6583,0.9113,0.7848,0.6104,0.5832,0.5968,0.5473,0.1316,0.3394
24.2,0.3345,0.9298,0.367,0.7036,0.9271,0.8153,0.6076,0.5723,0.59,0.5445,0.1207,0.3326
24.3,0.3534,0.9362,0.3548,0.749,0.9409,0.8449,0.609,0.5661,0.5875,0.5457,0.1143,0.33
24.4,0.378,0.9374,0.3467,0.7923,0.9504,0.8713,0.6145,0.5643,0.5894,0.5505,0.1122,0.3313
24.5,0.4072,0.9321,0.3427,0.8305,0.9536,0.8921,0.6237,0.5667,0.5952,0.5579,0.1146,0.3362
24.6,0.4393,0.9203,0.3428,0.8609,0.9489,0.9049,0.6362,0.5729,0.6045,0.5668,0.1221,0.3444
24.7,0.473,0.9026,0.347,0.8818,0.9353,0.9085,0.6517,0.5822,0.6169,0.5766,0.1354,0.356
24.8,0.5075,0.8804,0.3557,0.8931,0.9121,0.9026,0.6698,0.5941,0.6319,0.5868,0.1552,0.371
24.9,0.5413,0.855,0.369,0.8956,0.88,0.8878,0.6902,0.6079,0.649,0.5969,0.1816,0.3892
25,0.5722,0.8282,0.387,0.8902,0.8403,0.8652,0.7122,0.6233,0.6678,0.6063,0.2142,0.4103
25.1,0.5971,0.8017,0.4083,0.8773,0.7958,0.8365,0.7349,0.6402,0.6875,0.6145,0.2526,0.4336
25.2,0.6137,0.7768,0.4311,0.8573,0.7498,0.8035,0.7569,0.6575,0.7072,0.6213,0.2959,0.4586
25.3,0.621,0.7546,0.4534,0.8312,0.705,0.7681,0.7772,0.6738,0.7255,0.6274,0.343,0.4852
25.4,0.6195,0.7356,0.4742,0.801,0.6629,0.7319,0.7951,0.6878,0.7415,0.6336,0.3925,0.513
25.5,0.6091,0.7204,0.4931,0.7694,0.6251,0.6972,0.8107,0.6988,0.7548,0.6406,0.443,0.5418
25.6,0.5897,0.7092,0.5103,0.7388,0.5925,0.6657,0.824,0.7074,0.7657,0.6483,0.4932,0.5708
25.7,0.5613,0.7021,0.5258,0.7102,0.5666,0.6384,0.8355,0.7147,0.7751,0.6565,0.5417,0.5991
25.8,0.5252,0.6988,0.5395,0.6831,0.5478,0.6155,0.8454,0.7216,0.7835,0.6649,0.5868,0.6258
25.9,0.4832,0.6985,0.5514,0.657,0.5363,0.5966,0.8539,0.7281,0.791,0.6733,0.627,0.6501
26,0.4364,0.7007,0.5616,0.632,0.5318,0.5819,0.861,0.7336,0.7973,0.682,0.6612,0.6716
26.1,0.3858,0.7051,0.5706,0.6093,0.5344,0.5719,0.8669,0.7376,0.8022,0.691,0.689,0.69
26.2,0.3325,0.7117,0.5784,0.5907,0.5442,0.5674,0.8715,0.7396,0.8056,0.7004,0.7108,0.7056
26.3,0.2784,0.7205,0.585,0.5773,0.5606,0.569,0.8747,0.7397,0.8072,0.7098,0.7271,0.7184
26.4,0.2259,0.7308,0.5902,0.5695,0.5823,0.5759,0.8758,0.7377,0.8068,0.7191,0.7387,0.7289
26.5,0.1777,0.7419,0.594,0.5667,0.6073,0.587,0.8746,0.7338,0.8042,0.7282,0.746,0.7371
26.6,0.1354,0.7531,0.5963,0.5679,0.6335,0.6007,0.8714,0.7282,0.7998,0.7367,0.7495,0.7431
26.7,0.0993,0.764,0.5979,0.5722,0.6597,0.6159,0.8667,0.7213,0.794,0.7444,0.7501,0.7472
26.8,0.0698,0.7744,0.5993,0.5787,0.6849,0.6318,0.861,0.7136,0.7873,0.7509,0.7484,0.7497
26.9,0.0471,0.7837,0.6011,0.587,0.7088,0.6479,0.8548,0.7057,0.7802,0.7559,0.7453,0.7506
27,0.0307,0.7908,0.6039,0.5961,0.7305,0.6633,0.8482,0.6984,0.7733,0.7592,0.7413,0.7502
27.1,0.0194,0.7944,0.6085,0.6048,0.7493,0.6771,0.842,0.6927,0.7674,0.7608,0.7365,0.7487
27.2,0.0118,0.7941,0.6149,0.6119,0.7649,0.6884,0.8372,0.69,0.7636,0.7608,0.7313,0.7461
27.3,0.0072,0.7904,0.6227,0.6165,0.7773,0.6969,0.8348,0.6908,0.7628,0.7594,0.7258,0.7426
27.4,0.0052,0.7839,0.631,0.6185,0.7867,0.7026,0.8354,0.6954,0.7654,0.7568,0.7204,0.7386
27.5,0.0056,0.7753,0.6394,0.6186,0.7928,0.7057,0.839,0.7034,0.7712,0.7531,0.7154,0.7342
27.6,0.0074,0.7648,0.6473,0.6172,0.7953,0.7063,0.8456,0.7145,0.78,0.7486,0.7111,0.7298
27.7,0.009,0.7522,0.6542,0.6145,0.7942,0.7044,0.8549,0.7281,0.7915,0.7436,0.7074,0.7255
27.8,0.0091,0.7376,0.6595,0.6101,0.7897,0.6999,0.867,0.7431,0.8051,0.7378,0.704,0.7209
27.9,0.0077,0.7217,0.663,0.6034,0.7821,0.6928,0.8815,0.7584,0.8199,0.7312,0.7003,0.7158
28,0.0059,0.7049,0.6648,0.5941,0.7719,0.683,0.8979,0.7725,0.8352,0.7241,0.6959,0.71
28.1,0.0041,0.6874,0.6655,0.5819,0.759,0.6704,0.9156,0.7843,0.85,0.7173,0.6906,0.7039
28.2,0.0018,0.669,0.6646,0.5667,0.7433,0.655,0.934,0.7929,0.8635,0.7112,0.6839,0.6976
28.3,-0.0019,0.6492,0.6615,0.5481,0.7254,0.6368,0.9521,0.7978,0.875,0.706,0.6754,0.6907
28.4,-0.0077,0.6282,0.6552,0.526,0.7057,0.6158,0.9688,0.7984,0.8836,0.7013,0.6641,0.6827
28.5,-0.0154,0.6062,0.6451,0.5006,0.6845,0.5926,0.983,0.7936,0.8883,0.6966,0.6492,0.6729
28.6,-0.0246,0.5836,0.6312,0.4726,0.6621,0.5674,0.9932,0.7829,0.888,0.6913,0.6303,0.6608
28.7,-0.0342,0.5606,0.6143,0.4426,0.6386,0.5406,0.9983,0.7658,0.8821,0.6848,0.6077,0.6462
28.8,-0.044,0.5375,0.5949,0.4108,0.6142,0.5125,0.9969,0.743,0.87,0.6763,0.5816,0.6289
28.9,-0.0544,0.5147,0.5736,0.377,0.5897,0.4834,0.9883,0.7155,0.8519,0.665,0.5524,0.6087
29,-0.0657,0.4929,0.5513,0.3414,0.5657,0.4536,0.9726,0.6844,0.8285,0.6508,0.5205,0.5857
29.1,-0.0778,0.4729,0.5285,0.3042,0.5428,0.4235,0.9511,0.6504,0.8007,0.634,0.4862,0.5601
29.2,-0.0898,0.4551,0.5056,0.2667,0.5211,0.3939,0.925,0.614,0.7695,0.6153,0.4502,0.5327
29.3,-0.1018,0.44,0.4832,0.2306,0.5007,0.3657,0.8958,0.5757,0.7357,0.5957,0.4133,0.5045
29.4,-0.1138,0.4284,0.4612,0.1976,0.4816,0.3396,0.8642,0.5362,0.7002,0.5757,0.3764,0.476
29.5,-0.1253,0.4213,0.4396,0.1686,0.4642,0.3164,0.8303,0.4964,0.6633,0.5556,0.3405,0.4481
29.6,-0.1353,0.4198,0.4185,0.1438,0.4487,0.2962,0.7948,0.4575,0.6262,0.5367,0.3073,0.422
29.7,-0.1427,0.4249,0.3979,0.1232,0.4355,0.2794,0.7589,0.4207,0.5898,0.5204,0.2783,0.3994
29.8,-0.1475,0.4369,0.3779,0.1072,0.4245,0.2658,0.7245,0.3871,0.5558,0.5078,0.2551,0.3814
29.9,-0.1506,0.4557,0.3591,0.0957,0.4162,0.2559,0.6934,0.3575,0.5254,0.4994,0.2383,0.3688
