Time,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
43.5,0.1704,0.6517,0.6398,0.7433,0.8425,0.7929,0.6751,0.5782,0.6267,0.7442,0.7606,0.7524
43.6,0.1605,0.6564,0.6118,0.7431,0.8371,0.7901,0.6835,0.5746,0.629,0.7546,0.7671,0.7609
43.7,0.1493,0.6616,0.583,0.7444,0.8322,0.7883,0.6916,0.5744,0.633,0.7637,0.772,0.7679
43.8,0.1368,0.667,0.5544,0.7472,0.8275,0.7873,0.6993,0.5773,0.6383,0.7711,0.7748,0.7729
43.9,0.1231,0.6722,0.5271,0.7516,0.8227,0.7871,0.7066,0.5832,0.6449,0.7766,0.775,0.7758
44,0.1092,0.6767,0.5016,0.7575,0.8174,0.7875,0.7138,0.5914,0.6526,0.7804,0.7731,0.7768
44.1,0.0963,0.6798,0.4782,0.7651,0.811,0.7881,0.7213,0.6012,0.6612,0.7826,0.7694,0.776
44.2,0.085,0.681,0.4573,0.7743,0.8035,0.7889,0.7291,0.6121,0.6706,0.7835,0.764,0.7738
44.3,0.0759,0.6801,0.4396,0.7848,0.7952,0.79,0.7371,0.6234,0.6802,0.7831,0.757,0.77
44.4,0.0694,0.6773,0.4253,0.7961,0.7866,0.7914,0.7448,0.6345,0.6897,0.7812,0.7482,0.7647
44.5,0.0656,0.6725,0.4151,0.8078,0.7781,0.7929,0.7519,0.645,0.6985,0.7782,0.738,0.7581
44.6,0.0644,0.6664,0.4093,0.8193,0.7693,0.7943,0.7586,0.6544,0.7065,0.7748,0.7274,0.7511
44.7,0.0657,0.6595,0.4083,0.8299,0.7599,0.7949,0.765,0.6625,0.7138,0.7721,0.7175,0.7448
44.8,0.069,0.6525,0.4123,0.8392,0.7501,0.7947,0.7711,0.6692,0.7202,0.7706,0.7093,0.74
44.9,0.0734,0.6459,0.4216,0.8472,0.7405,0.7938,0.7771,0.6745,0.7258,0.7705,0.703,0.7367
45,0.078,0.6403,0.4364,0.8538,0.732,0.7929,0.7829,0.6786,0.7307,0.7714,0.6985,0.735
45.1,0.0819,0.6365,0.4565,0.8591,0.7255,0.7923,0.7886,0.6815,0.735,0.7733,0.6959,0.7346
45.2,0.0844,0.6346,0.4815,0.8627,0.7212,0.792,0.7937,0.6832,0.7384,0.7757,0.6953,0.7355
45.3,0.085,0.6351,0.5105,0.8644,0.7193,0.7918,0.7979,0.6833,0.7406,0.7782,0.6972,0.7377
45.4,0.0835,0.6383,0.5429,0.8637,0.7199,0.7918,0.8006,0.6817,0.7412,0.7804,0.7016,0.741
45.5,0.0808,0.644,0.5771,0.8606,0.7234,0.792,0.8015,0.6792,0.7404,0.782,0.7081,0.7451
45.6,0.0785,0.6523,0.6119,0.8552,0.7301,0.7927,0.8001,0.6767,0.7384,0.7827,0.7159,0.7493
45.7,0.0779,0.6627,0.6457,0.8475,0.7402,0.7938,0.796,0.6749,0.7355,0.7821,0.7241,0.7531
45.8,0.0798,0.6746,0.6772,0.8375,0.7524,0.795,0.7892,0.674,0.7316,0.7801,0.7322,0.7562
45.9,0.085,0.6867,0.7055,0.8253,0.7653,0.7953,0.7799,0.6733,0.7266,0.7766,0.7394,0.758
46,0.0941,0.6979,0.7293,0.811,0.7774,0.7942,0.7684,0.6725,0.7204,0.7716,0.7451,0.7584
46.1,0.107,0.7081,0.7485,0.7951,0.7879,0.7915,0.7549,0.6716,0.7132,0.7651,0.7493,0.7572
46.2,0.1234,0.7171,0.7632,0.7784,0.7966,0.7875,0.74,0.6708,0.7054,0.7573,0.7521,0.7547
46.3,0.1431,0.7251,0.7734,0.7617,0.8033,0.7825,0.7243,0.6705,0.6974,0.7484,0.7535,0.751
46.4,0.1655,0.7321,0.7798,0.7454,0.8081,0.7768,0.7083,0.6712,0.6898,0.7388,0.7541,0.7464
46.5,0.1903,0.738,0.7834,0.7302,0.811,0.7706,0.6926,0.6736,0.6831,0.7289,0.7542,0.7416
46.6,0.2168,0.7427,0.785,0.7164,0.8121,0.7643,0.6778,0.6784,0.6781,0.7193,0.7543,0.7368
46.7,0.2444,0.746,0.7854,0.7044,0.8114,0.7579,0.6643,0.6855,0.6749,0.7103,0.7546,0.7325
46.8,0.2721,0.7479,0.7853,0.6941,0.8089,0.7515,0.6523,0.6947,0.6735,0.702,0.7553,0.7287
46.9,0.2992,0.7482,0.7853,0.6853,0.8046,0.745,0.6422,0.7054,0.6738,0.6946,0.7564,0.7255
47,0.3247,0.7467,0.7857,0.6782,0.7984,0.7383,0.634,0.7172,0.6756,0.6884,0.7578,0.7231
47.1,0.3477,0.7436,0.7863,0.6727,0.7904,0.7316,0.6276,0.7295,0.6785,0.6837,0.7596,0.7216
47.2,0.3674,0.7389,0.787,0.6691,0.7806,0.7248,0.623,0.7417,0.6824,0.6808,0.7617,0.7213
47.3,0.3835,0.7327,0.788,0.6671,0.7691,0.7181,0.62,0.7535,0.6868,0.6799,0.764,0.722
47.4,0.3962,0.7257,0.7899,0.667,0.7569,0.712,0.6187,0.7646,0.6917,0.6806,0.7667,0.7236
47.5,0.4061,0.7183,0.7934,0.6686,0.7446,0.7066,0.6189,0.7749,0.6969,0.6823,0.7698,0.7261
47.6,0.4134,0.711,0.7987,0.6718,0.733,0.7024,0.6204,0.7842,0.7023,0.6848,0.7735,0.7292
47.7,0.4178,0.7038,0.8057,0.6764,0.7226,0.6995,0.6229,0.7923,0.7076,0.6879,0.7778,0.7328
47.8,0.4191,0.6971,0.814,0.6821,0.7139,0.698,0.6259,0.799,0.7125,0.6912,0.783,0.7371
47.9,0.4174,0.6909,0.8234,0.6888,0.7072,0.698,0.6292,0.8042,0.7167,0.6944,0.789,0.7417
48,0.413,0.6855,0.833,0.6961,0.7022,0.6992,0.6328,0.8074,0.7201,0.6974,0.7954,0.7464
48.1,0.4062,0.681,0.842,0.704,0.6987,0.7013,0.6367,0.8085,0.7226,0.6996,0.8017,0.7507
48.2,0.3977,0.6772,0.8498,0.7121,0.6962,0.7042,0.6409,0.807,0.7239,0.701,0.8076,0.7543
48.3,0.3884,0.6741,0.8561,0.7203,0.6945,0.7074,0.645,0.803,0.724,0.7014,0.8128,0.7571
48.4,0.3792,0.6713,0.8609,0.7283,0.6935,0.7109,0.6486,0.7965,0.7226,0.7008,0.8173,0.759
48.5,0.3709,0.6686,0.864,0.7359,0.6928,0.7143,0.6515,0.7877,0.7196,0.6993,0.8209,0.7601
48.6,0.3641,0.6667,0.8654,0.7431,0.6924,0.7178,0.6539,0.7773,0.7156,0.6974,0.8238,0.7606
48.7,0.3591,0.6661,0.8651,0.7502,0.6923,0.7212,0.656,0.766,0.711,0.6959,0.826,0.7609
48.8,0.3564,0.6673,0.8632,0.7573,0.6923,0.7248,0.6581,0.7546,0.7064,0.6951,0.8277,0.7614
48.9,0.3561,0.6696,0.8595,0.7643,0.692,0.7281,0.6603,0.7437,0.702,0.6955,0.8288,0.7621
49,0.3583,0.6725,0.854,0.7711,0.691,0.731,0.663,0.7334,0.6982,0.6974,0.8291,0.7632
49.1,0.3627,0.6751,0.8465,0.7777,0.6888,0.7332,0.6664,0.7242,0.6953,0.7009,0.8286,0.7647
49.2,0.3683,0.677,0.8368,0.7838,0.6853,0.7345,0.6706,0.7165,0.6935,0.7063,0.8273,0.7668
49.3,0.3732,0.678,0.8248,0.7893,0.6801,0.7347,0.6758,0.7103,0.693,0.7137,0.8256,0.7697
49.4,0.3761,0.6777,0.8102,0.7941,0.6733,0.7337,0.6819,0.7061,0.694,0.723,0.8236,0.7733
49.5,0.3763,0.6765,0.7937,0.7982,0.6657,0.732,0.689,0.704,0.6965,0.734,0.8213,0.7777
49.6,0.3737,0.6747,0.7759,0.8018,0.6584,0.7301,0.6968,0.7041,0.7005,0.7461,0.8187,0.7824
49.7,0.3681,0.6729,0.7575,0.8051,0.6524,0.7288,0.7053,0.7066,0.706,0.7589,0.8158,0.7874
49.8,0.3598,0.6711,0.739,0.8084,0.648,0.7282,0.7144,0.711,0.7127,0.7721,0.8128,0.7925
49.9,0.3492,0.6692,0.7208,0.812,0.6452,0.7286,0.724,0.7167,0.7203,0.7858,0.8099,0.7978
50,0.3368,0.6672,0.7032,0.8163,0.6438,0.7301,0.7341,0.7227,0.7284,0.8,0.8072,0.8036
50.1,0.3226,0.6655,0.6864,0.821,0.6442,0.7326,0.7443,0.7286,0.7365,0.8143,0.8047,0.8095
50.2,0.3062,0.6643,0.6704,0.8252,0.6465,0.7359,0.7538,0.734,0.7439,0.8278,0.8022,0.815
50.3,0.2874,0.6644,0.6555,0.8283,0.6512,0.7397,0.7619,0.7383,0.7501,0.8401,0.7996,0.8198
50.4,0.2667,0.6657,0.6422,0.83,0.6582,0.7441,0.7683,0.7414,0.7548,0.8507,0.7969,0.8238
50.5,0.2451,0.6685,0.6321,0.8308,0.6676,0.7492,0.7729,0.7435,0.7582,0.8595,0.7943,0.8269
50.6,0.2237,0.6725,0.6263,0.8311,0.6793,0.7552,0.7754,0.7449,0.7602,0.8665,0.7919,0.8292
50.7,0.2039,0.6777,0.6249,0.831,0.6925,0.7618,0.7761,0.7454,0.7607,0.8717,0.7899,0.8308
50.8,0.1873,0.6838,0.627,0.8304,0.7064,0.7684,0.7748,0.7446,0.7597,0.8752,0.7883,0.8317
50.9,0.1755,0.6906,0.6316,0.8293,0.7199,0.7746,0.7718,0.7422,0.757,0.8771,0.7871,0.8321
51,0.1691,0.6979,0.6377,0.8278,0.7322,0.78,0.7674,0.7381,0.7528,0.8777,0.7862,0.8319
51.1,0.1673,0.706,0.6451,0.8261,0.7433,0.7847,0.7622,0.7329,0.7475,0.8769,0.7854,0.8311
51.2,0.169,0.7153,0.6531,0.8247,0.7529,0.7888,0.7567,0.7271,0.7419,0.8749,0.7843,0.8296
51.3,0.1737,0.7256,0.6615,0.8235,0.7607,0.7921,0.7515,0.7208,0.7362,0.8718,0.7827,0.8272
51.4,0.1814,0.7364,0.6701,0.8219,0.766,0.794,0.7467,0.7142,0.7305,0.8681,0.7803,0.8242
51.5,0.192,0.7471,0.6787,0.8195,0.7683,0.7939,0.7423,0.7071,0.7247,0.8641,0.7768,0.8205
51.6,0.205,0.7574,0.6872,0.8158,0.7673,0.7915,0.7386,0.6997,0.7191,0.8601,0.7722,0.8161
51.7,0.2194,0.7672,0.6957,0.8111,0.7635,0.7873,0.7361,0.6923,0.7142,0.856,0.7664,0.8112
51.8,0.2341,0.7766,0.7042,0.8057,0.7574,0.7816,0.7355,0.6854,0.7104,0.852,0.7595,0.8058
51.9,0.2481,0.7857,0.7127,0.7999,0.7498,0.7748,0.737,0.6795,0.7083,0.8481,0.7517,0.7999
52,0.2616,0.7945,0.7213,0.7937,0.7407,0.7672,0.7406,0.675,0.7078,0.8443,0.7431,0.7937
52.1,0.2748,0.8028,0.7298,0.7872,0.7308,0.759,0.7463,0.6722,0.7092,0.8405,0.7343,0.7874
52.2,0.2875,0.8105,0.7381,0.7803,0.72,0.7502,0.7536,0.6713,0.7125,0.8365,0.7256,0.7811
52.3,0.2994,0.8166,0.7458,0.7726,0.7084,0.7405,0.7617,0.6721,0.7169,0.832,0.717,0.7745
52.4,0.3101,0.82,0.7526,0.7635,0.6957,0.7296,0.7698,0.674,0.7219,0.8262,0.7085,0.7673
52.5,0.3191,0.8198,0.7581,0.7527,0.6817,0.7172,0.7769,0.6767,0.7268,0.8189,0.7002,0.7596
52.6,0.3263,0.816,0.7627,0.7408,0.6669,0.7038,0.7828,0.6802,0.7315,0.8104,0.6927,0.7516
52.7,0.3313,0.8086,0.7671,0.7285,0.6517,0.6901,0.7871,0.6842,0.7356,0.8014,0.6865,0.744
52.8,0.3341,0.7977,0.7716,0.7166,0.6363,0.6765,0.7896,0.6887,0.7391,0.7925,0.682,0.7373
52.9,0.3341,0.7831,0.776,0.7051,0.6209,0.663,0.7906,0.6933,0.7419,0.7841,0.6796,0.7318
53,0.3308,0.7647,0.78,0.6939,0.6054,0.6496,0.7905,0.6977,0.7441,0.7764,0.6793,0.7278
53.1,0.3237,0.7423,0.7831,0.6828,0.5897,0.6363,0.7896,0.7016,0.7456,0.7696,0.6815,0.7256
53.2,0.3138,0.7167,0.7853,0.672,0.574,0.623,0.788,0.7046,0.7463,0.7641,0.6862,0.7252
53.3,0.3028,0.689,0.7864,0.6617,0.5582,0.6099,0.7857,0.7065,0.7461,0.7602,0.6936,0.7269
53.4,0.2919,0.6602,0.7864,0.6522,0.5425,0.5974,0.7827,0.7071,0.7449,0.758,0.7037,0.7309
53.5,0.2819,0.6311,0.7852,0.644,0.5268,0.5854,0.7789,0.7061,0.7425,0.7575,0.7157,0.7366
53.6,0.2728,0.6025,0.783,0.6375,0.5112,0.5744,0.7744,0.7035,0.7389,0.7581,0.7286,0.7433
53.7,0.265,0.5752,0.7799,0.6332,0.4957,0.5644,0.769,0.6991,0.7341,0.7595,0.7412,0.7503
53.8,0.2589,0.5496,0.7759,0.6312,0.4804,0.5558,0.7632,0.6933,0.7283,0.7615,0.7529,0.7572
53.9,0.2555,0.526,0.7713,0.6317,0.4655,0.5486,0.7577,0.6865,0.7221,0.7639,0.7636,0.7637
54,0.2556,0.5045,0.7662,0.6346,0.4513,0.543,0.753,0.6792,0.7161,0.7667,0.7729,0.7698
54.1,0.2587,0.4855,0.7603,0.6397,0.4382,0.5389,0.7495,0.6719,0.7107,0.7696,0.7803,0.775
54.2,0.2633,0.4694,0.7533,0.6465,0.4265,0.5365,0.7472,0.6645,0.7059,0.7719,0.7854,0.7787
54.3,0.2681,0.4566,0.7446,0.6547,0.4167,0.5357,0.7462,0.6573,0.7018,0.7732,0.7874,0.7803
54.4,0.2723,0.4473,0.7343,0.6639,0.4092,0.5366,0.7461,0.6503,0.6982,0.7731,0.7862,0.7796
54.5,0.2756,0.4415,0.7232,0.6741,0.404,0.5391,0.7463,0.6435,0.6949,0.7713,0.7819,0.7766
54.6,0.2777,0.4391,0.7123,0.6852,0.4012,0.5432,0.746,0.6369,0.6914,0.7676,0.7749,0.7713
54.7,0.2784,0.44,0.7018,0.697,0.4009,0.549,0.745,0.6304,0.6877,0.762,0.7653,0.7636
54.8,0.2775,0.4442,0.6912,0.7096,0.4031,0.5564,0.7435,0.6242,0.6839,0.7544,0.7533,0.7538
54.9,0.2746,0.4518,0.6801,0.7231,0.4078,0.5655,0.7417,0.6183,0.68,0.7449,0.7391,0.742
55,0.2695,0.4628,0.6685,0.7375,0.4152,0.5764,0.7396,0.6127,0.6762,0.7338,0.7232,0.7285
55.1,0.2621,0.4769,0.6568,0.7525,0.426,0.5893,0.7371,0.608,0.6725,0.7216,0.7067,0.7142
55.2,0.2524,0.4942,0.6454,0.768,0.4407,0.6044,0.7341,0.6044,0.6692,0.7089,0.6907,0.6998
55.3,0.2403,0.5144,0.6345,0.7836,0.4597,0.6216,0.7304,0.602,0.6662,0.6961,0.6757,0.6859
55.4,0.2262,0.5368,0.6235,0.7986,0.4824,0.6405,0.7257,0.6004,0.663,0.6837,0.6618,0.6727
55.5,0.2101,0.5609,0.612,0.8124,0.5083,0.6604,0.7197,0.5989,0.6593,0.672,0.649,0.6605
55.6,0.1922,0.5862,0.5994,0.8245,0.5368,0.6807,0.7124,0.597,0.6547,0.6615,0.6373,0.6494
55.7,0.1721,0.6122,0.5856,0.8348,0.5674,0.7011,0.7039,0.5947,0.6493,0.6525,0.6269,0.6397
55.8,0.1496,0.6384,0.5701,0.8431,0.5998,0.7214,0.6946,0.5917,0.6431,0.6452,0.6179,0.6316
55.9,0.1244,0.6644,0.5532,0.8493,0.6334,0.7413,0.6849,0.5878,0.6364,0.64,0.6103,0.6252
56,0.0963,0.6895,0.5354,0.853,0.6675,0.7602,0.6751,0.5835,0.6293,0.6365,0.6041,0.6203
56.1,0.0656,0.7126,0.5179,0.8537,0.7015,0.7776,0.6654,0.5791,0.6222,0.6342,0.5992,0.6167
56.2,0.0324,0.7331,0.5013,0.851,0.7345,0.7928,0.6563,0.5747,0.6155,0.6327,0.5956,0.6141
56.3,-0.0021,0.75,0.4859,0.8448,0.7657,0.8053,0.6477,0.5701,0.6089,0.6317,0.5929,0.6123
56.4,-0.0369,0.7629,0.472,0.835,0.7939,0.8144,0.6395,0.5653,0.6024,0.6308,0.5908,0.6108
56.5,-0.0708,0.7709,0.4599,0.8216,0.818,0.8198,0.6318,0.5599,0.5959,0.6298,0.5891,0.6094
56.6,-0.1034,0.7747,0.4504,0.8052,0.838,0.8216,0.6246,0.5546,0.5896,0.6286,0.5873,0.6079
56.7,-0.1345,0.7749,0.4442,0.7865,0.8537,0.8201,0.6178,0.55,0.5839,0.627,0.5853,0.6062
56.8,-0.1637,0.7721,0.4423,0.7662,0.8652,0.8157,0.6116,0.5468,0.5792,0.6251,0.5827,0.6039
56.9,-0.1903,0.7671,0.4446,0.7452,0.8733,0.8092,0.6061,0.5451,0.5756,0.6228,0.5796,0.6012
57,-0.2131,0.7605,0.4506,0.7244,0.8787,0.8016,0.6018,0.5453,0.5735,0.6201,0.5758,0.5979
57.1,-0.2313,0.7528,0.46,0.705,0.8822,0.7936,0.5989,0.5473,0.5731,0.6167,0.5715,0.5941
57.2,-0.2438,0.7445,0.4725,0.6877,0.8845,0.7861,0.5973,0.5511,0.5742,0.6129,0.5668,0.5899
