Time,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC
21,-0.0583,0.6153,0.8574,0.5839,0.6581,0.621,0.6566,0.672,0.6643,0.6839,0.753,0.7184
21.1,-0.0289,0.6044,0.8356,0.5878,0.6392,0.6135,0.6534,0.6571,0.6552,0.6628,0.7356,0.6992
21.2,0.0026,0.5922,0.8122,0.5908,0.6229,0.6069,0.6494,0.6426,0.646,0.6423,0.7184,0.6803
21.3,0.0351,0.5796,0.7872,0.5929,0.6101,0.6015,0.645,0.6285,0.6367,0.6231,0.7015,0.6623
21.4,0.0672,0.5672,0.7614,0.5939,0.6014,0.5976,0.6401,0.6152,0.6277,0.6057,0.685,0.6454
21.5,0.0972,0.5551,0.7353,0.5926,0.5965,0.5946,0.6352,0.6029,0.619,0.5907,0.6691,0.6299
21.6,0.1239,0.5429,0.7101,0.5877,0.5946,0.5912,0.6304,0.5918,0.6111,0.5784,0.6539,0.6162
21.7,0.1465,0.5301,0.6862,0.5778,0.5941,0.586,0.6262,0.582,0.6041,0.5692,0.6398,0.6045
21.8,0.165,0.5159,0.6641,0.5622,0.5936,0.5779,0.623,0.5734,0.5982,0.5636,0.6272,0.5954
21.9,0.1798,0.4999,0.6442,0.541,0.5926,0.5668,0.6209,0.566,0.5935,0.5621,0.6167,0.5894
22,0.1908,0.4829,0.6273,0.5154,0.5911,0.5532,0.6198,0.5603,0.59,0.5646,0.6087,0.5867
22.1,0.1978,0.4662,0.6145,0.4872,0.5886,0.5379,0.6194,0.5568,0.5881,0.5711,0.6039,0.5875
22.2,0.2006,0.4504,0.6063,0.4582,0.5845,0.5213,0.6197,0.5558,0.5877,0.5815,0.6027,0.5921
22.3,0.1992,0.4353,0.6031,0.4293,0.5775,0.5034,0.6205,0.5568,0.5887,0.5958,0.606,0.6009
22.4,0.1944,0.42,0.6049,0.4009,0.5665,0.4837,0.622,0.5596,0.5908,0.6139,0.614,0.614
22.5,0.1874,0.4037,0.6118,0.3731,0.551,0.462,0.6247,0.5635,0.5941,0.6358,0.6264,0.6311
22.6,0.1794,0.3864,0.6234,0.3464,0.5313,0.4388,0.6286,0.5686,0.5986,0.6606,0.6423,0.6514
22.7,0.1712,0.3692,0.6395,0.3216,0.5081,0.4149,0.634,0.5744,0.6042,0.6874,0.6607,0.674
22.8,0.1634,0.3526,0.6591,0.2989,0.4823,0.3906,0.6407,0.5809,0.6108,0.7154,0.6808,0.6981
22.9,0.1561,0.3369,0.6812,0.2781,0.4551,0.3666,0.6488,0.5876,0.6182,0.7438,0.702,0.7229
23,0.149,0.3223,0.7052,0.2594,0.4283,0.3439,0.6583,0.5946,0.6264,0.7725,0.7234,0.7479
23.1,0.1417,0.3095,0.7302,0.2433,0.4039,0.3236,0.6696,0.6017,0.6356,0.8011,0.7442,0.7726
23.2,0.1336,0.2995,0.7555,0.2307,0.3834,0.307,0.6824,0.6089,0.6456,0.8287,0.7637,0.7962
23.3,0.1242,0.2932,0.7801,0.2223,0.3675,0.2949,0.696,0.6163,0.6561,0.8546,0.7816,0.8181
23.4,0.1136,0.2912,0.8032,0.2187,0.3568,0.2877,0.7095,0.624,0.6667,0.878,0.7978,0.8379
23.5,0.1021,0.2932,0.8244,0.2204,0.3508,0.2856,0.7222,0.6323,0.6772,0.8985,0.8125,0.8555
23.6,0.0896,0.2987,0.843,0.2271,0.3492,0.2881,0.7335,0.6416,0.6876,0.9157,0.826,0.8709
23.7,0.0763,0.307,0.8585,0.238,0.351,0.2945,0.7431,0.6519,0.6975,0.9291,0.8381,0.8836
23.8,0.0615,0.3175,0.8699,0.2523,0.3555,0.3039,0.7505,0.6632,0.7068,0.9382,0.8482,0.8932
23.9,0.0446,0.3297,0.8767,0.269,0.362,0.3155,0.7554,0.675,0.7152,0.9425,0.856,0.8993
24,0.0247,0.3428,0.8791,0.2873,0.3696,0.3285,0.7575,0.6871,0.7223,0.9421,0.8613,0.9017
24.1,0.0016,0.3565,0.8776,0.3064,0.3777,0.3421,0.7563,0.699,0.7276,0.9371,0.8642,0.9007
24.2,-0.0233,0.3704,0.8722,0.3255,0.3856,0.3555,0.7509,0.7097,0.7303,0.9281,0.8649,0.8965
24.3,-0.0483,0.384,0.8629,0.3437,0.3928,0.3682,0.7409,0.7184,0.7297,0.9152,0.8631,0.8891
24.4,-0.072,0.3965,0.849,0.3606,0.399,0.3798,0.7262,0.7244,0.7253,0.8983,0.8582,0.8782
24.5,-0.0938,0.407,0.8303,0.376,0.4039,0.3899,0.7072,0.7273,0.7173,0.8774,0.8494,0.8634
24.6,-0.1135,0.4148,0.8068,0.3892,0.407,0.3981,0.6846,0.7268,0.7057,0.8527,0.8359,0.8443
24.7,-0.1308,0.4193,0.7788,0.4,0.4077,0.4038,0.6593,0.7225,0.6909,0.8246,0.8176,0.8211
24.8,-0.1452,0.4206,0.7477,0.4077,0.4057,0.4067,0.6325,0.7146,0.6735,0.7944,0.7953,0.7949
24.9,-0.1561,0.4193,0.7148,0.4124,0.401,0.4067,0.6051,0.7034,0.6543,0.7632,0.7704,0.7668
25,-0.1634,0.416,0.6815,0.4146,0.3939,0.4042,0.5783,0.6897,0.634,0.7321,0.7444,0.7383
25.1,-0.1672,0.4113,0.649,0.4153,0.3846,0.4,0.5525,0.6745,0.6135,0.7023,0.7189,0.7106
25.2,-0.1676,0.4053,0.6182,0.4155,0.3735,0.3945,0.5284,0.6586,0.5935,0.6746,0.6952,0.6849
25.3,-0.1641,0.3985,0.5901,0.4152,0.3611,0.3882,0.5066,0.6426,0.5746,0.6498,0.6742,0.662
25.4,-0.1565,0.3912,0.5653,0.4142,0.348,0.3811,0.4877,0.6269,0.5573,0.6283,0.6565,0.6424
25.5,-0.1449,0.3838,0.544,0.4125,0.3349,0.3737,0.472,0.6117,0.5419,0.6102,0.6418,0.626
25.6,-0.1298,0.3768,0.5263,0.4105,0.3228,0.3667,0.4597,0.5976,0.5287,0.5951,0.6296,0.6124
25.7,-0.1121,0.3705,0.5121,0.4091,0.3135,0.3613,0.451,0.5854,0.5182,0.583,0.6195,0.6013
25.8,-0.0922,0.3658,0.5018,0.4087,0.3085,0.3586,0.446,0.5759,0.511,0.574,0.6114,0.5927
25.9,-0.0707,0.363,0.4953,0.4094,0.3091,0.3593,0.4446,0.5699,0.5073,0.5681,0.6054,0.5867
26,-0.0487,0.3627,0.4925,0.4106,0.3151,0.3629,0.4465,0.5675,0.507,0.5652,0.6011,0.5832
26.1,-0.0277,0.3648,0.4925,0.4116,0.3259,0.3687,0.4512,0.5684,0.5098,0.5653,0.5981,0.5817
26.2,-0.0096,0.369,0.4946,0.4121,0.3408,0.3764,0.4581,0.5723,0.5152,0.5681,0.5958,0.582
26.3,0.0046,0.375,0.4985,0.4125,0.36,0.3862,0.467,0.5795,0.5233,0.5736,0.5935,0.5836
26.4,0.0143,0.3826,0.5048,0.4134,0.3838,0.3986,0.4778,0.5905,0.5342,0.5819,0.5914,0.5867
26.5,0.0199,0.3918,0.514,0.4155,0.4111,0.4133,0.4899,0.6058,0.5478,0.5929,0.5897,0.5913
26.6,0.0221,0.4017,0.526,0.4186,0.4398,0.4292,0.5024,0.6245,0.5634,0.6061,0.5886,0.5974
26.7,0.0224,0.4111,0.5401,0.4226,0.4672,0.4449,0.5145,0.6452,0.5798,0.6207,0.5878,0.6043
26.8,0.0221,0.4188,0.5554,0.4276,0.4913,0.4594,0.5254,0.6664,0.5959,0.6357,0.5868,0.6113
26.9,0.0223,0.4247,0.5708,0.4337,0.5111,0.4724,0.535,0.6867,0.6108,0.6504,0.585,0.6177
27,0.0242,0.429,0.5855,0.4414,0.5266,0.484,0.5434,0.7053,0.6244,0.6639,0.5822,0.623
27.1,0.0287,0.4322,0.5989,0.4515,0.538,0.4947,0.5513,0.7216,0.6365,0.676,0.5783,0.6271
27.2,0.0364,0.4343,0.6107,0.4637,0.5452,0.5045,0.5592,0.7348,0.647,0.6861,0.5735,0.6298
27.3,0.0467,0.4351,0.6206,0.4775,0.5483,0.5129,0.5667,0.7441,0.6554,0.6938,0.5678,0.6308
27.4,0.0586,0.4345,0.6287,0.4918,0.5477,0.5198,0.5735,0.7491,0.6613,0.6986,0.5616,0.6301
27.5,0.071,0.4328,0.6355,0.5054,0.5445,0.525,0.5792,0.7503,0.6647,0.7009,0.5553,0.6281
27.6,0.0831,0.4302,0.6413,0.5177,0.5396,0.5286,0.584,0.7486,0.6663,0.7012,0.549,0.6251
27.7,0.0934,0.4268,0.6462,0.528,0.5342,0.5311,0.5885,0.7453,0.6669,0.7004,0.543,0.6217
27.8,0.0999,0.4228,0.6506,0.5363,0.529,0.5327,0.5938,0.7415,0.6676,0.6988,0.5372,0.618
27.9,0.1011,0.4192,0.6551,0.5427,0.5249,0.5338,0.6008,0.738,0.6694,0.6969,0.5322,0.6146
28,0.0963,0.4172,0.6604,0.5476,0.5224,0.535,0.6098,0.7353,0.6725,0.6949,0.5289,0.6119
28.1,0.0864,0.4176,0.6669,0.5511,0.5217,0.5364,0.6206,0.7337,0.6772,0.6932,0.5286,0.6109
28.2,0.0718,0.4202,0.6753,0.5538,0.5225,0.5381,0.6329,0.7335,0.6832,0.6923,0.5324,0.6124
28.3,0.0521,0.424,0.6856,0.5558,0.5243,0.5401,0.6464,0.7347,0.6906,0.6927,0.5411,0.6169
28.4,0.026,0.4282,0.6974,0.5577,0.5269,0.5423,0.6607,0.7373,0.699,0.694,0.5546,0.6243
28.5,-0.0068,0.4326,0.7099,0.5597,0.5305,0.5451,0.6753,0.7409,0.7081,0.6964,0.5726,0.6345
28.6,-0.0451,0.4373,0.7223,0.5618,0.5356,0.5487,0.6902,0.745,0.7176,0.6997,0.5942,0.647
28.7,-0.087,0.4422,0.7339,0.5638,0.5423,0.5531,0.705,0.749,0.727,0.7042,0.6188,0.6615
28.8,-0.1309,0.4471,0.7442,0.5661,0.5503,0.5582,0.7191,0.7523,0.7357,0.7098,0.6455,0.6776
28.9,-0.1755,0.4518,0.7528,0.5694,0.5591,0.5643,0.7319,0.7545,0.7432,0.716,0.6732,0.6946
29,-0.2197,0.4561,0.7593,0.5745,0.568,0.5712,0.7423,0.7548,0.7486,0.7224,0.7006,0.7115
29.1,-0.2627,0.4594,0.7632,0.581,0.5762,0.5786,0.7501,0.7521,0.7511,0.7287,0.7265,0.7276
29.2,-0.3044,0.4605,0.7641,0.5878,0.583,0.5854,0.755,0.7456,0.7503,0.7349,0.7497,0.7423
29.3,-0.3443,0.4583,0.7614,0.5929,0.5873,0.5901,0.7573,0.7344,0.7459,0.7411,0.7694,0.7552
29.4,-0.3816,0.4524,0.7552,0.595,0.5885,0.5918,0.7573,0.7184,0.7379,0.7474,0.7851,0.7663
29.5,-0.4144,0.443,0.7455,0.5944,0.5867,0.5905,0.7553,0.6983,0.7268,0.7538,0.7969,0.7754
29.6,-0.441,0.4308,0.7327,0.5922,0.5822,0.5872,0.7516,0.6751,0.7134,0.7603,0.8052,0.7828
29.7,-0.4606,0.4164,0.7174,0.5895,0.5756,0.5826,0.7464,0.65,0.6982,0.7674,0.8106,0.789
29.8,-0.4729,0.4004,0.7,0.5862,0.567,0.5766,0.7397,0.6233,0.6815,0.7752,0.8137,0.7944
29.9,-0.4782,0.3834,0.6809,0.5816,0.556,0.5688,0.7315,0.5953,0.6634,0.7833,0.8147,0.799
30,-0.4772,0.3657,0.6603,0.5755,0.5429,0.5592,0.7218,0.5658,0.6438,0.791,0.8134,0.8022
30.1,-0.4703,0.3479,0.6383,0.5682,0.5284,0.5483,0.7109,0.5355,0.6232,0.797,0.8094,0.8032
30.2,-0.4581,0.3307,0.6154,0.5596,0.5133,0.5365,0.6988,0.5053,0.6021,0.8009,0.8028,0.8019
30.3,-0.4411,0.3143,0.5925,0.5494,0.4979,0.5236,0.6857,0.4766,0.5811,0.8026,0.7936,0.7981
30.4,-0.4195,0.2991,0.5705,0.5368,0.4823,0.5096,0.6714,0.4503,0.5608,0.8019,0.7823,0.7921
30.5,-0.3938,0.2853,0.5503,0.5223,0.4672,0.4948,0.6557,0.4271,0.5414,0.7984,0.7692,0.7838
30.6,-0.3651,0.2733,0.532,0.5064,0.4541,0.4803,0.6389,0.4078,0.5233,0.7917,0.7548,0.7732
30.7,-0.3354,0.2638,0.5156,0.4903,0.4442,0.4672,0.6212,0.3929,0.5071,0.7817,0.7393,0.7605
30.8,-0.3065,0.2576,0.5021,0.475,0.4379,0.4565,0.6038,0.3836,0.4937,0.7687,0.7232,0.7459
30.9,-0.2802,0.2556,0.4925,0.4616,0.4354,0.4485,0.5875,0.3807,0.4841,0.7537,0.7072,0.7305
31,-0.2573,0.2581,0.4874,0.4513,0.4367,0.444,0.5732,0.3844,0.4788,0.7374,0.6922,0.7148
31.1,-0.2385,0.2657,0.4873,0.4453,0.442,0.4436,0.5611,0.3943,0.4777,0.7201,0.6789,0.6995
31.2,-0.224,0.2784,0.492,0.4443,0.4517,0.448,0.5513,0.4097,0.4805,0.7019,0.668,0.6849
31.3,-0.2149,0.2955,0.5012,0.448,0.4655,0.4568,0.5431,0.4298,0.4864,0.6829,0.6596,0.6713
31.4,-0.2115,0.3156,0.5141,0.455,0.482,0.4685,0.5357,0.4532,0.4944,0.6633,0.6534,0.6584
31.5,-0.2138,0.3367,0.5296,0.4636,0.4996,0.4816,0.5286,0.4786,0.5036,0.6435,0.6487,0.6461
31.6,-0.221,0.3577,0.5469,0.473,0.5172,0.4951,0.5213,0.5049,0.5131,0.6238,0.6445,0.6341
31.7,-0.2318,0.378,0.5651,0.4827,0.5344,0.5086,0.5139,0.5309,0.5224,0.604,0.6403,0.6222
31.8,-0.2443,0.398,0.5836,0.4928,0.5511,0.522,0.5064,0.5556,0.531,0.5844,0.6355,0.6099
31.9,-0.2563,0.4181,0.6017,0.5032,0.5671,0.5351,0.4989,0.5778,0.5384,0.5651,0.6295,0.5973
32,-0.2666,0.4382,0.6187,0.5135,0.5821,0.5478,0.491,0.5966,0.5438,0.5463,0.6223,0.5843
32.1,-0.2745,0.4578,0.6334,0.523,0.596,0.5595,0.4825,0.6112,0.5468,0.5281,0.6133,0.5707
32.2,-0.2805,0.4761,0.6452,0.5306,0.6087,0.5697,0.4728,0.6207,0.5467,0.5101,0.602,0.5561
32.3,-0.2846,0.4931,0.6532,0.5355,0.62,0.5777,0.4613,0.6246,0.5429,0.4919,0.5879,0.5399
32.4,-0.2871,0.5085,0.6572,0.5372,0.6296,0.5834,0.4478,0.6227,0.5352,0.4734,0.5706,0.522
32.5,-0.2881,0.5225,0.6573,0.5364,0.6372,0.5868,0.4325,0.6156,0.5241,0.455,0.5508,0.5029
32.6,-0.2871,0.5348,0.6542,0.5336,0.6425,0.588,0.4163,0.604,0.5101,0.4375,0.5298,0.4837
32.7,-0.2832,0.5453,0.649,0.5291,0.6448,0.587,0.3996,0.5885,0.4941,0.4215,0.5087,0.4651
32.8,-0.2752,0.5538,0.6428,0.5233,0.6436,0.5834,0.3827,0.5695,0.4761,0.4069,0.4886,0.4477
32.9,-0.2631,0.561,0.636,0.5169,0.639,0.5779,0.3656,0.5475,0.4566,0.3935,0.4694,0.4315
33,-0.2483,0.5673,0.6291,0.5111,0.6314,0.5712,0.3491,0.5233,0.4362,0.3813,0.4513,0.4163
33.1,-0.2319,0.5735,0.6223,0.5066,0.6213,0.564,0.3343,0.4979,0.4161,0.3707,0.4345,0.4026
33.2,-0.2143,0.5796,0.6162,0.5033,0.6085,0.5559,0.3222,0.4724,0.3973,0.3622,0.4191,0.3907
33.3,-0.1956,0.5855,0.6112,0.5008,0.5923,0.5465,0.3133,0.448,0.3806,0.3559,0.4052,0.3806
33.4,-0.176,0.591,0.6072,0.4996,0.5723,0.5359,0.3077,0.4255,0.3666,0.3516,0.3929,0.3722
33.5,-0.156,0.5959,0.6044,0.5002,0.5487,0.5244,0.3057,0.4056,0.3556,0.3493,0.3824,0.3659
33.6,-0.1357,0.5998,0.6028,0.503,0.522,0.5125,0.3074,0.3888,0.3481,0.3495,0.3743,0.3619
33.7,-0.1153,0.6028,0.6027,0.5078,0.4936,0.5007,0.3134,0.3756,0.3445,0.3524,0.369,0.3607
33.8,-0.0949,0.6055,0.6038,0.5142,0.4651,0.4897,0.324,0.3661,0.3451,0.3581,0.3665,0.3623
33.9,-0.0739,0.609,0.6059,0.5224,0.439,0.4807,0.3396,0.3606,0.3501,0.3661,0.3665,0.3663
34,-0.0527,0.6141,0.6092,0.5329,0.4174,0.4751,0.3601,0.3594,0.3597,0.3759,0.3689,0.3724
34.1,-0.0313,0.6212,0.6144,0.5453,0.4011,0.4732,0.3848,0.3622,0.3735,0.3875,0.3734,0.3805
34.2,-0.0103,0.6302,0.6223,0.5586,0.3904,0.4745,0.413,0.3689,0.3909,0.4009,0.3801,0.3905
34.3,0.0104,0.6402,0.6333,0.572,0.3855,0.4787,0.4434,0.3793,0.4113,0.4159,0.3885,0.4022
34.4,0.032,0.6506,0.6467,0.5846,0.3863,0.4855,0.4751,0.3928,0.4339,0.4323,0.3983,0.4153
34.5,0.0557,0.661,0.6613,0.5965,0.3926,0.4946,0.5066,0.4087,0.4577,0.4495,0.4089,0.4292
34.6,0.0821,0.6714,0.6756,0.6073,0.4033,0.5053,0.5368,0.4259,0.4814,0.4664,0.4197,0.443
34.7,0.1111,0.6814,0.6884,0.6165,0.4166,0.5165,0.5648,0.4433,0.5041,0.4825,0.4298,0.4562
34.8,0.1421,0.6906,0.6992,0.6232,0.4318,0.5275,0.59,0.4604,0.5252,0.4972,0.4392,0.4682
34.9,0.1746,0.699,0.7082,0.6277,0.4493,0.5385,0.6122,0.4773,0.5447,0.5103,0.4477,0.479
35,0.2073,0.7066,0.7157,0.6307,0.4701,0.5504,0.6316,0.494,0.5628,0.5219,0.456,0.4889
35.1,0.2388,0.7133,0.7217,0.6323,0.4942,0.5633,0.6483,0.5098,0.579,0.5325,0.4647,0.4986
35.2,0.2674,0.7185,0.7256,0.6317,0.5207,0.5762,0.6618,0.5237,0.5927,0.5424,0.4742,0.5083
35.3,0.2914,0.7216,0.7267,0.6277,0.548,0.5879,0.6718,0.5348,0.6033,0.5518,0.484,0.5179
35.4,0.309,0.7223,0.7242,0.6198,0.5756,0.5977,0.6782,0.5429,0.6106,0.5603,0.4933,0.5268
35.5,0.319,0.7208,0.718,0.6089,0.6031,0.606,0.6809,0.5485,0.6147,0.5679,0.5017,0.5348
35.6,0.3211,0.7176,0.7084,0.5963,0.6299,0.6131,0.6803,0.5513,0.6158,0.5746,0.5093,0.542
35.7,0.3146,0.7129,0.6958,0.5835,0.6549,0.6192,0.6765,0.551,0.6138,0.5808,0.5164,0.5486
35.8,0.2985,0.7067,0.6804,0.5716,0.677,0.6243,0.67,0.5473,0.6086,0.5868,0.5233,0.5551
35.9,0.2725,0.6992,0.6627,0.5611,0.6957,0.6284,0.6615,0.54,0.6007,0.5928,0.5306,0.5617
36,0.2375,0.691,0.6436,0.5521,0.7114,0.6318,0.6516,0.5299,0.5907,0.599,0.5386,0.5688
36.1,0.1951,0.6823,0.6243,0.5445,0.7241,0.6343,0.6407,0.5178,0.5793,0.6049,0.5473,0.5761
36.2,0.147,0.674,0.6056,0.5381,0.7338,0.636,0.6295,0.5051,0.5673,0.6105,0.5567,0.5836
36.3,0.0946,0.6665,0.5882,0.5333,0.7405,0.6369,0.6187,0.4932,0.5559,0.6158,0.5667,0.5912
36.4,0.0401,0.6602,0.5723,0.5303,0.7446,0.6374,0.6094,0.4831,0.5463,0.6211,0.5772,0.5992
36.5,-0.014,0.6556,0.5581,0.5294,0.7464,0.6379,0.6024,0.4758,0.5391,0.6269,0.5881,0.6075
36.6,-0.0659,0.6526,0.546,0.5305,0.7463,0.6384,0.5978,0.4717,0.5347,0.6333,0.5994,0.6163
36.7,-0.1143,0.6505,0.5366,0.5334,0.7444,0.6389,0.5955,0.4707,0.5331,0.64,0.6114,0.6257
36.8,-0.1581,0.6487,0.5306,0.5378,0.7407,0.6393,0.5953,0.4728,0.534,0.6468,0.6247,0.6358
36.9,-0.196,0.6467,0.5279,0.5439,0.736,0.6399,0.5968,0.478,0.5374,0.654,0.6395,0.6467
37,-0.2266,0.6448,0.5287,0.5515,0.7311,0.6413,0.6003,0.4871,0.5437,0.6615,0.6554,0.6584
37.1,-0.2483,0.6437,0.5336,0.5601,0.7268,0.6435,0.6061,0.5009,0.5535,0.6694,0.672,0.6707
37.2,-0.26,0.6438,0.5432,0.5692,0.7233,0.6462,0.614,0.5199,0.567,0.6778,0.689,0.6834
37.3,-0.2615,0.645,0.5578,0.578,0.7201,0.6491,0.6231,0.5431,0.5831,0.6864,0.7067,0.6965
37.4,-0.2535,0.6466,0.5768,0.5858,0.7168,0.6513,0.6321,0.5687,0.6004,0.6951,0.7248,0.7099
37.5,-0.2373,0.6476,0.5991,0.5911,0.7134,0.6523,0.6402,0.5949,0.6175,0.7038,0.7429,0.7234
37.6,-0.2144,0.6477,0.6237,0.593,0.7099,0.6515,0.6474,0.6206,0.634,0.7124,0.7606,0.7365
37.7,-0.1859,0.6469,0.6493,0.5913,0.7067,0.649,0.654,0.6454,0.6497,0.721,0.7774,0.7492
37.8,-0.1528,0.6455,0.6741,0.5865,0.7039,0.6452,0.6601,0.6684,0.6643,0.7295,0.793,0.7612
37.9,-0.1165,0.6436,0.6968,0.5795,0.7016,0.6405,0.6656,0.6884,0.677,0.7379,0.8072,0.7726
38,-0.0789,0.6409,0.7165,0.5707,0.6997,0.6352,0.6703,0.7046,0.6874,0.7464,0.82,0.7832
38.1,-0.0418,0.6372,0.7331,0.5604,0.6978,0.6291,0.6744,0.7167,0.6956,0.755,0.8312,0.7931
38.2,-0.0065,0.6325,0.7471,0.5491,0.6961,0.6226,0.6785,0.7254,0.702,0.7639,0.8408,0.8023
38.3,0.0264,0.627,0.7586,0.5377,0.6948,0.6162,0.6829,0.7312,0.707,0.7729,0.849,0.811
38.4,0.0567,0.6209,0.7675,0.527,0.6936,0.6103,0.6876,0.7341,0.7109,0.7817,0.8561,0.8189
38.5,0.085,0.6142,0.7736,0.517,0.6921,0.6046,0.6923,0.7342,0.7133,0.7897,0.862,0.8258
38.6,0.1119,0.6069,0.7772,0.5071,0.6898,0.5984,0.6967,0.7315,0.7141,0.7965,0.8665,0.8315
38.7,0.1373,0.5988,0.7784,0.497,0.6861,0.5915,0.7006,0.7264,0.7135,0.8018,0.8692,0.8355
38.8,0.1608,0.5902,0.7778,0.4874,0.6807,0.5841,0.7043,0.7195,0.7119,0.8056,0.8703,0.838
38.9,0.1815,0.5809,0.7762,0.4795,0.6734,0.5764,0.7077,0.711,0.7094,0.8077,0.8704,0.839
39,0.1985,0.5707,0.7737,0.473,0.6634,0.5682,0.7105,0.7005,0.7055,0.8081,0.8694,0.8388
39.1,0.211,0.5592,0.771,0.4669,0.6502,0.5586,0.7121,0.6879,0.7,0.8065,0.8674,0.8369
39.2,0.2194,0.5458,0.7688,0.4598,0.6338,0.5468,0.7125,0.674,0.6932,0.8028,0.8641,0.8334
39.3,0.225,0.5306,0.768,0.4515,0.6145,0.533,0.7118,0.66,0.6859,0.7969,0.8597,0.8283
39.4,0.2286,0.5141,0.769,0.4427,0.593,0.5179,0.7104,0.6473,0.6788,0.7891,0.8545,0.8218
39.5,0.2304,0.4968,0.7724,0.4339,0.5698,0.5019,0.7084,0.6362,0.6723,0.7793,0.8488,0.814
39.6,0.2301,0.4795,0.7781,0.4255,0.5453,0.4854,0.706,0.6269,0.6664,0.7678,0.8427,0.8052
39.7,0.2278,0.4626,0.7862,0.4176,0.5198,0.4687,0.703,0.6194,0.6612,0.7551,0.8362,0.7956
39.8,0.2244,0.4463,0.7962,0.4105,0.4937,0.4521,0.6997,0.6138,0.6567,0.7415,0.8288,0.7852
39.9,0.221,0.4307,0.8076,0.405,0.4675,0.4362,0.6959,0.61,0.653,0.7275,0.8203,0.7739
40,0.2183,0.4159,0.8198,0.4017,0.4414,0.4216,0.6918,0.6083,0.65,0.7131,0.8105,0.7618
40.1,0.2164,0.4025,0.8327,0.4011,0.4163,0.4087,0.6872,0.6088,0.648,0.6989,0.7996,0.7492
40.2,0.2152,0.3909,0.846,0.4028,0.3933,0.398,0.6826,0.6121,0.6473,0.6853,0.7879,0.7366
40.3,0.2148,0.3819,0.8597,0.4067,0.3739,0.3903,0.6787,0.6187,0.6487,0.6727,0.7756,0.7241
40.4,0.2152,0.3758,0.8735,0.4126,0.3587,0.3856,0.6763,0.6286,0.6525,0.6614,0.7625,0.712
40.5,0.2166,0.3729,0.8864,0.4204,0.3476,0.384,0.6758,0.6408,0.6583,0.6513,0.7486,0.6999
40.6,0.2183,0.373,0.897,0.4298,0.3399,0.3849,0.6766,0.6532,0.6649,0.6418,0.7334,0.6876
40.7,0.2194,0.3759,0.9041,0.4406,0.3358,0.3882,0.6777,0.6641,0.6709,0.6325,0.7168,0.6747
40.8,0.2193,0.3814,0.9071,0.4528,0.336,0.3944,0.6784,0.6728,0.6756,0.6228,0.6985,0.6607
40.9,0.2171,0.3892,0.9061,0.4663,0.3412,0.4037,0.6788,0.6797,0.6792,0.6127,0.6788,0.6457
41,0.2121,0.399,0.9011,0.4809,0.3514,0.4161,0.6797,0.6854,0.6825,0.6025,0.6581,0.6303
41.1,0.2037,0.41,0.8922,0.4965,0.3659,0.4312,0.6813,0.6895,0.6854,0.5928,0.6376,0.6152
41.2,0.1917,0.4217,0.8795,0.5128,0.3841,0.4484,0.683,0.6913,0.6872,0.5835,0.6178,0.6006
41.3,0.1764,0.4338,0.8638,0.5293,0.4053,0.4673,0.6842,0.6904,0.6873,0.5743,0.5989,0.5866
41.4,0.1582,0.4457,0.846,0.5452,0.4295,0.4873,0.6845,0.6866,0.6856,0.565,0.5809,0.5729
41.5,0.138,0.4572,0.8264,0.5596,0.4562,0.5079,0.6839,0.6802,0.6821,0.5555,0.5633,0.5594
41.6,0.1164,0.4677,0.8052,0.5718,0.4851,0.5284,0.6821,0.6714,0.6768,0.5455,0.5463,0.5459
41.7,0.0949,0.477,0.7825,0.5814,0.5154,0.5484,0.6793,0.6606,0.6699,0.5355,0.53,0.5327
41.8,0.0752,0.4853,0.7593,0.5885,0.5467,0.5676,0.6754,0.648,0.6617,0.5257,0.5152,0.5205
41.9,0.0586,0.4933,0.7366,0.5935,0.5786,0.586,0.6703,0.6339,0.6521,0.5168,0.5024,0.5096
42,0.0456,0.5016,0.7152,0.5972,0.6109,0.604,0.6639,0.6184,0.6412,0.5092,0.492,0.5006
42.1,0.0361,0.5106,0.6953,0.6002,0.643,0.6216,0.6559,0.6013,0.6286,0.5031,0.484,0.4936
42.2,0.0293,0.5206,0.677,0.6032,0.6742,0.6387,0.6462,0.583,0.6146,0.4983,0.4786,0.4884
42.3,0.0245,0.5315,0.6604,0.6064,0.7039,0.6552,0.6347,0.5641,0.5994,0.4944,0.4753,0.4848
42.4,0.0217,0.5428,0.6453,0.6097,0.7317,0.6707,0.6212,0.5448,0.583,0.4907,0.4734,0.482
42.5,0.0208,0.554,0.6317,0.6126,0.7572,0.6849,0.6055,0.5254,0.5655,0.4868,0.4718,0.4793
42.6,0.0218,0.5644,0.6194,0.6155,0.7801,0.6978,0.5878,0.5064,0.5471,0.4825,0.4702,0.4763
