Time,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC,RACV Home 30 TVC
21.5,-0.0895,0.6238,0.4504,0.4863,0.5619,0.5241,0.4916,0.5895,0.5405,0.3139,0.3165,0.3152
21.6,-0.0799,0.6306,0.4452,0.5074,0.5638,0.5356,0.4949,0.5899,0.5424,0.2953,0.3055,0.3004
21.7,-0.071,0.6344,0.4397,0.5259,0.5628,0.5444,0.4946,0.5881,0.5414,0.277,0.2953,0.2862
21.8,-0.0627,0.6354,0.4337,0.5419,0.559,0.5504,0.4907,0.584,0.5373,0.2592,0.2857,0.2725
21.9,-0.0545,0.6343,0.4276,0.556,0.553,0.5545,0.4838,0.5777,0.5308,0.2422,0.2769,0.2595
22,-0.0458,0.6312,0.4223,0.5686,0.5451,0.5569,0.4753,0.5698,0.5225,0.2267,0.2694,0.248
22.1,-0.0368,0.6262,0.4182,0.5796,0.5354,0.5575,0.4659,0.5605,0.5132,0.2135,0.2637,0.2386
22.2,-0.0278,0.6192,0.4155,0.5886,0.5239,0.5563,0.4561,0.5498,0.5029,0.2031,0.2602,0.2317
22.3,-0.0188,0.6108,0.4142,0.5951,0.5111,0.5531,0.4457,0.5372,0.4914,0.1954,0.2593,0.2273
22.4,-0.0102,0.6015,0.4141,0.5994,0.4976,0.5485,0.4349,0.5228,0.4788,0.1903,0.2608,0.2256
22.5,-0.0026,0.5915,0.4155,0.6019,0.4838,0.5428,0.424,0.5071,0.4656,0.1879,0.2648,0.2263
22.6,0.003,0.5809,0.419,0.6026,0.4703,0.5364,0.4138,0.491,0.4524,0.1881,0.271,0.2295
22.7,0.0054,0.5696,0.4246,0.6016,0.4573,0.5294,0.405,0.4755,0.4402,0.1909,0.2795,0.2352
22.8,0.0045,0.5584,0.4327,0.5985,0.4455,0.522,0.3982,0.4616,0.4299,0.1963,0.2902,0.2432
22.9,0.0002,0.5482,0.4433,0.5933,0.4358,0.5145,0.394,0.4502,0.4221,0.204,0.3029,0.2534
23,-0.0075,0.5397,0.4564,0.5862,0.4292,0.5077,0.3933,0.4417,0.4175,0.2139,0.3171,0.2655
23.1,-0.0188,0.5329,0.4717,0.5779,0.4261,0.502,0.3964,0.4365,0.4165,0.2256,0.3325,0.279
23.2,-0.0338,0.5277,0.4887,0.5687,0.4269,0.4978,0.4036,0.4348,0.4192,0.2389,0.3488,0.2938
23.3,-0.0522,0.524,0.5068,0.5588,0.4315,0.4951,0.4145,0.4367,0.4256,0.2533,0.3661,0.3097
23.4,-0.0731,0.5219,0.526,0.5485,0.4396,0.494,0.4284,0.4426,0.4355,0.2685,0.3842,0.3263
23.5,-0.0957,0.5219,0.546,0.5379,0.4512,0.4945,0.4449,0.4526,0.4488,0.284,0.4028,0.3434
23.6,-0.1193,0.524,0.5667,0.5275,0.4664,0.4969,0.4636,0.4667,0.4651,0.299,0.4216,0.3603
23.7,-0.1432,0.5281,0.587,0.5178,0.4848,0.5013,0.4843,0.4846,0.4844,0.3126,0.4403,0.3764
23.8,-0.1666,0.5338,0.6056,0.5093,0.5061,0.5077,0.5065,0.5058,0.5062,0.3245,0.4584,0.3914
23.9,-0.1889,0.5409,0.6216,0.5026,0.5295,0.5161,0.5295,0.53,0.5297,0.3345,0.4756,0.405
24,-0.2097,0.5493,0.6351,0.4976,0.5542,0.5259,0.5526,0.5566,0.5546,0.3426,0.4914,0.417
24.1,-0.2286,0.559,0.6462,0.4946,0.5796,0.5371,0.5756,0.585,0.5803,0.3485,0.5057,0.4271
24.2,-0.2453,0.5695,0.6546,0.4932,0.6053,0.5492,0.5981,0.6143,0.6062,0.3522,0.5181,0.4351
24.3,-0.2599,0.5798,0.66,0.4929,0.6302,0.5615,0.6197,0.6433,0.6315,0.3534,0.5282,0.4408
24.4,-0.2722,0.5892,0.6622,0.4932,0.6536,0.5734,0.6395,0.6708,0.6551,0.3526,0.5354,0.444
24.5,-0.2825,0.5969,0.6612,0.4936,0.6749,0.5843,0.6563,0.6959,0.6761,0.3498,0.5395,0.4446
24.6,-0.2913,0.6027,0.6575,0.4939,0.6942,0.594,0.6693,0.718,0.6937,0.3453,0.5402,0.4428
24.7,-0.2996,0.6062,0.6508,0.4937,0.7112,0.6025,0.6782,0.7368,0.7075,0.3394,0.5376,0.4385
24.8,-0.3078,0.6071,0.641,0.4929,0.7253,0.6091,0.6832,0.7514,0.7173,0.3323,0.5314,0.4318
24.9,-0.3155,0.6053,0.6275,0.4912,0.7354,0.6133,0.6842,0.7612,0.7227,0.324,0.5215,0.4228
25,-0.3214,0.601,0.6103,0.4891,0.7408,0.6149,0.6814,0.7657,0.7236,0.3144,0.5081,0.4113
25.1,-0.325,0.5949,0.5902,0.4871,0.7418,0.6144,0.6753,0.7651,0.7202,0.3034,0.4916,0.3975
25.2,-0.3265,0.5878,0.5685,0.4856,0.7392,0.6124,0.6665,0.7598,0.7132,0.2912,0.4727,0.382
25.3,-0.3265,0.5807,0.5459,0.4847,0.7337,0.6092,0.6557,0.7505,0.7031,0.2783,0.4522,0.3652
25.4,-0.3263,0.5743,0.5228,0.4838,0.7255,0.6046,0.6432,0.7373,0.6903,0.2648,0.4302,0.3475
25.5,-0.3272,0.5695,0.4994,0.4826,0.7147,0.5986,0.6291,0.7206,0.6749,0.251,0.4069,0.3289
25.6,-0.3296,0.5676,0.4759,0.4812,0.7019,0.5915,0.6138,0.7007,0.6573,0.2369,0.3817,0.3093
25.7,-0.3332,0.5691,0.4528,0.48,0.6877,0.5838,0.598,0.6785,0.6382,0.2227,0.3549,0.2888
25.8,-0.3365,0.5739,0.4309,0.4792,0.673,0.5761,0.5827,0.6546,0.6187,0.2084,0.3269,0.2677
25.9,-0.3379,0.5812,0.4105,0.4793,0.6584,0.5688,0.5685,0.6299,0.5992,0.1944,0.2989,0.2466
26,-0.3357,0.5908,0.3925,0.4807,0.6444,0.5625,0.5554,0.605,0.5802,0.1814,0.2722,0.2268
26.1,-0.328,0.6029,0.3773,0.4839,0.6314,0.5577,0.5431,0.5804,0.5617,0.1707,0.2479,0.2093
26.2,-0.3145,0.6182,0.3655,0.4895,0.6197,0.5546,0.5315,0.5562,0.5438,0.1632,0.2264,0.1948
26.3,-0.2953,0.6363,0.3572,0.4976,0.6094,0.5535,0.5211,0.5324,0.5267,0.1594,0.208,0.1837
26.4,-0.2715,0.6566,0.3523,0.5082,0.6002,0.5542,0.5123,0.5096,0.511,0.1599,0.1934,0.1766
26.5,-0.2434,0.6782,0.3507,0.521,0.5916,0.5563,0.5056,0.4882,0.4969,0.1651,0.1828,0.174
26.6,-0.2112,0.7005,0.3527,0.5361,0.5827,0.5594,0.5003,0.4684,0.4844,0.1751,0.1766,0.1759
26.7,-0.1753,0.7232,0.3588,0.5531,0.5732,0.5632,0.4962,0.4503,0.4733,0.1898,0.1745,0.1821
26.8,-0.1373,0.7457,0.369,0.5718,0.5636,0.5677,0.4931,0.4337,0.4634,0.2084,0.1758,0.1921
26.9,-0.0981,0.7667,0.3823,0.5915,0.5543,0.5729,0.4912,0.4186,0.4549,0.23,0.1801,0.205
27,-0.0573,0.7849,0.3974,0.6116,0.5454,0.5785,0.4912,0.4054,0.4483,0.2536,0.1871,0.2203
27.1,-0.0138,0.7992,0.4135,0.631,0.5364,0.5837,0.4935,0.3946,0.444,0.2784,0.1968,0.2376
27.2,0.0333,0.809,0.4307,0.6489,0.5262,0.5876,0.4984,0.3865,0.4424,0.3041,0.2092,0.2567
27.3,0.0827,0.8138,0.4491,0.6644,0.5142,0.5893,0.5055,0.3808,0.4431,0.3297,0.2244,0.277
27.4,0.1318,0.8137,0.4687,0.677,0.5006,0.5888,0.5143,0.3771,0.4457,0.3537,0.2423,0.298
27.5,0.1788,0.8094,0.4888,0.6867,0.4869,0.5868,0.524,0.3753,0.4497,0.3749,0.263,0.3189
27.6,0.2223,0.8013,0.5089,0.6937,0.4738,0.5838,0.5337,0.3754,0.4546,0.3922,0.2854,0.3388
27.7,0.2625,0.7903,0.5286,0.6982,0.462,0.5801,0.543,0.3774,0.4602,0.4056,0.3084,0.357
27.8,0.2995,0.7766,0.548,0.7001,0.4511,0.5756,0.552,0.3814,0.4667,0.4154,0.3305,0.3729
27.9,0.333,0.7609,0.5667,0.6991,0.4413,0.5702,0.5613,0.3874,0.4743,0.422,0.3507,0.3864
28,0.3621,0.7439,0.5843,0.6955,0.4328,0.5642,0.5713,0.3952,0.4832,0.426,0.3684,0.3972
28.1,0.3866,0.7265,0.6007,0.6901,0.4259,0.558,0.5823,0.4043,0.4933,0.4275,0.3828,0.4051
28.2,0.4067,0.7096,0.6155,0.6834,0.4205,0.552,0.5941,0.4144,0.5042,0.4268,0.3928,0.4098
28.3,0.4237,0.6939,0.6282,0.6762,0.4166,0.5464,0.6059,0.4245,0.5152,0.424,0.3973,0.4107
28.4,0.4387,0.6794,0.6385,0.6684,0.4141,0.5412,0.6174,0.4342,0.5258,0.42,0.3957,0.4079
28.5,0.4524,0.6663,0.6462,0.6597,0.413,0.5364,0.6282,0.4432,0.5357,0.4158,0.3886,0.4022
28.6,0.4649,0.6543,0.6512,0.6499,0.4131,0.5315,0.6382,0.4516,0.5449,0.4129,0.377,0.3949
28.7,0.4759,0.643,0.6537,0.6387,0.4136,0.5262,0.648,0.4592,0.5536,0.4125,0.3622,0.3874
28.8,0.4856,0.6317,0.6533,0.6259,0.4133,0.5196,0.6573,0.4656,0.5615,0.4155,0.3458,0.3807
28.9,0.4943,0.6197,0.6496,0.6116,0.4115,0.5115,0.6656,0.4703,0.5679,0.4229,0.3294,0.3761
29,0.5022,0.6066,0.6424,0.5958,0.4077,0.5017,0.6721,0.4727,0.5724,0.4355,0.3149,0.3752
29.1,0.5094,0.5919,0.6316,0.5785,0.4021,0.4903,0.6765,0.4728,0.5747,0.4539,0.3046,0.3793
29.2,0.516,0.5754,0.6174,0.5598,0.3947,0.4772,0.6787,0.4705,0.5746,0.4788,0.3001,0.3894
29.3,0.5217,0.5571,0.6003,0.5397,0.3852,0.4624,0.6785,0.4663,0.5724,0.5107,0.3018,0.4063
29.4,0.5265,0.5371,0.5813,0.5181,0.3728,0.4455,0.6757,0.4602,0.5679,0.5495,0.3095,0.4295
29.5,0.5302,0.5153,0.5613,0.4949,0.3568,0.4258,0.6704,0.4519,0.5612,0.5938,0.3222,0.458
29.6,0.533,0.4921,0.5411,0.4702,0.3368,0.4035,0.6633,0.4415,0.5524,0.6412,0.3393,0.4903
29.7,0.5358,0.4682,0.5216,0.4449,0.3134,0.3792,0.6553,0.4292,0.5422,0.6898,0.3605,0.5252
29.8,0.539,0.4446,0.5043,0.4206,0.288,0.3543,0.6477,0.4161,0.5319,0.7385,0.3851,0.5618
29.9,0.5425,0.4224,0.4901,0.3991,0.2612,0.3301,0.641,0.4035,0.5223,0.7852,0.4117,0.5985
