Time,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1,Qantas - More in every Qantas point 30 TVC Viewing 1
20.9,0.0329,0.7778,0.8392,0.5525,0.7748,0.6636,0.1771,0.5196,0.3483,0.6324,0.4868,0.5596
21,0.0862,0.777,0.8308,0.5471,0.7719,0.6595,0.1964,0.4993,0.3479,0.6333,0.4746,0.554
21.1,0.1363,0.7724,0.8167,0.538,0.766,0.652,0.2166,0.4765,0.3465,0.63,0.4595,0.5447
21.2,0.1815,0.7637,0.7972,0.5251,0.7575,0.6413,0.2371,0.4526,0.3449,0.6228,0.4412,0.532
21.3,0.2206,0.7513,0.7723,0.5088,0.7473,0.628,0.2582,0.4297,0.344,0.6128,0.4205,0.5167
21.4,0.2524,0.7355,0.7428,0.4899,0.7362,0.613,0.2802,0.4096,0.3449,0.6009,0.3988,0.4999
21.5,0.2756,0.7162,0.71,0.4685,0.7253,0.5969,0.3029,0.3938,0.3484,0.5876,0.3772,0.4824
21.6,0.289,0.6933,0.6757,0.445,0.7153,0.5802,0.3262,0.3834,0.3548,0.5734,0.3564,0.4649
21.7,0.2924,0.6667,0.6412,0.4199,0.7059,0.5629,0.3498,0.3779,0.3639,0.5585,0.3371,0.4478
21.8,0.2864,0.6372,0.6073,0.3939,0.6965,0.5452,0.3731,0.3762,0.3746,0.5437,0.3199,0.4318
21.9,0.2722,0.6053,0.5744,0.3677,0.6862,0.527,0.395,0.3764,0.3857,0.529,0.3053,0.4172
22,0.2509,0.5718,0.5426,0.342,0.6744,0.5082,0.4148,0.3768,0.3958,0.5148,0.2936,0.4042
22.1,0.2245,0.537,0.5126,0.3168,0.6608,0.4888,0.4316,0.3763,0.4039,0.501,0.2849,0.3929
22.2,0.1956,0.5017,0.4845,0.293,0.6454,0.4692,0.445,0.3745,0.4097,0.4876,0.2788,0.3832
22.3,0.1671,0.4668,0.4586,0.2717,0.628,0.4499,0.4548,0.3712,0.413,0.4752,0.2754,0.3753
22.4,0.1416,0.4338,0.4347,0.2546,0.6088,0.4317,0.4604,0.3664,0.4134,0.4642,0.2749,0.3695
22.5,0.1202,0.4039,0.4129,0.2427,0.5886,0.4156,0.4617,0.3603,0.411,0.4549,0.2775,0.3662
22.6,0.1031,0.3781,0.3933,0.2366,0.5686,0.4026,0.4589,0.353,0.406,0.4473,0.2834,0.3653
22.7,0.0905,0.3567,0.376,0.2365,0.5495,0.393,0.453,0.3448,0.3989,0.441,0.2923,0.3667
22.8,0.0828,0.3393,0.3611,0.2419,0.5317,0.3868,0.4453,0.3357,0.3905,0.4363,0.3042,0.3702
22.9,0.0804,0.3252,0.3488,0.2526,0.5149,0.3838,0.4369,0.3264,0.3817,0.4342,0.3187,0.3765
23,0.0828,0.314,0.34,0.2682,0.4996,0.3839,0.4283,0.3184,0.3733,0.4356,0.3358,0.3857
23.1,0.0885,0.3058,0.3357,0.288,0.4864,0.3872,0.4194,0.3131,0.3663,0.4404,0.3553,0.3978
23.2,0.0954,0.301,0.3368,0.3113,0.4761,0.3937,0.4107,0.3117,0.3612,0.4481,0.3765,0.4123
23.3,0.1023,0.3002,0.3434,0.3373,0.4696,0.4035,0.4031,0.3145,0.3588,0.458,0.3988,0.4284
23.4,0.109,0.3043,0.355,0.3659,0.4676,0.4167,0.3974,0.3216,0.3595,0.4694,0.4217,0.4455
23.5,0.1156,0.3139,0.3709,0.3974,0.4704,0.4339,0.3942,0.3326,0.3634,0.4814,0.4446,0.463
23.6,0.1216,0.3298,0.3901,0.4322,0.4786,0.4554,0.3937,0.3471,0.3704,0.4934,0.467,0.4802
23.7,0.1256,0.3526,0.4122,0.4701,0.4921,0.4811,0.3959,0.3643,0.3801,0.5043,0.4882,0.4962
23.8,0.1256,0.3823,0.437,0.5104,0.5106,0.5105,0.4005,0.3839,0.3922,0.5134,0.5074,0.5104
23.9,0.1198,0.4183,0.4645,0.552,0.5335,0.5427,0.4078,0.4058,0.4068,0.5202,0.5242,0.5222
24,0.1078,0.4591,0.4947,0.5933,0.5604,0.5768,0.4183,0.4299,0.4241,0.525,0.5385,0.5317
24.1,0.0911,0.5028,0.5276,0.6329,0.5907,0.6118,0.4323,0.4565,0.4444,0.5285,0.5509,0.5397
24.2,0.0724,0.5468,0.5632,0.6688,0.6238,0.6463,0.4498,0.4857,0.4678,0.5319,0.5623,0.5471
24.3,0.0539,0.5885,0.6012,0.6997,0.6583,0.679,0.4706,0.5179,0.4943,0.5365,0.5734,0.555
24.4,0.0365,0.6257,0.6415,0.7243,0.6929,0.7086,0.4944,0.5529,0.5237,0.5436,0.5847,0.5641
24.5,0.021,0.6571,0.6837,0.7424,0.7266,0.7345,0.521,0.5903,0.5556,0.5541,0.5966,0.5753
24.6,0.0079,0.6826,0.727,0.7547,0.7588,0.7567,0.5497,0.629,0.5894,0.5686,0.6099,0.5893
24.7,-0.0026,0.7025,0.7704,0.7617,0.7892,0.7754,0.5794,0.6674,0.6234,0.5874,0.6253,0.6063
24.8,-0.0109,0.717,0.8122,0.7635,0.817,0.7903,0.6084,0.7036,0.656,0.6102,0.6426,0.6264
24.9,-0.0178,0.7261,0.8507,0.7598,0.8412,0.8005,0.6353,0.7357,0.6855,0.6362,0.6611,0.6487
25,-0.0241,0.7295,0.8845,0.7502,0.8608,0.8055,0.6597,0.7622,0.7109,0.6643,0.6796,0.6719
25.1,-0.0302,0.7277,0.9129,0.7345,0.8759,0.8052,0.6814,0.7826,0.732,0.6935,0.6968,0.6952
25.2,-0.0361,0.7213,0.9354,0.7129,0.8869,0.7999,0.7002,0.7969,0.7485,0.7229,0.7117,0.7173
25.3,-0.0417,0.7107,0.9512,0.6858,0.8941,0.7899,0.7153,0.8057,0.7605,0.7516,0.7231,0.7373
25.4,-0.0464,0.6965,0.9596,0.6538,0.8973,0.7755,0.7263,0.8098,0.7681,0.7784,0.7297,0.754
25.5,-0.05,0.6789,0.9601,0.6183,0.8961,0.7572,0.7337,0.8099,0.7718,0.8021,0.7308,0.7665
25.6,-0.0534,0.6585,0.9528,0.5813,0.8905,0.7359,0.7383,0.8063,0.7723,0.8216,0.7267,0.7742
25.7,-0.058,0.6361,0.9383,0.5452,0.8809,0.713,0.7407,0.799,0.7698,0.8366,0.7184,0.7775
25.8,-0.0646,0.6128,0.9176,0.5118,0.868,0.6899,0.7407,0.7883,0.7645,0.8471,0.7069,0.777
25.9,-0.0731,0.5894,0.8917,0.4824,0.8523,0.6673,0.7377,0.7747,0.7562,0.853,0.6928,0.7729
26,-0.0816,0.5661,0.8614,0.4574,0.8337,0.6456,0.7316,0.7594,0.7455,0.8539,0.6762,0.7651
26.1,-0.0888,0.5432,0.8275,0.437,0.8123,0.6246,0.7222,0.7431,0.7326,0.8496,0.6569,0.7533
26.2,-0.094,0.5214,0.7909,0.4214,0.7882,0.6048,0.7097,0.7264,0.718,0.8403,0.6348,0.7375
26.3,-0.0975,0.5024,0.753,0.4111,0.7622,0.5866,0.6943,0.7094,0.7018,0.8263,0.6103,0.7183
26.4,-0.0997,0.4881,0.7148,0.4064,0.735,0.5707,0.6761,0.6916,0.6839,0.8082,0.5837,0.696
26.5,-0.0995,0.4799,0.6772,0.4072,0.7069,0.5571,0.6556,0.6727,0.6641,0.786,0.5555,0.6708
26.6,-0.095,0.4781,0.6407,0.4131,0.6777,0.5454,0.6335,0.652,0.6428,0.7599,0.526,0.6429
26.7,-0.0844,0.4815,0.6052,0.4235,0.6467,0.5351,0.6105,0.6294,0.62,0.7299,0.4961,0.613
26.8,-0.0671,0.4887,0.5708,0.4376,0.6137,0.5257,0.5869,0.6047,0.5958,0.6967,0.4666,0.5817
26.9,-0.0444,0.4981,0.537,0.4545,0.579,0.5168,0.563,0.5783,0.5707,0.6612,0.4378,0.5495
27,-0.018,0.5082,0.5037,0.4728,0.5433,0.508,0.5396,0.5507,0.5451,0.6246,0.4098,0.5172
27.1,0.0106,0.5181,0.4708,0.4903,0.5074,0.4989,0.517,0.5231,0.5201,0.588,0.3825,0.4852
27.2,0.04,0.5266,0.4387,0.5051,0.4722,0.4887,0.4955,0.4967,0.4961,0.5521,0.356,0.4541
27.3,0.0692,0.5328,0.408,0.5159,0.4389,0.4774,0.4746,0.4723,0.4735,0.5181,0.3306,0.4243
27.4,0.0974,0.5357,0.3794,0.5225,0.4086,0.4656,0.4536,0.4505,0.452,0.4867,0.3064,0.3966
27.5,0.1235,0.5352,0.3532,0.5256,0.3822,0.4539,0.4323,0.4313,0.4318,0.4592,0.2841,0.3716
27.6,0.1455,0.5319,0.3293,0.5257,0.3608,0.4433,0.4111,0.4152,0.4131,0.436,0.2643,0.3501
27.7,0.1607,0.5266,0.3081,0.5237,0.3454,0.4345,0.3903,0.4021,0.3962,0.4172,0.2476,0.3324
27.8,0.1668,0.5204,0.2898,0.5203,0.3371,0.4287,0.3703,0.3916,0.3809,0.4021,0.2347,0.3184
27.9,0.1633,0.5141,0.2748,0.5163,0.3369,0.4266,0.3512,0.3832,0.3672,0.3904,0.2262,0.3083
28,0.1508,0.5086,0.2632,0.5127,0.3444,0.4286,0.3332,0.377,0.3551,0.382,0.2227,0.3023
28.1,0.1302,0.5041,0.2558,0.5099,0.3591,0.4345,0.3172,0.3731,0.3451,0.3768,0.2246,0.3007
28.2,0.1025,0.501,0.2535,0.5072,0.3798,0.4435,0.3048,0.3721,0.3385,0.3747,0.2321,0.3034
28.3,0.0685,0.4995,0.2574,0.5037,0.4055,0.4546,0.2974,0.3746,0.336,0.375,0.2447,0.3099
28.4,0.0299,0.4997,0.2681,0.4987,0.4349,0.4668,0.2955,0.3805,0.338,0.3771,0.2613,0.3192
28.5,-0.0111,0.502,0.2857,0.4923,0.4666,0.4795,0.299,0.3897,0.3443,0.3804,0.2802,0.3303
28.6,-0.0521,0.5069,0.3095,0.4857,0.4988,0.4922,0.3069,0.4016,0.3542,0.3846,0.3001,0.3424
28.7,-0.091,0.5146,0.3385,0.4796,0.5295,0.5046,0.3187,0.416,0.3674,0.3895,0.3204,0.3549
28.8,-0.1268,0.5251,0.3716,0.4745,0.5579,0.5162,0.3348,0.4327,0.3838,0.3945,0.3411,0.3678
28.9,-0.1589,0.5384,0.4079,0.4703,0.5839,0.5271,0.3556,0.452,0.4038,0.4,0.3624,0.3812
29,-0.1872,0.5544,0.4464,0.4668,0.6074,0.5371,0.3816,0.4741,0.4279,0.4062,0.3842,0.3952
29.1,-0.2108,0.5727,0.4858,0.4639,0.6284,0.5462,0.4122,0.4989,0.4555,0.413,0.4056,0.4093
29.2,-0.228,0.5923,0.5258,0.4615,0.6464,0.554,0.4458,0.5263,0.4861,0.4201,0.4255,0.4228
29.3,-0.2373,0.6123,0.5667,0.4592,0.6604,0.5598,0.4816,0.5563,0.5189,0.4267,0.4429,0.4348
29.4,-0.2375,0.6319,0.6086,0.4568,0.6699,0.5633,0.5196,0.5887,0.5541,0.4322,0.4579,0.445
29.5,-0.2286,0.6508,0.6506,0.455,0.6751,0.565,0.5606,0.6237,0.5921,0.4364,0.4713,0.4539
29.6,-0.2114,0.6695,0.692,0.4549,0.677,0.5659,0.6055,0.6614,0.6334,0.4401,0.4847,0.4624
29.7,-0.1874,0.6879,0.7322,0.4576,0.6766,0.5671,0.6542,0.7017,0.678,0.4436,0.499,0.4713
29.8,-0.1575,0.705,0.7706,0.4636,0.6743,0.5689,0.7059,0.7449,0.7254,0.4468,0.514,0.4804
29.9,-0.1224,0.7187,0.8071,0.472,0.6696,0.5708,0.7594,0.7913,0.7754,0.4491,0.529,0.4891
