Time,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC
21,-0.4485,0.6253,0.5602,0.56,0.6431,0.6015,0.5162,0.5171,0.5166,0.5255,0.5121,0.5188
21.1,-0.4563,0.6161,0.5535,0.5483,0.6456,0.5969,0.4808,0.4973,0.489,0.5061,0.4981,0.5021
21.2,-0.4624,0.6055,0.5447,0.5356,0.6464,0.591,0.4427,0.4756,0.4592,0.4862,0.4837,0.485
21.3,-0.4668,0.5938,0.5346,0.5228,0.6453,0.584,0.4034,0.4533,0.4284,0.4662,0.4689,0.4675
21.4,-0.4699,0.5814,0.5245,0.5103,0.6421,0.5762,0.3642,0.4317,0.3979,0.4461,0.4537,0.4499
21.5,-0.4731,0.5692,0.5155,0.4984,0.6368,0.5676,0.3264,0.4118,0.3691,0.4263,0.4386,0.4325
21.6,-0.4781,0.5577,0.5082,0.4866,0.6292,0.5579,0.2911,0.3944,0.3428,0.4079,0.424,0.4159
21.7,-0.4862,0.547,0.5028,0.4745,0.619,0.5468,0.2594,0.3796,0.3195,0.3918,0.4104,0.4011
21.8,-0.4969,0.5367,0.4986,0.4619,0.6058,0.5338,0.2322,0.367,0.2996,0.3785,0.398,0.3883
21.9,-0.5091,0.5264,0.4951,0.4488,0.5896,0.5192,0.2099,0.3562,0.283,0.3682,0.3869,0.3776
22,-0.5213,0.5164,0.4917,0.4359,0.5707,0.5033,0.1919,0.3466,0.2693,0.3606,0.377,0.3688
22.1,-0.5316,0.5073,0.4878,0.424,0.5501,0.487,0.1781,0.3383,0.2582,0.3554,0.3683,0.3618
22.2,-0.5384,0.4999,0.4826,0.414,0.5288,0.4714,0.1687,0.3312,0.25,0.3529,0.3608,0.3568
22.3,-0.5397,0.4948,0.4756,0.4066,0.5083,0.4574,0.1644,0.3254,0.2449,0.354,0.3548,0.3544
22.4,-0.5341,0.4923,0.4665,0.4022,0.4896,0.4459,0.1655,0.3207,0.2431,0.359,0.3506,0.3548
22.5,-0.5206,0.4922,0.4551,0.4009,0.4738,0.4374,0.1718,0.3168,0.2443,0.3678,0.3482,0.358
22.6,-0.5,0.4945,0.4416,0.402,0.4618,0.4319,0.1827,0.3137,0.2482,0.3793,0.3476,0.3635
22.7,-0.474,0.4989,0.4259,0.4052,0.4541,0.4296,0.1978,0.3118,0.2548,0.3926,0.3482,0.3704
22.8,-0.4448,0.5053,0.408,0.4103,0.451,0.4306,0.2168,0.3117,0.2643,0.4065,0.3493,0.3779
22.9,-0.4133,0.5135,0.3875,0.4174,0.452,0.4347,0.2391,0.3133,0.2762,0.4199,0.3498,0.3848
23,-0.3805,0.523,0.3644,0.4264,0.4565,0.4415,0.264,0.3159,0.29,0.4317,0.349,0.3904
23.1,-0.3473,0.533,0.3391,0.4368,0.4643,0.4506,0.2902,0.3189,0.3046,0.4411,0.3466,0.3938
23.2,-0.3144,0.5424,0.3123,0.4482,0.475,0.4616,0.3166,0.322,0.3193,0.4476,0.3427,0.3951
23.3,-0.283,0.5504,0.2847,0.46,0.4886,0.4743,0.3417,0.3249,0.3333,0.451,0.3368,0.3939
23.4,-0.254,0.5565,0.257,0.4721,0.5049,0.4885,0.3642,0.3275,0.3459,0.4507,0.3282,0.3894
23.5,-0.2285,0.5608,0.2299,0.4841,0.5238,0.5039,0.3832,0.3298,0.3565,0.4465,0.3171,0.3818
23.6,-0.2079,0.5637,0.2046,0.4955,0.545,0.5202,0.3984,0.332,0.3652,0.4386,0.3043,0.3715
23.7,-0.193,0.5652,0.1825,0.5058,0.5682,0.537,0.4097,0.3346,0.3722,0.4274,0.291,0.3592
23.8,-0.1833,0.5656,0.1644,0.5149,0.5934,0.5541,0.4178,0.3383,0.378,0.4136,0.2781,0.3458
23.9,-0.1775,0.5648,0.1509,0.5232,0.6199,0.5715,0.4239,0.3432,0.3836,0.398,0.2659,0.3319
24,-0.1737,0.5631,0.1419,0.5308,0.647,0.5889,0.4292,0.3493,0.3893,0.3812,0.2544,0.3178
24.1,-0.1709,0.5609,0.1369,0.5376,0.6734,0.6055,0.434,0.3564,0.3952,0.3639,0.244,0.3039
24.2,-0.1687,0.5586,0.1361,0.5432,0.6979,0.6205,0.4385,0.3644,0.4015,0.3469,0.2355,0.2912
24.3,-0.1672,0.5561,0.1397,0.5473,0.7192,0.6333,0.4428,0.3739,0.4084,0.3314,0.2294,0.2804
24.4,-0.166,0.5536,0.1483,0.55,0.7364,0.6432,0.4474,0.3854,0.4164,0.3178,0.2259,0.2719
24.5,-0.1645,0.551,0.1623,0.5513,0.7486,0.65,0.4526,0.399,0.4258,0.3065,0.2248,0.2656
24.6,-0.162,0.5481,0.1814,0.5515,0.7552,0.6534,0.4589,0.4138,0.4364,0.2974,0.226,0.2617
24.7,-0.1588,0.5451,0.2053,0.5503,0.7559,0.6531,0.4661,0.4289,0.4475,0.2909,0.2298,0.2603
24.8,-0.156,0.5419,0.2329,0.5469,0.7505,0.6487,0.4736,0.4428,0.4582,0.2872,0.2358,0.2615
24.9,-0.1542,0.539,0.2625,0.541,0.7395,0.6402,0.4804,0.4543,0.4674,0.2866,0.2436,0.2651
25,-0.1529,0.5362,0.2917,0.5326,0.7226,0.6276,0.4854,0.4619,0.4736,0.288,0.2518,0.2699
25.1,-0.1503,0.5334,0.3182,0.5222,0.6996,0.6109,0.4873,0.4642,0.4758,0.29,0.2594,0.2747
25.2,-0.1445,0.5299,0.3402,0.5106,0.6701,0.5903,0.4851,0.4612,0.4731,0.2918,0.2658,0.2788
25.3,-0.1345,0.5254,0.357,0.4985,0.6346,0.5665,0.4781,0.4529,0.4655,0.2932,0.271,0.2821
25.4,-0.1201,0.5199,0.3681,0.4865,0.5943,0.5404,0.4661,0.4402,0.4531,0.2941,0.2747,0.2844
25.5,-0.1019,0.5139,0.3737,0.4749,0.5512,0.5131,0.4489,0.4239,0.4364,0.2941,0.2766,0.2853
25.6,-0.0805,0.5077,0.3744,0.4634,0.5075,0.4855,0.4273,0.4047,0.416,0.293,0.2762,0.2846
25.7,-0.0573,0.5013,0.3716,0.452,0.4646,0.4583,0.4024,0.3838,0.3931,0.291,0.2737,0.2823
25.8,-0.0336,0.4946,0.3666,0.4408,0.4242,0.4325,0.3759,0.3631,0.3695,0.2884,0.2696,0.279
25.9,-0.0109,0.4878,0.3602,0.4306,0.3877,0.4091,0.3497,0.3443,0.347,0.2855,0.2641,0.2748
26,0.0091,0.4816,0.3522,0.4228,0.3567,0.3898,0.3249,0.3289,0.3269,0.2821,0.2567,0.2694
26.1,0.0252,0.4766,0.3425,0.4185,0.3323,0.3754,0.3019,0.3171,0.3095,0.2776,0.2467,0.2621
26.2,0.0362,0.473,0.331,0.4181,0.3146,0.3664,0.2803,0.3083,0.2943,0.2711,0.2335,0.2523
26.3,0.0413,0.4707,0.3181,0.4211,0.3032,0.3621,0.2598,0.3015,0.2807,0.2621,0.2172,0.2397
26.4,0.0398,0.4704,0.3046,0.4273,0.2979,0.3626,0.2409,0.2966,0.2688,0.2505,0.1983,0.2244
26.5,0.0311,0.4729,0.2911,0.437,0.2989,0.368,0.2246,0.2939,0.2592,0.236,0.1771,0.2066
26.6,0.0152,0.4794,0.2777,0.4509,0.3066,0.3788,0.2116,0.294,0.2528,0.2187,0.1539,0.1863
26.7,-0.0074,0.4902,0.2649,0.4689,0.3208,0.3948,0.202,0.2972,0.2496,0.199,0.129,0.164
26.8,-0.0352,0.5054,0.2529,0.4905,0.3406,0.4155,0.1955,0.3031,0.2493,0.1775,0.1035,0.1405
26.9,-0.066,0.5242,0.2422,0.5148,0.365,0.4399,0.1918,0.3111,0.2515,0.1556,0.079,0.1173
27,-0.0975,0.5462,0.2334,0.5413,0.393,0.4671,0.191,0.3205,0.2557,0.1341,0.0567,0.0954
27.1,-0.1277,0.5713,0.2267,0.5699,0.4243,0.4971,0.1928,0.3307,0.2618,0.1134,0.037,0.0752
27.2,-0.1553,0.5993,0.2222,0.6008,0.4583,0.5295,0.1968,0.3411,0.269,0.094,0.0199,0.057
27.3,-0.1799,0.6295,0.2197,0.6335,0.4945,0.564,0.2021,0.3509,0.2765,0.0762,0.0052,0.0407
27.4,-0.2011,0.6608,0.2186,0.6671,0.5319,0.5995,0.2071,0.3589,0.283,0.0604,-0.0068,0.0268
27.5,-0.2179,0.6922,0.2185,0.701,0.5694,0.6352,0.211,0.364,0.2875,0.0468,-0.016,0.0154
27.6,-0.2293,0.7231,0.2191,0.7345,0.6056,0.6701,0.2133,0.3657,0.2895,0.0357,-0.0224,0.0066
27.7,-0.2344,0.753,0.2205,0.7674,0.6397,0.7036,0.214,0.3635,0.2887,0.0271,-0.026,0.0005
27.8,-0.2334,0.7815,0.2222,0.799,0.6707,0.7348,0.2136,0.3577,0.2857,0.0211,-0.0271,-0.003
27.9,-0.227,0.8078,0.224,0.8281,0.6979,0.763,0.2126,0.3489,0.2808,0.0176,-0.0256,-0.004
28,-0.2165,0.8311,0.2257,0.8536,0.7211,0.7873,0.211,0.338,0.2745,0.0167,-0.0212,-0.0022
28.1,-0.2033,0.8509,0.2275,0.8745,0.7404,0.8075,0.2092,0.3261,0.2677,0.0188,-0.0136,0.0026
28.2,-0.1888,0.8668,0.2295,0.8907,0.7557,0.8232,0.2075,0.3144,0.2609,0.0239,-0.0031,0.0104
28.3,-0.1736,0.8787,0.2323,0.9021,0.7667,0.8344,0.2066,0.304,0.2553,0.0317,0.0101,0.0209
28.4,-0.1574,0.8864,0.2359,0.9088,0.773,0.8409,0.207,0.2956,0.2513,0.0418,0.0261,0.0339
28.5,-0.1398,0.8899,0.2403,0.9113,0.7747,0.843,0.2092,0.29,0.2496,0.0539,0.0448,0.0493
28.6,-0.1208,0.8898,0.2449,0.9098,0.773,0.8414,0.2135,0.2871,0.2503,0.068,0.0661,0.067
28.7,-0.1012,0.8869,0.2493,0.905,0.7695,0.8372,0.2199,0.2869,0.2534,0.0837,0.0893,0.0865
28.8,-0.0824,0.8822,0.2531,0.897,0.7654,0.8312,0.2286,0.2888,0.2587,0.1004,0.1138,0.1071
28.9,-0.0659,0.8759,0.2571,0.8863,0.7608,0.8235,0.2394,0.2927,0.2661,0.1172,0.1387,0.1279
29,-0.0522,0.8683,0.2615,0.8735,0.7555,0.8145,0.2522,0.2985,0.2754,0.1337,0.1636,0.1487
29.1,-0.0415,0.8592,0.2666,0.8594,0.7494,0.8044,0.2669,0.3059,0.2864,0.1496,0.1886,0.1691
29.2,-0.0334,0.849,0.2715,0.8447,0.7429,0.7938,0.2826,0.3139,0.2983,0.1645,0.213,0.1888
29.3,-0.0282,0.8375,0.2751,0.8293,0.7364,0.7828,0.2983,0.3213,0.3098,0.1777,0.236,0.2069
29.4,-0.0268,0.8247,0.277,0.8122,0.7298,0.771,0.3127,0.3271,0.3199,0.1882,0.2568,0.2225
29.5,-0.0299,0.8101,0.2773,0.7924,0.7224,0.7574,0.325,0.3311,0.328,0.1959,0.2749,0.2354
29.6,-0.0375,0.7934,0.2768,0.7696,0.7137,0.7417,0.3351,0.3335,0.3343,0.2011,0.2904,0.2457
29.7,-0.0486,0.7751,0.2762,0.7449,0.7042,0.7245,0.3436,0.335,0.3393,0.2045,0.3035,0.254
29.8,-0.061,0.7561,0.2756,0.7196,0.6947,0.7071,0.3508,0.336,0.3434,0.2068,0.3149,0.2609
29.9,-0.0721,0.737,0.2752,0.6951,0.686,0.6905,0.3569,0.3365,0.3467,0.2087,0.3248,0.2668
30,-0.0801,0.7181,0.2757,0.6723,0.6781,0.6752,0.3616,0.3366,0.3491,0.2106,0.3336,0.2721
30.1,-0.0843,0.6993,0.2777,0.6511,0.6708,0.661,0.3645,0.3364,0.3504,0.2128,0.3414,0.2771
30.2,-0.0853,0.6801,0.2821,0.6312,0.6638,0.6475,0.3655,0.3361,0.3508,0.2156,0.348,0.2818
30.3,-0.0846,0.6605,0.2895,0.6124,0.6569,0.6346,0.3649,0.3359,0.3504,0.2187,0.3528,0.2858
30.4,-0.0837,0.6411,0.2996,0.5943,0.6504,0.6224,0.3628,0.3357,0.3492,0.2214,0.3551,0.2883
30.5,-0.0834,0.6223,0.3123,0.5771,0.6452,0.6111,0.359,0.3353,0.3472,0.2229,0.3544,0.2886
30.6,-0.084,0.6044,0.3264,0.5611,0.6415,0.6013,0.3537,0.3349,0.3443,0.2232,0.3507,0.287
30.7,-0.085,0.5875,0.3412,0.5468,0.6394,0.5931,0.347,0.3345,0.3407,0.2229,0.3451,0.284
30.8,-0.0859,0.5717,0.3563,0.535,0.6385,0.5868,0.3393,0.3343,0.3368,0.2227,0.3386,0.2807
30.9,-0.0864,0.5575,0.3716,0.5262,0.6387,0.5824,0.3311,0.3343,0.3327,0.2226,0.3322,0.2774
31,-0.0864,0.5451,0.3873,0.5204,0.6397,0.58,0.3231,0.3352,0.3291,0.2227,0.3266,0.2747
31.1,-0.0861,0.5349,0.4032,0.5176,0.6417,0.5797,0.3162,0.3378,0.327,0.2236,0.3224,0.273
31.2,-0.0851,0.5267,0.4197,0.5178,0.6447,0.5812,0.3113,0.3428,0.327,0.2258,0.3205,0.2731
31.3,-0.083,0.5203,0.4368,0.5206,0.6486,0.5846,0.3091,0.3505,0.3298,0.2297,0.3219,0.2758
31.4,-0.0802,0.5157,0.4552,0.5259,0.6532,0.5895,0.3096,0.3611,0.3353,0.2355,0.3273,0.2814
31.5,-0.0778,0.5132,0.4744,0.5336,0.6579,0.5957,0.313,0.3742,0.3436,0.2427,0.3363,0.2895
31.6,-0.0769,0.5135,0.494,0.5434,0.6624,0.6029,0.3191,0.3897,0.3544,0.251,0.3485,0.2998
31.7,-0.0781,0.5168,0.513,0.5549,0.6667,0.6108,0.3279,0.4069,0.3674,0.2603,0.363,0.3117
31.8,-0.0815,0.5233,0.5307,0.5678,0.6706,0.6192,0.3392,0.425,0.3821,0.2705,0.3791,0.3248
31.9,-0.0868,0.5328,0.5469,0.5819,0.6744,0.6282,0.3526,0.4432,0.3979,0.2818,0.3962,0.339
32,-0.0945,0.5451,0.5623,0.5968,0.6778,0.6373,0.3682,0.4612,0.4147,0.2939,0.4139,0.3539
32.1,-0.105,0.5602,0.5772,0.6119,0.6808,0.6463,0.3861,0.4792,0.4327,0.3071,0.4321,0.3696
32.2,-0.1184,0.578,0.5922,0.627,0.6831,0.655,0.4063,0.4973,0.4518,0.3217,0.4508,0.3862
32.3,-0.1335,0.5986,0.607,0.6419,0.6846,0.6633,0.4283,0.5152,0.4718,0.3379,0.4697,0.4038
32.4,-0.1496,0.6218,0.6209,0.6569,0.6859,0.6714,0.4512,0.5326,0.4919,0.3557,0.488,0.4218
32.5,-0.1665,0.6472,0.6327,0.672,0.6876,0.6798,0.4741,0.5492,0.5117,0.3747,0.5049,0.4398
32.6,-0.1855,0.6746,0.6416,0.6874,0.6903,0.6888,0.4966,0.5654,0.531,0.3949,0.5195,0.4572
32.7,-0.2066,0.7033,0.6479,0.7028,0.6943,0.6986,0.5187,0.5814,0.55,0.416,0.5316,0.4738
32.8,-0.2289,0.7323,0.652,0.7183,0.6994,0.7088,0.5404,0.5978,0.5691,0.4378,0.5413,0.4895
32.9,-0.2508,0.7607,0.6539,0.7336,0.7051,0.7193,0.5613,0.614,0.5877,0.4594,0.5484,0.5039
33,-0.2718,0.7881,0.6536,0.7487,0.7116,0.7301,0.5806,0.6293,0.6049,0.4795,0.5531,0.5163
33.1,-0.2923,0.8143,0.6513,0.7635,0.7191,0.7413,0.5969,0.6429,0.6199,0.4968,0.555,0.5259
33.2,-0.3132,0.8388,0.6472,0.7777,0.7275,0.7526,0.6093,0.6545,0.6319,0.5096,0.5536,0.5316
33.3,-0.335,0.861,0.6416,0.7908,0.7365,0.7636,0.6175,0.6637,0.6406,0.5171,0.5484,0.5327
33.4,-0.3564,0.8798,0.6345,0.8026,0.745,0.7738,0.6217,0.6704,0.6461,0.5188,0.5388,0.5288
33.5,-0.3757,0.8943,0.6255,0.813,0.7524,0.7827,0.6222,0.6744,0.6483,0.5149,0.5247,0.5198
33.6,-0.3917,0.9037,0.6144,0.8218,0.7583,0.79,0.6189,0.6755,0.6472,0.5055,0.5062,0.5058
33.7,-0.4042,0.9078,0.6014,0.8288,0.7627,0.7958,0.6118,0.6732,0.6425,0.4908,0.4842,0.4875
33.8,-0.4131,0.907,0.5864,0.834,0.7657,0.7998,0.6006,0.6671,0.6338,0.4709,0.4595,0.4652
33.9,-0.4179,0.9014,0.5697,0.8371,0.7672,0.8021,0.5857,0.6568,0.6212,0.4462,0.433,0.4396
34,-0.4182,0.8918,0.5516,0.8382,0.766,0.8021,0.5677,0.6424,0.6051,0.4178,0.4055,0.4116
34.1,-0.4136,0.8785,0.5333,0.8371,0.761,0.7991,0.5475,0.6242,0.5858,0.3868,0.3779,0.3823
34.2,-0.4048,0.8617,0.516,0.8331,0.7516,0.7923,0.5256,0.6027,0.5641,0.3541,0.3508,0.3525
34.3,-0.3926,0.8418,0.5004,0.8251,0.7373,0.7812,0.5028,0.5784,0.5406,0.3205,0.3244,0.3224
34.4,-0.3773,0.8191,0.4866,0.813,0.7189,0.766,0.4799,0.5519,0.5159,0.2868,0.2989,0.2929
34.5,-0.3591,0.7943,0.4748,0.7971,0.6975,0.7473,0.4575,0.5236,0.4906,0.2542,0.2752,0.2647
34.6,-0.3383,0.7681,0.4649,0.7783,0.6745,0.7264,0.436,0.4944,0.4652,0.2234,0.2541,0.2388
34.7,-0.3159,0.7415,0.457,0.7573,0.6509,0.7041,0.4151,0.4646,0.4398,0.1947,0.236,0.2153
34.8,-0.2931,0.7154,0.4501,0.7343,0.6277,0.681,0.3946,0.4346,0.4146,0.1683,0.2204,0.1944
34.9,-0.271,0.6903,0.4426,0.7095,0.6057,0.6576,0.3746,0.4042,0.3894,0.1446,0.2067,0.1756
35,-0.2496,0.667,0.4329,0.6835,0.5856,0.6345,0.3551,0.3737,0.3644,0.1241,0.1944,0.1592
35.1,-0.2275,0.6454,0.4207,0.6572,0.5674,0.6123,0.3366,0.3434,0.34,0.1076,0.1839,0.1457
35.2,-0.2038,0.6259,0.4068,0.6315,0.5514,0.5915,0.3198,0.3144,0.3171,0.0957,0.1761,0.1359
35.3,-0.1783,0.6087,0.3919,0.6076,0.5377,0.5726,0.3055,0.2877,0.2966,0.0887,0.1719,0.1303
35.4,-0.1527,0.5941,0.3763,0.586,0.5266,0.5563,0.294,0.2638,0.2789,0.0868,0.1717,0.1292
35.5,-0.1281,0.5829,0.3599,0.5674,0.5185,0.543,0.2851,0.2425,0.2638,0.0901,0.1749,0.1325
35.6,-0.1056,0.5753,0.3424,0.5528,0.5138,0.5333,0.2783,0.2237,0.251,0.0983,0.1806,0.1395
35.7,-0.0857,0.5714,0.3242,0.5428,0.5127,0.5277,0.2728,0.2074,0.2401,0.1108,0.1879,0.1493
35.8,-0.0694,0.5711,0.3061,0.5376,0.5148,0.5262,0.2688,0.1944,0.2316,0.1268,0.1963,0.1615
35.9,-0.0571,0.5744,0.289,0.5372,0.5196,0.5284,0.2666,0.1853,0.226,0.1456,0.2058,0.1757
36,-0.0491,0.5808,0.2735,0.5409,0.5261,0.5335,0.2666,0.1801,0.2233,0.1664,0.2164,0.1914
36.1,-0.0452,0.5903,0.2593,0.548,0.5336,0.5408,0.2686,0.1779,0.2232,0.1878,0.2274,0.2076
36.2,-0.0451,0.6024,0.2458,0.5579,0.5416,0.5497,0.2723,0.1777,0.225,0.2079,0.2376,0.2228
36.3,-0.0489,0.6162,0.2325,0.57,0.5499,0.5599,0.2774,0.1786,0.228,0.2252,0.2459,0.2356
36.4,-0.0566,0.6309,0.2195,0.5832,0.5581,0.5707,0.2837,0.1805,0.2321,0.239,0.2515,0.2452
36.5,-0.0673,0.6451,0.2074,0.5967,0.5659,0.5813,0.2911,0.1836,0.2373,0.2493,0.2541,0.2517
36.6,-0.0791,0.6579,0.1964,0.6094,0.5724,0.5909,0.2998,0.1876,0.2437,0.2568,0.2539,0.2553
36.7,-0.0897,0.6687,0.1869,0.6208,0.5774,0.5991,0.3101,0.1926,0.2513,0.262,0.2516,0.2568
36.8,-0.0975,0.6773,0.179,0.631,0.5809,0.6059,0.322,0.1982,0.2601,0.2655,0.2477,0.2566
36.9,-0.102,0.6838,0.1731,0.6396,0.5833,0.6114,0.3349,0.2045,0.2697,0.2676,0.2428,0.2552
37,-0.1033,0.6883,0.1695,0.6466,0.5847,0.6157,0.3484,0.211,0.2797,0.2686,0.2373,0.253
37.1,-0.1014,0.6909,0.168,0.6516,0.5854,0.6185,0.362,0.2172,0.2896,0.2688,0.2312,0.25
37.2,-0.0964,0.6918,0.1684,0.6546,0.5852,0.6199,0.3757,0.2228,0.2993,0.2682,0.2248,0.2465
37.3,-0.0879,0.6914,0.1702,0.656,0.5841,0.62,0.3897,0.2281,0.3089,0.2671,0.2183,0.2427
37.4,-0.0767,0.69,0.1736,0.6563,0.5826,0.6194,0.4041,0.2336,0.3188,0.2664,0.2122,0.2393
37.5,-0.0637,0.6875,0.1787,0.6558,0.5809,0.6184,0.4182,0.2399,0.3291,0.2662,0.2072,0.2367
37.6,-0.0502,0.6837,0.1855,0.6542,0.5793,0.6167,0.4313,0.2473,0.3393,0.2668,0.2035,0.2352
37.7,-0.0367,0.6783,0.1935,0.651,0.5777,0.6144,0.4427,0.2555,0.3491,0.268,0.2012,0.2346
37.8,-0.0235,0.6715,0.2022,0.6461,0.5767,0.6114,0.452,0.2645,0.3582,0.2698,0.2006,0.2352
37.9,-0.0104,0.6638,0.2114,0.6398,0.5767,0.6083,0.459,0.2745,0.3668,0.272,0.2019,0.2369
38,0.0023,0.6554,0.2211,0.6321,0.5775,0.6048,0.4641,0.2856,0.3749,0.2749,0.2048,0.2399
38.1,0.0142,0.6459,0.2313,0.6229,0.578,0.6004,0.4674,0.2977,0.3826,0.279,0.2091,0.244
38.2,0.025,0.635,0.2415,0.6118,0.5764,0.5941,0.4694,0.3104,0.3899,0.2847,0.2141,0.2494
38.3,0.0348,0.6227,0.2508,0.5995,0.5719,0.5857,0.4706,0.3234,0.397,0.2925,0.2197,0.2561
38.4,0.0441,0.6094,0.2589,0.587,0.5646,0.5758,0.4716,0.3365,0.4041,0.3027,0.2262,0.2644
38.5,0.0537,0.5961,0.2656,0.5754,0.5552,0.5653,0.4726,0.3493,0.411,0.3153,0.2339,0.2746
38.6,0.0638,0.5832,0.2709,0.5653,0.5443,0.5548,0.4735,0.3608,0.4171,0.3299,0.243,0.2865
38.7,0.0746,0.5706,0.2748,0.5565,0.5319,0.5442,0.4737,0.3697,0.4217,0.3458,0.2532,0.2995
38.8,0.0857,0.5587,0.2774,0.5488,0.518,0.5334,0.4728,0.3753,0.424,0.3622,0.264,0.3131
38.9,0.0976,0.5479,0.2792,0.5426,0.503,0.5228,0.4705,0.3776,0.424,0.3786,0.275,0.3268
39,0.1106,0.5386,0.281,0.5382,0.4876,0.5129,0.4674,0.3772,0.4223,0.3947,0.2861,0.3404
39.1,0.1248,0.5313,0.2841,0.5359,0.4727,0.5043,0.4645,0.3752,0.4198,0.4103,0.2976,0.354
39.2,0.1392,0.5254,0.2885,0.5354,0.4586,0.497,0.4624,0.3717,0.417,0.4252,0.3091,0.3672
39.3,0.1527,0.5202,0.2939,0.5362,0.4448,0.4905,0.4613,0.3662,0.4138,0.4388,0.3201,0.3794
39.4,0.1644,0.5149,0.2993,0.5377,0.4312,0.4845,0.4605,0.3583,0.4094,0.4502,0.3298,0.39
39.5,0.1743,0.5095,0.3047,0.5404,0.418,0.4792,0.4594,0.3478,0.4036,0.4587,0.3376,0.3982
39.6,0.1828,0.5038,0.3106,0.5446,0.4056,0.4751,0.4574,0.335,0.3962,0.4642,0.3432,0.4037
39.7,0.1901,0.4982,0.3177,0.5503,0.3947,0.4725,0.4544,0.3208,0.3876,0.4666,0.3465,0.4066
39.8,0.196,0.4927,0.3263,0.5571,0.3855,0.4713,0.4501,0.3056,0.3778,0.466,0.3477,0.4069
39.9,0.2,0.4872,0.3361,0.5642,0.3781,0.4712,0.4443,0.2898,0.3671,0.4621,0.3467,0.4044
40,0.2022,0.4825,0.3467,0.571,0.3728,0.4719,0.4372,0.2739,0.3555,0.4546,0.3434,0.399
40.1,0.2033,0.4788,0.3578,0.5772,0.3696,0.4734,0.4287,0.2579,0.3433,0.4431,0.338,0.3905
40.2,0.2039,0.4764,0.3689,0.5822,0.3684,0.4753,0.4192,0.2417,0.3305,0.4275,0.3302,0.3789
40.3,0.2043,0.4749,0.3794,0.5854,0.369,0.4772,0.4088,0.2253,0.3171,0.4083,0.3205,0.3644
40.4,0.2037,0.4741,0.3886,0.5866,0.3712,0.4789,0.3982,0.2089,0.3035,0.3861,0.3092,0.3477
40.5,0.2005,0.4735,0.396,0.5855,0.375,0.4802,0.3879,0.1937,0.2908,0.362,0.2971,0.3296
40.6,0.194,0.4725,0.4021,0.5817,0.3801,0.4809,0.378,0.1808,0.2794,0.3366,0.2851,0.3108
40.7,0.1836,0.4703,0.4069,0.5745,0.386,0.4803,0.3684,0.171,0.2697,0.3105,0.2737,0.2921
40.8,0.1695,0.4658,0.4106,0.5628,0.3916,0.4772,0.3589,0.1641,0.2615,0.2843,0.2629,0.2736
40.9,0.1516,0.4584,0.4126,0.546,0.3963,0.4712,0.3496,0.1597,0.2546,0.2591,0.2533,0.2562
41,0.13,0.4479,0.4126,0.5242,0.3998,0.462,0.341,0.1572,0.2491,0.2359,0.2454,0.2406
41.1,0.1054,0.4348,0.4105,0.4984,0.4021,0.4503,0.3338,0.1561,0.245,0.2158,0.2401,0.228
41.2,0.0791,0.4199,0.4066,0.4702,0.4034,0.4368,0.3287,0.1563,0.2425,0.1997,0.2382,0.219
41.3,0.0526,0.4039,0.4013,0.4408,0.4033,0.422,0.3262,0.1576,0.2419,0.1882,0.2399,0.214
41.4,0.0273,0.3867,0.3949,0.411,0.4009,0.4059,0.3261,0.16,0.2431,0.1813,0.2447,0.213
41.5,0.0043,0.369,0.3878,0.3815,0.3958,0.3887,0.3282,0.1634,0.2458,0.1792,0.2521,0.2157
41.6,-0.0161,0.3516,0.3802,0.3532,0.3881,0.3707,0.3319,0.1676,0.2497,0.1818,0.2616,0.2217
41.7,-0.0341,0.3358,0.3722,0.3275,0.3791,0.3533,0.3368,0.1722,0.2545,0.1882,0.273,0.2306
41.8,-0.0507,0.3226,0.3643,0.3051,0.3698,0.3375,0.3424,0.1767,0.2595,0.1977,0.2858,0.2418
41.9,-0.0674,0.3124,0.3568,0.2866,0.3607,0.3237,0.3476,0.1806,0.2641,0.2093,0.2998,0.2545
42,-0.085,0.3046,0.3503,0.2718,0.3514,0.3116,0.3518,0.1836,0.2677,0.2222,0.3141,0.2682
42.1,-0.104,0.2992,0.3452,0.2609,0.3416,0.3012,0.3543,0.1861,0.2702,0.2359,0.3283,0.2821
42.2,-0.1243,0.2961,0.3418,0.2542,0.3314,0.2928,0.3551,0.1884,0.2717,0.25,0.3421,0.296
42.3,-0.1458,0.2958,0.3405,0.2525,0.3215,0.287,0.3546,0.1908,0.2727,0.2644,0.3554,0.3099
42.4,-0.1682,0.2985,0.341,0.2561,0.3124,0.2842,0.3533,0.1934,0.2733,0.279,0.3681,0.3236
42.5,-0.1912,0.3039,0.3424,0.2648,0.3044,0.2846,0.3514,0.1957,0.2735,0.2933,0.38,0.3367
