Time,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC
20.7,0.0898,0.6117,0.5447,0.5531,0.6253,0.5892,0.7071,0.5375,0.6223,0.6211,0.7125,0.6668
20.8,0.0997,0.6077,0.5262,0.5503,0.5966,0.5735,0.6969,0.5301,0.6135,0.6174,0.6997,0.6585
20.9,0.1099,0.6028,0.5109,0.5477,0.5676,0.5576,0.6883,0.5258,0.607,0.6159,0.6876,0.6517
21,0.12,0.5967,0.4989,0.5448,0.5386,0.5417,0.6806,0.5246,0.6026,0.616,0.6762,0.6461
21.1,0.1295,0.5888,0.4901,0.5407,0.5098,0.5253,0.6729,0.5257,0.5993,0.6168,0.6655,0.6412
21.2,0.1381,0.5789,0.4841,0.535,0.4814,0.5082,0.6641,0.5289,0.5965,0.6175,0.6556,0.6366
21.3,0.1467,0.5668,0.4809,0.5278,0.4535,0.4907,0.6537,0.5341,0.5939,0.6172,0.6462,0.6317
21.4,0.1563,0.5524,0.4806,0.5194,0.4264,0.4729,0.6421,0.5412,0.5916,0.6149,0.6367,0.6258
21.5,0.1685,0.5354,0.483,0.5097,0.3999,0.4548,0.6292,0.5495,0.5893,0.6099,0.6269,0.6184
21.6,0.1843,0.515,0.4874,0.4978,0.3734,0.4356,0.6144,0.558,0.5862,0.6016,0.6165,0.6091
21.7,0.2041,0.4905,0.4927,0.483,0.3461,0.4146,0.5968,0.5653,0.5811,0.5901,0.6052,0.5977
21.8,0.2272,0.4621,0.4983,0.4652,0.3178,0.3915,0.5767,0.5711,0.5739,0.5759,0.5929,0.5844
21.9,0.2535,0.4308,0.5039,0.4452,0.2891,0.3671,0.5548,0.5754,0.5651,0.5597,0.5798,0.5697
22,0.2833,0.3983,0.5089,0.4239,0.2609,0.3424,0.5316,0.578,0.5548,0.542,0.5659,0.554
22.1,0.3166,0.3657,0.5128,0.402,0.2337,0.3179,0.5076,0.5786,0.5431,0.5231,0.5518,0.5375
22.2,0.3521,0.334,0.515,0.3801,0.2082,0.2942,0.483,0.577,0.53,0.504,0.5378,0.5209
22.3,0.3878,0.3043,0.5153,0.3597,0.1856,0.2726,0.4589,0.5738,0.5163,0.4857,0.5245,0.5051
22.4,0.4208,0.2781,0.5141,0.3427,0.1671,0.2549,0.4369,0.5694,0.5032,0.4697,0.5128,0.4912
22.5,0.4485,0.2577,0.5119,0.331,0.1539,0.2425,0.4181,0.5645,0.4913,0.4572,0.5041,0.4806
22.6,0.4699,0.2449,0.5095,0.3254,0.1466,0.236,0.4031,0.5595,0.4813,0.4493,0.4997,0.4745
22.7,0.485,0.2408,0.5078,0.3263,0.1451,0.2357,0.3925,0.555,0.4738,0.4467,0.5005,0.4736
22.8,0.4946,0.2464,0.5075,0.3343,0.1499,0.2421,0.3877,0.5521,0.4699,0.4498,0.507,0.4784
22.9,0.4998,0.2627,0.5095,0.3506,0.1616,0.2561,0.3902,0.5517,0.471,0.4589,0.5192,0.489
23,0.501,0.2897,0.5143,0.3756,0.1805,0.278,0.4007,0.5539,0.4773,0.4743,0.5373,0.5058
23.1,0.4976,0.3264,0.5226,0.4083,0.2063,0.3073,0.4187,0.5584,0.4885,0.4965,0.5613,0.5289
23.2,0.4884,0.3699,0.5352,0.446,0.2383,0.3422,0.4428,0.5657,0.5043,0.5251,0.5909,0.558
23.3,0.4731,0.417,0.5514,0.4864,0.2749,0.3806,0.4718,0.5758,0.5238,0.5597,0.6248,0.5923
23.4,0.453,0.4649,0.5701,0.5275,0.3147,0.4211,0.5043,0.5881,0.5462,0.5989,0.6615,0.6302
23.5,0.4301,0.5116,0.59,0.5686,0.3563,0.4625,0.539,0.6018,0.5704,0.641,0.699,0.67
23.6,0.4057,0.5557,0.6105,0.6084,0.3988,0.5036,0.5741,0.6161,0.5951,0.6837,0.7357,0.7097
23.7,0.3795,0.5954,0.6313,0.6455,0.4409,0.5432,0.6082,0.6306,0.6194,0.7247,0.7702,0.7475
23.8,0.3507,0.6295,0.6521,0.6783,0.4815,0.5799,0.64,0.6447,0.6424,0.7623,0.8015,0.7819
23.9,0.3191,0.658,0.6717,0.706,0.5193,0.6126,0.6685,0.6576,0.663,0.7953,0.8288,0.8121
24,0.2853,0.6815,0.689,0.7281,0.5535,0.6408,0.6928,0.6683,0.6806,0.8227,0.8516,0.8372
24.1,0.2494,0.7009,0.7036,0.7452,0.584,0.6646,0.7124,0.6765,0.6945,0.8436,0.8696,0.8566
24.2,0.2114,0.7167,0.7158,0.7574,0.6109,0.6842,0.7273,0.6821,0.7047,0.8573,0.8829,0.8701
24.3,0.172,0.729,0.7258,0.7648,0.6339,0.6993,0.7375,0.6855,0.7115,0.8635,0.8915,0.8775
24.4,0.1311,0.7378,0.7329,0.7675,0.6525,0.71,0.7428,0.6868,0.7148,0.8621,0.8953,0.8787
24.5,0.0889,0.7433,0.7362,0.7657,0.6664,0.716,0.7433,0.6855,0.7144,0.8539,0.8946,0.8742
24.6,0.0457,0.7461,0.7359,0.7599,0.6756,0.7177,0.7395,0.6817,0.7106,0.8398,0.8898,0.8648
24.7,0.0017,0.7465,0.7329,0.7508,0.6803,0.7155,0.7323,0.6758,0.7041,0.8216,0.8819,0.8518
24.8,-0.0432,0.7449,0.7282,0.7386,0.6809,0.7097,0.723,0.6686,0.6958,0.8007,0.8718,0.8363
24.9,-0.0892,0.7416,0.722,0.7233,0.6779,0.7006,0.7118,0.6601,0.686,0.7788,0.8604,0.8196
25,-0.1361,0.7368,0.7142,0.7054,0.6717,0.6885,0.6992,0.6507,0.675,0.7574,0.8484,0.8029
25.1,-0.1838,0.7309,0.7049,0.6855,0.6632,0.6743,0.6855,0.6406,0.6631,0.7376,0.8362,0.7869
25.2,-0.2314,0.7245,0.6946,0.6647,0.6533,0.659,0.6716,0.6306,0.6511,0.7204,0.8247,0.7726
25.3,-0.2776,0.7177,0.684,0.6436,0.6426,0.6431,0.6582,0.6211,0.6397,0.7067,0.8149,0.7608
25.4,-0.3212,0.7101,0.6735,0.6226,0.6313,0.6269,0.6462,0.6124,0.6293,0.6973,0.8076,0.7524
25.5,-0.3608,0.7012,0.6633,0.6022,0.6194,0.6108,0.6362,0.6045,0.6204,0.693,0.8033,0.7482
25.6,-0.395,0.691,0.6538,0.5831,0.6073,0.5952,0.629,0.598,0.6135,0.6945,0.8028,0.7487
25.7,-0.4219,0.6797,0.6456,0.566,0.5951,0.5806,0.6253,0.5932,0.6093,0.7026,0.8067,0.7547
25.8,-0.4403,0.6676,0.6389,0.5514,0.583,0.5672,0.6258,0.5904,0.6081,0.7175,0.8153,0.7664
25.9,-0.4496,0.6545,0.6336,0.5391,0.5706,0.5548,0.6305,0.5894,0.61,0.7392,0.8289,0.7841
26,-0.4498,0.6402,0.6295,0.5289,0.5576,0.5433,0.6389,0.5899,0.6144,0.7673,0.847,0.8072
26.1,-0.4409,0.6242,0.6263,0.5207,0.5444,0.5325,0.6502,0.5916,0.6209,0.8007,0.8692,0.835
26.2,-0.423,0.6061,0.6237,0.5145,0.5311,0.5228,0.6637,0.5941,0.6289,0.8383,0.8947,0.8665
26.3,-0.397,0.5858,0.6217,0.5102,0.518,0.5141,0.6783,0.5969,0.6376,0.8786,0.9224,0.9005
26.4,-0.3647,0.5636,0.6202,0.5076,0.5057,0.5066,0.6931,0.5996,0.6463,0.9197,0.9512,0.9355
26.5,-0.3284,0.5396,0.6189,0.5064,0.4947,0.5005,0.7072,0.6019,0.6545,0.9597,0.9799,0.9698
26.6,-0.2903,0.514,0.6169,0.5064,0.4852,0.4958,0.7199,0.6033,0.6616,0.9964,1.0071,1.0017
26.7,-0.2517,0.4874,0.6133,0.5077,0.4772,0.4925,0.7299,0.6033,0.6666,1.0276,1.0309,1.0293
26.8,-0.2133,0.4604,0.6077,0.5102,0.4705,0.4903,0.7357,0.6013,0.6685,1.0517,1.0499,1.0508
26.9,-0.1769,0.4336,0.6004,0.5133,0.4654,0.4893,0.7355,0.597,0.6663,1.067,1.0628,1.0649
27,-0.1446,0.4077,0.5917,0.5162,0.4619,0.489,0.7285,0.5908,0.6596,1.0723,1.0686,1.0705
27.1,-0.1199,0.3833,0.5817,0.5179,0.46,0.489,0.7144,0.5829,0.6487,1.0674,1.0669,1.0671
27.2,-0.1049,0.3612,0.5697,0.5177,0.4595,0.4886,0.6937,0.5733,0.6335,1.0524,1.0572,1.0548
27.3,-0.1002,0.3426,0.5551,0.5156,0.4604,0.488,0.6668,0.5616,0.6142,1.0277,1.0398,1.0337
27.4,-0.1047,0.3294,0.5384,0.5122,0.4626,0.4874,0.6348,0.5483,0.5915,0.9938,1.0147,1.0042
27.5,-0.1172,0.3226,0.5204,0.5079,0.4666,0.4872,0.5992,0.5343,0.5668,0.9515,0.9829,0.9672
27.6,-0.1361,0.322,0.5023,0.5025,0.472,0.4873,0.5619,0.5205,0.5412,0.9031,0.9459,0.9245
27.7,-0.1595,0.3257,0.4849,0.4955,0.4782,0.4868,0.5248,0.5078,0.5163,0.8514,0.9054,0.8784
27.8,-0.1866,0.3314,0.4689,0.486,0.4842,0.4851,0.4895,0.4963,0.4929,0.8005,0.8642,0.8324
27.9,-0.2165,0.3374,0.4551,0.4736,0.4894,0.4815,0.4574,0.4859,0.4717,0.7543,0.8251,0.7897
28,-0.2465,0.3427,0.4445,0.4581,0.4931,0.4756,0.4296,0.4763,0.453,0.716,0.7903,0.7531
28.1,-0.2726,0.3465,0.4371,0.4395,0.4946,0.4671,0.407,0.4676,0.4373,0.6873,0.7615,0.7244
28.2,-0.2905,0.3483,0.4325,0.4186,0.4932,0.4559,0.3899,0.4595,0.4247,0.6687,0.7395,0.7041
28.3,-0.2978,0.3476,0.43,0.3963,0.4883,0.4423,0.3773,0.4517,0.4145,0.6596,0.7244,0.692
28.4,-0.2943,0.3449,0.429,0.3739,0.48,0.4269,0.3678,0.4436,0.4057,0.6583,0.7156,0.6869
28.5,-0.2813,0.341,0.4296,0.3523,0.4683,0.4103,0.3601,0.4349,0.3975,0.6629,0.7121,0.6875
28.6,-0.2606,0.3363,0.4323,0.3319,0.454,0.393,0.3535,0.4259,0.3897,0.672,0.7133,0.6927
28.7,-0.2338,0.3309,0.4371,0.3128,0.4377,0.3753,0.348,0.4175,0.3828,0.6842,0.7185,0.7014
28.8,-0.203,0.3247,0.4441,0.2952,0.4204,0.3578,0.3442,0.4104,0.3773,0.6986,0.727,0.7128
28.9,-0.1699,0.3179,0.4526,0.2791,0.403,0.3411,0.3415,0.4049,0.3732,0.7136,0.7379,0.7257
29,-0.1365,0.3107,0.4619,0.2646,0.3863,0.3255,0.3387,0.4003,0.3695,0.7276,0.7498,0.7387
29.1,-0.1049,0.303,0.4713,0.2513,0.3707,0.311,0.3345,0.3959,0.3652,0.7389,0.7612,0.75
29.2,-0.0769,0.2951,0.4808,0.239,0.3567,0.2979,0.3286,0.3918,0.3602,0.7466,0.7705,0.7585
29.3,-0.0535,0.2871,0.4908,0.228,0.3451,0.2865,0.3215,0.3881,0.3548,0.7511,0.7776,0.7644
29.4,-0.0354,0.2795,0.5014,0.2185,0.3364,0.2775,0.3135,0.3852,0.3494,0.7531,0.7831,0.7681
29.5,-0.0227,0.2724,0.5125,0.2108,0.331,0.2709,0.3054,0.3831,0.3443,0.753,0.7871,0.7701
29.6,-0.015,0.2662,0.5238,0.2054,0.329,0.2672,0.2978,0.3822,0.34,0.7507,0.7892,0.77
29.7,-0.0113,0.2615,0.5352,0.2027,0.3306,0.2666,0.2913,0.3825,0.3369,0.7464,0.7893,0.7678
29.8,-0.0104,0.2587,0.5465,0.2031,0.3364,0.2698,0.2867,0.3842,0.3355,0.7407,0.7873,0.764
29.9,-0.0112,0.2582,0.558,0.2068,0.3465,0.2766,0.2841,0.3877,0.3359,0.7341,0.7836,0.7589
