Time,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC
21.2,-0.364,0.7086,0.4094,0.4921,0.5549,0.5235,0.4975,0.5742,0.5358,0.4933,0.6812,0.5873
21.3,-0.3406,0.6914,0.3925,0.4838,0.5656,0.5247,0.5253,0.5955,0.5604,0.5205,0.6952,0.6078
21.4,-0.3125,0.6722,0.376,0.4777,0.5724,0.525,0.5504,0.6135,0.582,0.5483,0.703,0.6256
21.5,-0.2801,0.6516,0.3611,0.4734,0.5759,0.5247,0.5713,0.6279,0.5996,0.5762,0.705,0.6406
21.6,-0.2445,0.6304,0.3489,0.4708,0.5765,0.5237,0.5862,0.639,0.6126,0.6027,0.7016,0.6521
21.7,-0.2068,0.6091,0.34,0.4697,0.5747,0.5222,0.5937,0.6469,0.6203,0.6258,0.6932,0.6595
21.8,-0.1682,0.5884,0.3349,0.47,0.5708,0.5204,0.5937,0.6519,0.6228,0.6443,0.6803,0.6623
21.9,-0.1296,0.569,0.3332,0.4713,0.5653,0.5183,0.587,0.6544,0.6207,0.6587,0.6642,0.6614
22,-0.0909,0.5518,0.3347,0.4736,0.5592,0.5164,0.5747,0.6549,0.6148,0.6698,0.6466,0.6582
22.1,-0.0519,0.5372,0.3394,0.4767,0.5534,0.515,0.5579,0.6546,0.6063,0.6787,0.6294,0.6541
22.2,-0.0122,0.5254,0.3473,0.4811,0.5485,0.5148,0.5385,0.6544,0.5964,0.6866,0.6145,0.6505
22.3,0.0282,0.516,0.3583,0.4871,0.5453,0.5162,0.5177,0.6548,0.5862,0.6941,0.6029,0.6485
22.4,0.069,0.5085,0.3715,0.4945,0.5438,0.5192,0.4966,0.6552,0.5759,0.702,0.5947,0.6483
22.5,0.1098,0.5028,0.3854,0.5032,0.5443,0.5238,0.4759,0.6549,0.5654,0.7106,0.5894,0.65
22.6,0.1505,0.4988,0.3984,0.5132,0.547,0.5301,0.456,0.6535,0.5547,0.7198,0.5859,0.6529
22.7,0.1909,0.4964,0.4091,0.5249,0.5517,0.5383,0.4375,0.6508,0.5441,0.7292,0.5839,0.6566
22.8,0.2309,0.4949,0.4168,0.5382,0.558,0.5481,0.4206,0.6466,0.5336,0.7383,0.5832,0.6607
22.9,0.2706,0.494,0.4211,0.553,0.5651,0.5591,0.4057,0.6401,0.5229,0.7465,0.5839,0.6652
23,0.309,0.4933,0.4222,0.5686,0.5731,0.5709,0.3925,0.6304,0.5115,0.7537,0.5861,0.6699
23.1,0.3446,0.4931,0.4204,0.5846,0.5825,0.5836,0.3811,0.6169,0.499,0.7598,0.5898,0.6748
23.2,0.3751,0.4938,0.4162,0.6009,0.5941,0.5975,0.3717,0.5994,0.4856,0.7645,0.5947,0.6796
23.3,0.3985,0.4957,0.4099,0.6175,0.6079,0.6127,0.3648,0.5784,0.4716,0.7675,0.6004,0.6839
23.4,0.4141,0.498,0.4016,0.6338,0.6224,0.6281,0.3605,0.554,0.4573,0.7681,0.606,0.6871
23.5,0.4229,0.4993,0.3914,0.6489,0.6353,0.6421,0.3582,0.5263,0.4423,0.7662,0.6102,0.6882
23.6,0.4276,0.4989,0.3799,0.6616,0.6452,0.6534,0.3573,0.4954,0.4263,0.761,0.6121,0.6866
23.7,0.4307,0.4975,0.3681,0.6714,0.6513,0.6614,0.3568,0.4621,0.4094,0.752,0.6109,0.6815
23.8,0.4337,0.4964,0.3569,0.6789,0.6545,0.6667,0.3564,0.4274,0.3919,0.7381,0.6061,0.6721
23.9,0.4361,0.4972,0.3464,0.6842,0.655,0.6696,0.3557,0.3924,0.3741,0.7188,0.597,0.6579
24,0.4376,0.5004,0.3364,0.6878,0.6524,0.6701,0.3544,0.3579,0.3561,0.6943,0.5829,0.6386
24.1,0.4393,0.5058,0.326,0.6893,0.6451,0.6672,0.3521,0.3242,0.3381,0.6661,0.564,0.6151
24.2,0.4426,0.5131,0.3151,0.6892,0.6329,0.6611,0.3484,0.2929,0.3206,0.6354,0.5415,0.5884
24.3,0.4489,0.5224,0.3041,0.6885,0.6168,0.6527,0.3431,0.2656,0.3043,0.6037,0.5173,0.5605
24.4,0.4589,0.5343,0.294,0.6882,0.5993,0.6437,0.3365,0.2436,0.29,0.572,0.494,0.533
24.5,0.4737,0.5481,0.2855,0.6876,0.5811,0.6344,0.3292,0.2265,0.2779,0.5414,0.4732,0.5073
24.6,0.4932,0.5627,0.2789,0.6851,0.562,0.6236,0.3216,0.2135,0.2676,0.5129,0.456,0.4844
24.7,0.5149,0.5763,0.2738,0.6779,0.5414,0.6097,0.3136,0.204,0.2588,0.4869,0.4424,0.4647
24.8,0.5355,0.5882,0.2703,0.6652,0.5207,0.5929,0.305,0.1973,0.2512,0.4633,0.4324,0.4479
24.9,0.5517,0.5987,0.2687,0.6478,0.5022,0.575,0.2954,0.1932,0.2443,0.4419,0.4254,0.4337
25,0.5621,0.6084,0.2693,0.6277,0.4878,0.5578,0.2854,0.1909,0.2381,0.4225,0.4212,0.4219
25.1,0.5665,0.6178,0.2719,0.6057,0.4774,0.5415,0.2755,0.1896,0.2325,0.4054,0.4195,0.4125
25.2,0.5648,0.6266,0.2756,0.5817,0.4692,0.5255,0.2666,0.1881,0.2273,0.3915,0.4202,0.4059
25.3,0.5567,0.6343,0.2794,0.5554,0.462,0.5087,0.2585,0.1853,0.2219,0.3815,0.4232,0.4023
25.4,0.5412,0.6397,0.2828,0.5266,0.4551,0.4909,0.2508,0.1805,0.2156,0.3758,0.4283,0.4021
25.5,0.5177,0.6418,0.2857,0.4957,0.4484,0.4721,0.2428,0.1734,0.2081,0.3747,0.4354,0.4051
25.6,0.4879,0.6404,0.288,0.4631,0.442,0.4526,0.2342,0.1643,0.1993,0.3778,0.4438,0.4108
25.7,0.4543,0.636,0.2892,0.429,0.4356,0.4323,0.2252,0.1533,0.1892,0.3842,0.4525,0.4184
25.8,0.4188,0.6298,0.2886,0.3934,0.4284,0.4109,0.2158,0.14,0.1779,0.3925,0.4602,0.4264
25.9,0.3814,0.6226,0.2846,0.3562,0.4202,0.3882,0.2057,0.1237,0.1647,0.4013,0.4656,0.4335
26,0.3411,0.615,0.2764,0.3178,0.4112,0.3645,0.1948,0.104,0.1494,0.4095,0.4676,0.4385
26.1,0.2964,0.6069,0.2636,0.2786,0.4019,0.3402,0.1829,0.0808,0.1319,0.4168,0.4654,0.4411
26.2,0.2472,0.5986,0.2477,0.2394,0.3935,0.3164,0.1706,0.0552,0.1129,0.4236,0.459,0.4413
26.3,0.194,0.5909,0.231,0.2017,0.3872,0.2944,0.1586,0.029,0.0938,0.43,0.4486,0.4393
26.4,0.1374,0.5846,0.2163,0.1671,0.3843,0.2757,0.1483,0.0044,0.0763,0.4361,0.4353,0.4357
26.5,0.0777,0.5802,0.2054,0.1368,0.3852,0.261,0.1406,-0.0172,0.0617,0.4419,0.4198,0.4308
26.6,0.0158,0.5773,0.199,0.1113,0.3891,0.2502,0.1366,-0.0349,0.0508,0.447,0.4028,0.4249
26.7,-0.0472,0.5749,0.1968,0.0896,0.3941,0.2418,0.1367,-0.0485,0.0441,0.4519,0.3852,0.4185
26.8,-0.1095,0.573,0.1986,0.0711,0.3984,0.2348,0.1408,-0.0575,0.0417,0.4568,0.3683,0.4126
26.9,-0.1696,0.572,0.2044,0.0556,0.4017,0.2286,0.1487,-0.0616,0.0435,0.4622,0.3537,0.4079
27,-0.2267,0.5732,0.2142,0.0445,0.4051,0.2248,0.1599,-0.0604,0.0497,0.4676,0.3429,0.4052
27.1,-0.2812,0.577,0.2279,0.0394,0.4098,0.2246,0.1746,-0.0539,0.0603,0.4728,0.3366,0.4047
27.2,-0.3335,0.5828,0.2453,0.0417,0.4161,0.2289,0.1926,-0.0418,0.0754,0.4774,0.3352,0.4063
27.3,-0.3835,0.5893,0.2662,0.0517,0.4228,0.2373,0.2137,-0.0236,0.095,0.4821,0.3388,0.4105
27.4,-0.4307,0.5954,0.2905,0.0692,0.4289,0.249,0.2372,0.0011,0.1191,0.4878,0.3486,0.4182
27.5,-0.4749,0.6008,0.3183,0.0936,0.4342,0.2639,0.2625,0.0325,0.1475,0.4956,0.3658,0.4307
27.6,-0.5152,0.6057,0.3492,0.1252,0.4393,0.2822,0.2887,0.0701,0.1794,0.5054,0.3904,0.4479
27.7,-0.5506,0.6104,0.3824,0.1635,0.4444,0.304,0.3149,0.1129,0.2139,0.5168,0.421,0.4689
27.8,-0.5794,0.6148,0.4165,0.2071,0.4488,0.328,0.3395,0.1593,0.2494,0.5288,0.4554,0.4921
27.9,-0.6003,0.6181,0.45,0.2537,0.451,0.3524,0.3611,0.2075,0.2843,0.5408,0.4916,0.5162
28,-0.6131,0.6202,0.4818,0.3009,0.4504,0.3757,0.3784,0.2555,0.3169,0.553,0.528,0.5405
28.1,-0.6183,0.6212,0.5108,0.3468,0.4474,0.3971,0.3911,0.3017,0.3464,0.5657,0.5639,0.5648
28.2,-0.6163,0.6213,0.5366,0.3898,0.4426,0.4162,0.4,0.3446,0.3723,0.5791,0.5981,0.5886
28.3,-0.607,0.6208,0.5583,0.4281,0.4365,0.4323,0.4059,0.3827,0.3943,0.5935,0.6294,0.6115
28.4,-0.5904,0.6191,0.5751,0.46,0.4286,0.4443,0.4096,0.4149,0.4122,0.609,0.6572,0.6331
28.5,-0.5672,0.616,0.5864,0.4844,0.4186,0.4515,0.4116,0.4404,0.426,0.6253,0.6818,0.6536
28.6,-0.5392,0.6112,0.5922,0.5015,0.4065,0.454,0.4122,0.4591,0.4356,0.6424,0.7041,0.6732
28.7,-0.5084,0.6044,0.5933,0.5116,0.3928,0.4522,0.4119,0.4717,0.4418,0.66,0.7241,0.6921
28.8,-0.4761,0.5952,0.5905,0.515,0.3779,0.4464,0.4112,0.4794,0.4453,0.6777,0.7415,0.7096
28.9,-0.4428,0.5836,0.5847,0.5121,0.3618,0.437,0.4104,0.4832,0.4468,0.6945,0.7551,0.7248
29,-0.4087,0.5701,0.576,0.5035,0.3447,0.4241,0.4094,0.4838,0.4466,0.7092,0.7646,0.7369
29.1,-0.3742,0.5552,0.5648,0.4904,0.3265,0.4084,0.4086,0.4813,0.445,0.7212,0.7697,0.7455
29.2,-0.3397,0.5394,0.5514,0.4746,0.3075,0.391,0.4081,0.4758,0.442,0.7308,0.771,0.7509
29.3,-0.3058,0.5228,0.5367,0.4578,0.2881,0.373,0.4085,0.4676,0.438,0.7391,0.7685,0.7538
29.4,-0.2723,0.5054,0.5215,0.4417,0.269,0.3553,0.4102,0.4574,0.4338,0.7472,0.7625,0.7548
29.5,-0.2387,0.487,0.5071,0.4279,0.2506,0.3392,0.4137,0.4467,0.4302,0.7554,0.7532,0.7543
29.6,-0.2033,0.468,0.4942,0.418,0.2335,0.3257,0.4195,0.4366,0.428,0.7631,0.7409,0.752
29.7,-0.1648,0.4485,0.4834,0.413,0.2182,0.3156,0.4277,0.4276,0.4276,0.7696,0.7263,0.748
29.8,-0.1218,0.4287,0.4746,0.4135,0.205,0.3093,0.438,0.4193,0.4287,0.7745,0.71,0.7423
29.9,-0.0748,0.4088,0.4675,0.4202,0.1941,0.3071,0.4494,0.4115,0.4305,0.7775,0.6925,0.735
30,-0.025,0.3897,0.4619,0.434,0.1862,0.3101,0.461,0.4041,0.4326,0.7784,0.6741,0.7262
30.1,0.0252,0.3731,0.4575,0.4563,0.1826,0.3195,0.4722,0.3977,0.435,0.777,0.6554,0.7162
30.2,0.0739,0.3609,0.4544,0.4884,0.1849,0.3366,0.4824,0.3926,0.4375,0.7737,0.6365,0.7051
30.3,0.1198,0.355,0.4524,0.5304,0.1946,0.3625,0.4918,0.3891,0.4404,0.7687,0.6177,0.6932
30.4,0.1623,0.3561,0.4514,0.5809,0.212,0.3965,0.5005,0.3873,0.4439,0.762,0.5991,0.6805
30.5,0.2001,0.3637,0.4515,0.637,0.2366,0.4368,0.5091,0.3875,0.4483,0.7532,0.5809,0.6671
30.6,0.2316,0.3768,0.4524,0.695,0.2665,0.4807,0.5179,0.3899,0.4539,0.7418,0.5636,0.6527
30.7,0.2553,0.3942,0.4538,0.7513,0.2996,0.5255,0.5267,0.3943,0.4605,0.7272,0.5475,0.6374
30.8,0.271,0.4148,0.4556,0.8031,0.3339,0.5685,0.5351,0.4002,0.4676,0.7098,0.5324,0.6211
30.9,0.279,0.4374,0.4578,0.8486,0.3679,0.6082,0.5429,0.4072,0.475,0.6901,0.5174,0.6038
31,0.2805,0.4607,0.4606,0.887,0.4003,0.6436,0.5498,0.4156,0.4827,0.6683,0.5015,0.5849
31.1,0.2758,0.4832,0.4642,0.9174,0.4303,0.6739,0.5558,0.4253,0.4906,0.6451,0.4842,0.5646
31.2,0.2649,0.504,0.4687,0.9387,0.4574,0.698,0.5608,0.4362,0.4985,0.6215,0.4664,0.544
31.3,0.2482,0.5227,0.4743,0.9501,0.4816,0.7159,0.5645,0.4479,0.5062,0.5992,0.4493,0.5243
31.4,0.227,0.5391,0.4808,0.952,0.5028,0.7274,0.5669,0.4602,0.5135,0.5793,0.434,0.5066
31.5,0.203,0.5533,0.4878,0.9454,0.5209,0.7331,0.5681,0.4731,0.5206,0.5622,0.4204,0.4913
31.6,0.1781,0.5653,0.4952,0.9314,0.5359,0.7337,0.5687,0.487,0.5278,0.5478,0.4085,0.4781
31.7,0.1538,0.5751,0.5026,0.9111,0.5475,0.7293,0.5685,0.502,0.5353,0.5361,0.3986,0.4674
31.8,0.1313,0.5825,0.5101,0.8845,0.5556,0.7201,0.5672,0.5182,0.5427,0.5274,0.3916,0.4595
31.9,0.111,0.5874,0.5174,0.8522,0.56,0.7061,0.5642,0.5353,0.5498,0.5218,0.388,0.4549
32,0.0928,0.5896,0.5245,0.8146,0.561,0.6878,0.5599,0.5534,0.5566,0.5194,0.3875,0.4535
32.1,0.0765,0.5893,0.5314,0.773,0.5589,0.6659,0.5549,0.5722,0.5635,0.5197,0.3889,0.4543
32.2,0.0619,0.5868,0.538,0.729,0.554,0.6415,0.5496,0.5916,0.5706,0.5215,0.3909,0.4562
32.3,0.0487,0.5827,0.5439,0.6844,0.5465,0.6154,0.5441,0.6113,0.5777,0.5237,0.3932,0.4585
32.4,0.0372,0.5774,0.5483,0.6409,0.5368,0.5888,0.5381,0.6309,0.5845,0.5256,0.3965,0.461
32.5,0.0271,0.5715,0.5506,0.5994,0.5254,0.5624,0.5318,0.6498,0.5908,0.5272,0.4011,0.4641
32.6,0.0185,0.5652,0.5501,0.5608,0.5124,0.5366,0.5256,0.6676,0.5966,0.5284,0.4069,0.4676
32.7,0.0105,0.5585,0.5472,0.5257,0.4983,0.512,0.5199,0.6843,0.6021,0.5287,0.413,0.4709
32.8,0.0023,0.5515,0.5425,0.4946,0.4835,0.4891,0.5152,0.7002,0.6077,0.528,0.4195,0.4738
32.9,-0.0068,0.5442,0.537,0.4678,0.4688,0.4683,0.5117,0.7155,0.6136,0.5266,0.4274,0.477
33,-0.0175,0.537,0.5314,0.4455,0.4554,0.4505,0.5098,0.73,0.6199,0.5261,0.4384,0.4823
33.1,-0.0302,0.5306,0.5256,0.4282,0.4444,0.4363,0.5105,0.7432,0.6268,0.5284,0.4539,0.4911
33.2,-0.0454,0.526,0.5189,0.4164,0.4368,0.4266,0.5149,0.7546,0.6347,0.5356,0.4741,0.5048
33.3,-0.0636,0.5238,0.5107,0.4101,0.4331,0.4216,0.5237,0.7644,0.644,0.548,0.4983,0.5232
33.4,-0.0849,0.5244,0.5012,0.4087,0.4337,0.4212,0.537,0.7729,0.655,0.5654,0.5253,0.5454
33.5,-0.1087,0.5278,0.491,0.4111,0.4382,0.4247,0.5545,0.7804,0.6674,0.5869,0.5541,0.5705
33.6,-0.1338,0.5336,0.4805,0.416,0.4467,0.4313,0.5754,0.7864,0.6809,0.6115,0.5837,0.5976
33.7,-0.1594,0.541,0.4699,0.4223,0.4588,0.4405,0.5991,0.7905,0.6948,0.6383,0.6133,0.6258
33.8,-0.1845,0.549,0.4595,0.4298,0.4741,0.4519,0.6248,0.7924,0.7086,0.6658,0.6421,0.6539
33.9,-0.2085,0.5563,0.4494,0.4379,0.4919,0.4649,0.6505,0.7919,0.7212,0.6923,0.6693,0.6808
34,-0.2307,0.5615,0.4402,0.4458,0.5111,0.4785,0.6741,0.789,0.7315,0.7164,0.6938,0.7051
34.1,-0.25,0.5637,0.4319,0.4524,0.5307,0.4916,0.6931,0.7836,0.7384,0.7372,0.7145,0.7259
34.2,-0.2653,0.5626,0.4248,0.4572,0.55,0.5036,0.7063,0.7763,0.7413,0.7552,0.7308,0.743
34.3,-0.2755,0.5587,0.4186,0.4601,0.5691,0.5146,0.7137,0.7676,0.7406,0.7709,0.7425,0.7567
34.4,-0.2802,0.5524,0.4129,0.4621,0.5882,0.5251,0.7157,0.7579,0.7368,0.7848,0.7504,0.7676
34.5,-0.2799,0.5444,0.4073,0.4635,0.6072,0.5354,0.7129,0.7473,0.7301,0.7968,0.755,0.7759
34.6,-0.2753,0.5354,0.4012,0.4642,0.626,0.5451,0.7055,0.7356,0.7205,0.8066,0.7568,0.7817
34.7,-0.2669,0.5261,0.3951,0.4639,0.644,0.554,0.694,0.7232,0.7086,0.814,0.7555,0.7847
34.8,-0.2549,0.5173,0.3899,0.4628,0.6606,0.5617,0.6789,0.7106,0.6948,0.8187,0.7507,0.7847
34.9,-0.2389,0.5097,0.3871,0.4616,0.6752,0.5684,0.6611,0.6982,0.6797,0.8203,0.7422,0.7813
35,-0.2185,0.5039,0.3876,0.4613,0.6873,0.5743,0.6411,0.686,0.6636,0.8183,0.7295,0.7739
35.1,-0.1934,0.5003,0.3912,0.4629,0.696,0.5794,0.6193,0.6733,0.6463,0.8117,0.7119,0.7618
35.2,-0.1637,0.499,0.3967,0.467,0.7011,0.584,0.596,0.6595,0.6278,0.7994,0.6881,0.7438
35.3,-0.1302,0.5009,0.4032,0.4748,0.7033,0.589,0.572,0.6443,0.6082,0.7811,0.6574,0.7192
35.4,-0.0942,0.5068,0.4103,0.4877,0.7036,0.5957,0.5481,0.6283,0.5882,0.7564,0.6198,0.6881
35.5,-0.0569,0.5174,0.4181,0.5063,0.7037,0.605,0.525,0.6124,0.5687,0.7254,0.5762,0.6508
35.6,-0.0191,0.5326,0.4266,0.5305,0.704,0.6172,0.5029,0.5978,0.5503,0.6884,0.5281,0.6082
35.7,0.018,0.5518,0.436,0.5597,0.7047,0.6322,0.4821,0.5849,0.5335,0.6461,0.4772,0.5616
35.8,0.0537,0.5739,0.4461,0.5927,0.7057,0.6492,0.4635,0.5736,0.5185,0.5998,0.4254,0.5126
35.9,0.0869,0.598,0.4571,0.6286,0.7065,0.6676,0.4479,0.5633,0.5056,0.5509,0.374,0.4625
36,0.1165,0.623,0.4691,0.6661,0.7069,0.6865,0.4365,0.5539,0.4952,0.5009,0.3244,0.4127
36.1,0.1415,0.6483,0.4822,0.7041,0.7066,0.7054,0.4297,0.5452,0.4875,0.4515,0.2784,0.365
36.2,0.1613,0.6729,0.4964,0.7406,0.7058,0.7232,0.427,0.5368,0.4819,0.4048,0.238,0.3214
36.3,0.1756,0.6958,0.5108,0.7742,0.7044,0.7393,0.4279,0.5275,0.4777,0.3626,0.2054,0.284
36.4,0.1849,0.7161,0.5238,0.804,0.7023,0.7531,0.4312,0.5159,0.4735,0.326,0.1811,0.2536
36.5,0.1898,0.7325,0.5342,0.829,0.6988,0.7639,0.4352,0.5011,0.4681,0.2946,0.1643,0.2294
36.6,0.1907,0.7443,0.5417,0.8483,0.6931,0.7707,0.4376,0.4828,0.4602,0.2667,0.1532,0.2099
36.7,0.1878,0.7503,0.5471,0.8606,0.6839,0.7722,0.4358,0.4614,0.4486,0.2409,0.1459,0.1934
36.8,0.1814,0.7498,0.5513,0.8648,0.6706,0.7677,0.4281,0.4372,0.4326,0.2169,0.1415,0.1792
36.9,0.1713,0.7422,0.5548,0.8604,0.6529,0.7566,0.4143,0.4108,0.4125,0.1954,0.1399,0.1677
37,0.1573,0.7276,0.5571,0.8477,0.6312,0.7395,0.3957,0.3832,0.3895,0.1776,0.1411,0.1593
37.1,0.1391,0.7066,0.5577,0.8276,0.6064,0.717,0.3739,0.3556,0.3648,0.164,0.1447,0.1543
37.2,0.1173,0.6806,0.5563,0.8012,0.5796,0.6904,0.35,0.3293,0.3396,0.1543,0.1498,0.152
37.3,0.0924,0.6512,0.553,0.7693,0.5523,0.6608,0.3248,0.305,0.3149,0.148,0.1555,0.1518
37.4,0.0655,0.6206,0.5481,0.7331,0.526,0.6295,0.2997,0.2835,0.2916,0.1447,0.1615,0.1531
37.5,0.0374,0.5914,0.5417,0.6945,0.5023,0.5984,0.2763,0.2656,0.2709,0.1445,0.1681,0.1563
37.6,0.0094,0.5654,0.5344,0.6559,0.4821,0.569,0.2562,0.2515,0.2539,0.1478,0.1756,0.1617
37.7,-0.0179,0.5437,0.5264,0.6192,0.4658,0.5425,0.2402,0.2415,0.2409,0.1543,0.1842,0.1693
37.8,-0.0445,0.5263,0.5186,0.5857,0.4532,0.5195,0.2279,0.2351,0.2315,0.1629,0.194,0.1785
37.9,-0.0702,0.513,0.5114,0.5567,0.4444,0.5006,0.2182,0.2316,0.2249,0.1727,0.2044,0.1886
38,-0.0945,0.5035,0.505,0.5329,0.4391,0.486,0.2104,0.2302,0.2203,0.1829,0.2149,0.1989
38.1,-0.1165,0.4981,0.4994,0.5148,0.4372,0.476,0.2047,0.2305,0.2176,0.1933,0.225,0.2091
38.2,-0.1351,0.4963,0.4944,0.5019,0.4379,0.4699,0.2016,0.2323,0.2169,0.2038,0.2343,0.219
38.3,-0.15,0.4977,0.4896,0.4933,0.4403,0.4668,0.2015,0.2351,0.2183,0.2144,0.2425,0.2285
38.4,-0.161,0.5009,0.4844,0.4877,0.4436,0.4656,0.2045,0.2382,0.2213,0.2251,0.2496,0.2374
38.5,-0.1683,0.5053,0.4783,0.4843,0.447,0.4656,0.2107,0.2408,0.2257,0.2364,0.2558,0.2461
38.6,-0.1715,0.5104,0.4709,0.4823,0.4504,0.4663,0.2202,0.2427,0.2314,0.2489,0.2616,0.2553
38.7,-0.17,0.5161,0.4625,0.4816,0.4537,0.4677,0.2331,0.2443,0.2387,0.2633,0.2677,0.2655
38.8,-0.1634,0.522,0.4531,0.482,0.4568,0.4694,0.2493,0.2457,0.2475,0.279,0.2749,0.277
38.9,-0.1514,0.5272,0.4427,0.483,0.4591,0.471,0.2684,0.2468,0.2576,0.295,0.2838,0.2894
39,-0.1335,0.5306,0.431,0.4839,0.4599,0.4719,0.2897,0.2469,0.2683,0.3104,0.2948,0.3026
39.1,-0.1098,0.5316,0.4174,0.4844,0.4583,0.4713,0.3127,0.2457,0.2792,0.3247,0.3079,0.3163
39.2,-0.0806,0.53,0.4016,0.4837,0.4541,0.4689,0.3372,0.2433,0.2902,0.3378,0.3235,0.3307
39.3,-0.0466,0.5262,0.3839,0.4818,0.4478,0.4648,0.3629,0.2403,0.3016,0.3498,0.3418,0.3458
39.4,-0.0092,0.5208,0.3656,0.4787,0.4401,0.4594,0.3895,0.2377,0.3136,0.3608,0.3627,0.3617
39.5,0.0297,0.5141,0.3484,0.4747,0.4319,0.4533,0.4169,0.2365,0.3267,0.3702,0.3862,0.3782
39.6,0.0686,0.5062,0.3335,0.4699,0.4237,0.4468,0.4447,0.2372,0.3409,0.3778,0.4117,0.3947
39.7,0.1062,0.4973,0.3218,0.4643,0.4157,0.44,0.4727,0.2405,0.3566,0.3832,0.4383,0.4107
39.8,0.1417,0.4877,0.3139,0.4578,0.4079,0.4329,0.5008,0.2468,0.3738,0.3864,0.4649,0.4257
39.9,0.1744,0.4783,0.3108,0.4507,0.4006,0.4256,0.5286,0.2565,0.3926,0.3875,0.491,0.4393
40,0.2038,0.4702,0.3135,0.4434,0.394,0.4187,0.556,0.2701,0.4131,0.3868,0.5161,0.4515
40.1,0.2293,0.4643,0.3228,0.4369,0.3887,0.4128,0.5833,0.2874,0.4353,0.3845,0.5408,0.4627
40.2,0.2501,0.461,0.3392,0.4325,0.3847,0.4086,0.6109,0.3082,0.4595,0.381,0.5653,0.4731
40.3,0.2658,0.4603,0.3627,0.4311,0.3822,0.4066,0.6392,0.332,0.4856,0.3763,0.5896,0.4829
40.4,0.276,0.4623,0.3928,0.4328,0.3815,0.4071,0.6675,0.3583,0.5129,0.3702,0.6131,0.4916
40.5,0.2809,0.4671,0.4284,0.4375,0.3831,0.4103,0.6934,0.386,0.5397,0.3622,0.635,0.4986
40.6,0.281,0.4746,0.4677,0.445,0.3875,0.4162,0.7144,0.4137,0.564,0.3518,0.6548,0.5033
40.7,0.2775,0.4851,0.5086,0.455,0.3944,0.4247,0.7286,0.44,0.5843,0.3395,0.6723,0.5059
40.8,0.2716,0.498,0.5493,0.4672,0.4031,0.4351,0.7351,0.4636,0.5994,0.3256,0.6872,0.5064
40.9,0.264,0.5129,0.5889,0.4813,0.4122,0.4468,0.7335,0.4837,0.6086,0.3104,0.6992,0.5048
41,0.2557,0.5287,0.6266,0.4971,0.4206,0.4588,0.7238,0.4996,0.6117,0.2939,0.7075,0.5007
41.1,0.2476,0.545,0.6615,0.5145,0.4275,0.471,0.7065,0.5106,0.6085,0.2761,0.7117,0.4939
41.2,0.2417,0.5612,0.692,0.5343,0.4328,0.4835,0.6829,0.5164,0.5997,0.2573,0.7115,0.4844
41.3,0.2392,0.5769,0.7158,0.5569,0.4362,0.4965,0.6551,0.517,0.5861,0.2382,0.707,0.4726
41.4,0.2413,0.5918,0.7312,0.5824,0.4373,0.5098,0.6255,0.5128,0.5692,0.2196,0.698,0.4588
41.5,0.2487,0.6053,0.7378,0.6102,0.4354,0.5228,0.5961,0.5041,0.5501,0.2016,0.6842,0.4429
41.6,0.2624,0.6172,0.736,0.6401,0.4304,0.5352,0.5679,0.4916,0.5298,0.1846,0.6656,0.4251
41.7,0.2833,0.6268,0.7267,0.6719,0.4224,0.5472,0.5416,0.4762,0.5089,0.1692,0.6427,0.406
41.8,0.3119,0.6338,0.7105,0.7055,0.4121,0.5588,0.5177,0.4589,0.4883,0.1567,0.6158,0.3863
41.9,0.3474,0.6375,0.6885,0.7401,0.3999,0.57,0.4963,0.4413,0.4688,0.1479,0.5854,0.3667
42,0.3872,0.6374,0.6618,0.7743,0.3861,0.5802,0.4774,0.4247,0.451,0.1427,0.5517,0.3472
42.1,0.4268,0.6327,0.6318,0.8058,0.3708,0.5883,0.4605,0.4098,0.4352,0.1403,0.515,0.3277
42.2,0.4615,0.6227,0.6003,0.8315,0.3539,0.5927,0.4454,0.397,0.4212,0.1401,0.4762,0.3081
42.3,0.4874,0.6068,0.5687,0.8478,0.3357,0.5918,0.4322,0.3858,0.409,0.1424,0.4364,0.2894
42.4,0.5032,0.5856,0.5385,0.8522,0.317,0.5846,0.4218,0.3766,0.3992,0.148,0.3972,0.2726
42.5,0.5083,0.5604,0.5111,0.8433,0.2984,0.5709,0.4149,0.3699,0.3924,0.1573,0.3601,0.2587
42.6,0.5028,0.5329,0.488,0.8213,0.2806,0.5509,0.4119,0.3663,0.3891,0.1702,0.3262,0.2482
42.7,0.4863,0.5044,0.47,0.7871,0.2637,0.5254,0.4126,0.3657,0.3891,0.1859,0.2968,0.2413
42.8,0.4583,0.4756,0.4572,0.7427,0.2476,0.4951,0.4162,0.3673,0.3918,0.2031,0.2726,0.2379
42.9,0.4191,0.4469,0.4488,0.6912,0.2321,0.4616,0.4216,0.3705,0.396,0.2202,0.2543,0.2372
