Time,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
69.7,-0.155,0.6555,0.735,0.6562,0.6032,0.6297,0.8665,0.7908,0.8286,0.8173,0.7922,0.8047
69.8,-0.1376,0.6497,0.736,0.6612,0.6005,0.6309,0.8828,0.7991,0.841,0.8255,0.7993,0.8124
69.9,-0.1192,0.6437,0.7371,0.6658,0.5978,0.6318,0.8986,0.8075,0.8531,0.8329,0.8057,0.8193
70,-0.1001,0.6377,0.7378,0.6699,0.5956,0.6327,0.9134,0.8157,0.8646,0.8395,0.8113,0.8254
70.1,-0.081,0.6322,0.7381,0.6736,0.5942,0.6339,0.9268,0.8235,0.8752,0.8452,0.8162,0.8307
70.2,-0.0622,0.6275,0.7376,0.677,0.594,0.6355,0.9387,0.8308,0.8847,0.85,0.8204,0.8352
70.3,-0.0437,0.6239,0.7361,0.6802,0.5953,0.6377,0.9489,0.8371,0.893,0.8538,0.824,0.8389
70.4,-0.026,0.6216,0.7333,0.6834,0.5979,0.6406,0.9573,0.8423,0.8998,0.8563,0.8269,0.8416
70.5,-0.0092,0.6203,0.7291,0.6865,0.6016,0.644,0.9638,0.846,0.9049,0.8575,0.8289,0.8432
70.6,0.0061,0.6198,0.7233,0.6897,0.606,0.6478,0.9681,0.8479,0.908,0.857,0.8297,0.8433
70.7,0.0195,0.6199,0.716,0.6929,0.611,0.652,0.9704,0.8476,0.909,0.8547,0.8293,0.842
70.8,0.0304,0.6206,0.7071,0.6963,0.6167,0.6565,0.9706,0.8452,0.9079,0.8506,0.8276,0.8391
70.9,0.0384,0.6219,0.6973,0.6995,0.6232,0.6614,0.9687,0.8406,0.9046,0.8446,0.8244,0.8345
71,0.0435,0.6238,0.687,0.7021,0.6303,0.6662,0.9642,0.8343,0.8993,0.8369,0.8196,0.8282
71.1,0.0455,0.6264,0.6769,0.7038,0.6383,0.671,0.9572,0.8266,0.8919,0.8278,0.8135,0.8206
71.2,0.0447,0.6298,0.6674,0.7041,0.6469,0.6755,0.948,0.8176,0.8828,0.8177,0.8066,0.8121
71.3,0.0414,0.6343,0.6587,0.7032,0.6561,0.6796,0.9369,0.8077,0.8723,0.8071,0.7993,0.8032
71.4,0.036,0.6404,0.6519,0.7017,0.6661,0.6839,0.9252,0.7977,0.8614,0.7969,0.7923,0.7946
71.5,0.0292,0.6486,0.6474,0.7005,0.6768,0.6886,0.9136,0.7881,0.8509,0.7877,0.7861,0.7869
71.6,0.0225,0.6593,0.6458,0.7004,0.6882,0.6943,0.9029,0.7797,0.8413,0.7798,0.7809,0.7803
71.7,0.0176,0.6727,0.6474,0.7026,0.6998,0.7012,0.8934,0.7731,0.8332,0.7731,0.7766,0.7748
71.8,0.0154,0.6888,0.6523,0.7075,0.7116,0.7095,0.8854,0.7684,0.8269,0.7676,0.7732,0.7704
71.9,0.0165,0.7071,0.6603,0.7155,0.7234,0.7195,0.8793,0.7659,0.8226,0.7631,0.7706,0.7668
72,0.0208,0.7273,0.6712,0.7263,0.7353,0.7308,0.8749,0.7653,0.8201,0.7593,0.7685,0.7639
72.1,0.0273,0.7487,0.6842,0.7392,0.7466,0.7429,0.8718,0.7664,0.8191,0.756,0.7665,0.7613
72.2,0.0349,0.7708,0.6986,0.7535,0.7572,0.7553,0.8693,0.7687,0.819,0.7528,0.7643,0.7586
72.3,0.0427,0.7929,0.7137,0.7686,0.7669,0.7678,0.8677,0.7725,0.8201,0.7498,0.7622,0.756
72.4,0.0495,0.8148,0.7288,0.7841,0.7759,0.78,0.8671,0.7781,0.8226,0.7471,0.7604,0.7538
72.5,0.055,0.8354,0.7435,0.7997,0.7838,0.7918,0.8674,0.7854,0.8264,0.7446,0.7591,0.7518
72.6,0.0592,0.8536,0.7569,0.8147,0.7906,0.8027,0.868,0.7936,0.8308,0.7418,0.7578,0.7498
72.7,0.0623,0.8682,0.7682,0.8284,0.7958,0.8121,0.8681,0.8018,0.8349,0.7381,0.7561,0.7471
72.8,0.0649,0.8787,0.776,0.8399,0.7988,0.8193,0.8664,0.8083,0.8373,0.7328,0.7532,0.743
72.9,0.0672,0.8845,0.7793,0.8484,0.7993,0.8238,0.8618,0.8117,0.8367,0.7252,0.7484,0.7368
73,0.0685,0.8859,0.7774,0.8539,0.7975,0.8257,0.8544,0.8117,0.8331,0.7153,0.7413,0.7283
73.1,0.0681,0.8832,0.7698,0.8564,0.794,0.8252,0.8444,0.8086,0.8265,0.7032,0.732,0.7176
73.2,0.0662,0.8768,0.7568,0.8563,0.7891,0.8227,0.8326,0.8025,0.8176,0.6894,0.7208,0.7051
73.3,0.0638,0.8671,0.7393,0.854,0.783,0.8185,0.8199,0.794,0.8069,0.6744,0.7084,0.6914
73.4,0.0612,0.8546,0.7179,0.8499,0.7759,0.8129,0.807,0.7836,0.7953,0.6587,0.6956,0.6771
73.5,0.0583,0.8397,0.6936,0.8447,0.7683,0.8065,0.7945,0.7718,0.7831,0.6426,0.6831,0.6628
73.6,0.0549,0.8229,0.6675,0.8388,0.7605,0.7996,0.783,0.7592,0.7711,0.6267,0.6713,0.649
73.7,0.0509,0.8047,0.6404,0.832,0.7528,0.7924,0.7726,0.7461,0.7593,0.6111,0.6605,0.6358
73.8,0.0465,0.7856,0.6131,0.8241,0.7455,0.7848,0.7632,0.7327,0.748,0.5961,0.6509,0.6235
73.9,0.0416,0.7664,0.5869,0.8149,0.7389,0.7769,0.7549,0.7195,0.7372,0.5819,0.6426,0.6122
74,0.0361,0.7479,0.5626,0.8043,0.7334,0.7689,0.7479,0.7068,0.7273,0.5684,0.6354,0.6019
74.1,0.0298,0.731,0.5414,0.7924,0.7295,0.7609,0.7421,0.6951,0.7186,0.556,0.6297,0.5928
74.2,0.0224,0.7165,0.5244,0.7794,0.7271,0.7533,0.7376,0.6851,0.7114,0.545,0.6255,0.5852
74.3,0.0139,0.7049,0.5124,0.7655,0.7265,0.746,0.7346,0.6772,0.7059,0.5358,0.623,0.5794
74.4,0.0051,0.6962,0.5057,0.751,0.7268,0.7389,0.7329,0.6715,0.7022,0.5289,0.6226,0.5757
74.5,-0.0028,0.6905,0.5042,0.7361,0.7277,0.7319,0.7328,0.6678,0.7003,0.5246,0.6245,0.5745
74.6,-0.0094,0.6877,0.5082,0.7216,0.7292,0.7254,0.7345,0.6661,0.7003,0.5232,0.6286,0.5759
74.7,-0.0143,0.6881,0.5176,0.7085,0.7315,0.72,0.7386,0.6667,0.7027,0.5247,0.6349,0.5798
74.8,-0.0174,0.6913,0.5324,0.6974,0.7347,0.716,0.745,0.6695,0.7073,0.5289,0.6432,0.586
74.9,-0.0192,0.6969,0.5518,0.688,0.7387,0.7134,0.7532,0.6743,0.7137,0.5354,0.653,0.5942
75,-0.0206,0.7045,0.5749,0.6804,0.7433,0.7119,0.7625,0.6807,0.7216,0.544,0.6638,0.6039
75.1,-0.0228,0.7135,0.6001,0.6742,0.7483,0.7113,0.7719,0.6879,0.7299,0.5538,0.6748,0.6143
75.2,-0.0272,0.7237,0.6257,0.6687,0.7532,0.711,0.7804,0.6952,0.7378,0.5642,0.6851,0.6246
75.3,-0.0341,0.7339,0.65,0.6632,0.7569,0.71,0.7871,0.7018,0.7444,0.5746,0.6942,0.6344
75.4,-0.0436,0.743,0.6719,0.6565,0.7578,0.7072,0.7912,0.707,0.7491,0.5847,0.7016,0.6432
75.5,-0.0547,0.7501,0.6902,0.6484,0.7552,0.7018,0.7924,0.7105,0.7515,0.5942,0.707,0.6506
75.6,-0.0659,0.7542,0.7043,0.6388,0.7489,0.6939,0.7904,0.7121,0.7512,0.6029,0.7098,0.6564
75.7,-0.0759,0.7547,0.7136,0.6282,0.7389,0.6835,0.7853,0.7114,0.7484,0.6105,0.7098,0.6602
75.8,-0.084,0.7515,0.7179,0.6169,0.7258,0.6713,0.7775,0.7083,0.7429,0.6166,0.7065,0.6616
75.9,-0.0893,0.7445,0.7171,0.6054,0.7102,0.6578,0.7675,0.7025,0.735,0.6209,0.6997,0.6603
76,-0.0917,0.7341,0.7123,0.5938,0.6925,0.6431,0.7557,0.6942,0.725,0.6232,0.6901,0.6566
76.1,-0.0909,0.7205,0.7046,0.582,0.6731,0.6276,0.7428,0.6839,0.7133,0.6237,0.6785,0.6511
76.2,-0.0872,0.704,0.6947,0.5705,0.6529,0.6117,0.7295,0.6724,0.7009,0.6229,0.6657,0.6443
76.3,-0.081,0.6851,0.6833,0.5596,0.6326,0.5961,0.7169,0.6607,0.6888,0.621,0.6527,0.6369
76.4,-0.073,0.6641,0.6709,0.5498,0.6128,0.5813,0.7057,0.6496,0.6777,0.6185,0.6402,0.6294
76.5,-0.0633,0.6414,0.6582,0.5409,0.5934,0.5671,0.6961,0.6393,0.6677,0.6155,0.6288,0.6222
76.6,-0.0527,0.6174,0.6455,0.5331,0.5744,0.5537,0.6883,0.6301,0.6592,0.6124,0.6189,0.6157
76.7,-0.0418,0.5932,0.6336,0.5265,0.5565,0.5415,0.6821,0.6221,0.6521,0.6093,0.6106,0.6099
76.8,-0.0317,0.5696,0.6231,0.5213,0.5403,0.5308,0.6778,0.6157,0.6468,0.6061,0.6039,0.605
76.9,-0.0221,0.5476,0.6143,0.5176,0.5259,0.5218,0.6751,0.6111,0.6431,0.6027,0.5987,0.6007
77,-0.0126,0.5277,0.6073,0.5156,0.5131,0.5143,0.6742,0.6083,0.6412,0.599,0.5947,0.5969
77.1,-0.0025,0.5108,0.6024,0.5152,0.5015,0.5084,0.675,0.6074,0.6412,0.5948,0.5916,0.5932
77.2,0.0088,0.4976,0.5998,0.5169,0.4912,0.504,0.6776,0.6085,0.643,0.5901,0.5893,0.5897
77.3,0.0216,0.4888,0.5997,0.5206,0.4822,0.5014,0.6821,0.6115,0.6468,0.5849,0.5878,0.5864
77.4,0.035,0.4845,0.6018,0.5266,0.4744,0.5005,0.6887,0.6166,0.6527,0.5796,0.5871,0.5833
77.5,0.0478,0.4845,0.6057,0.5349,0.468,0.5015,0.6974,0.6238,0.6606,0.5743,0.5869,0.5806
77.6,0.0601,0.4884,0.6114,0.5454,0.4626,0.504,0.7082,0.633,0.6706,0.5693,0.5874,0.5784
77.7,0.072,0.4958,0.6187,0.5576,0.458,0.5078,0.7207,0.6437,0.6822,0.5648,0.5886,0.5767
77.8,0.0835,0.5062,0.6277,0.5716,0.4543,0.513,0.7349,0.656,0.6955,0.561,0.5905,0.5757
77.9,0.0941,0.5201,0.6384,0.5874,0.4522,0.5198,0.7506,0.6699,0.7102,0.5582,0.5933,0.5758
78,0.1032,0.5372,0.6508,0.6046,0.4519,0.5283,0.7675,0.6852,0.7263,0.5568,0.597,0.5769
78.1,0.1101,0.557,0.6652,0.6226,0.4536,0.5381,0.7846,0.702,0.7433,0.5569,0.6016,0.5792
78.2,0.1142,0.5788,0.682,0.6402,0.4569,0.5486,0.8008,0.72,0.7604,0.5586,0.6066,0.5826
78.3,0.115,0.6019,0.7006,0.657,0.4619,0.5594,0.8152,0.7385,0.7768,0.5617,0.6116,0.5867
78.4,0.1118,0.6254,0.7203,0.6724,0.4683,0.5704,0.8271,0.7565,0.7918,0.5656,0.6162,0.5909
78.5,0.1051,0.6487,0.7406,0.6865,0.4763,0.5814,0.836,0.7735,0.8047,0.57,0.6202,0.5951
78.6,0.0957,0.6712,0.7609,0.6995,0.4862,0.5929,0.8419,0.7887,0.8153,0.5751,0.624,0.5995
78.7,0.0845,0.6923,0.7806,0.7117,0.4983,0.605,0.8449,0.8017,0.8233,0.5808,0.6278,0.6043
78.8,0.0721,0.7116,0.7991,0.7233,0.5128,0.6181,0.8447,0.8119,0.8283,0.587,0.6317,0.6093
78.9,0.0592,0.7284,0.8159,0.7347,0.53,0.6324,0.8416,0.8187,0.8302,0.5935,0.6357,0.6146
79,0.0458,0.7428,0.83,0.7457,0.5497,0.6477,0.836,0.8217,0.8289,0.6002,0.6402,0.6202
79.1,0.0323,0.7548,0.8405,0.7559,0.5716,0.6638,0.8285,0.8206,0.8245,0.6071,0.6452,0.6262
79.2,0.0186,0.7642,0.8473,0.7651,0.5951,0.6801,0.8195,0.8155,0.8175,0.6144,0.6513,0.6329
79.3,0.0046,0.7708,0.8509,0.7728,0.6193,0.696,0.8096,0.8075,0.8085,0.6227,0.6591,0.6409
79.4,-0.0097,0.7745,0.8518,0.7789,0.643,0.7109,0.7989,0.7971,0.798,0.632,0.6688,0.6504
79.5,-0.0233,0.7756,0.8495,0.7834,0.6651,0.7243,0.7875,0.7847,0.7861,0.6418,0.6796,0.6607
79.6,-0.0356,0.7742,0.844,0.7864,0.6845,0.7355,0.7757,0.7707,0.7732,0.6516,0.6909,0.6712
79.7,-0.0464,0.7708,0.8356,0.7877,0.7006,0.7442,0.7636,0.7555,0.7596,0.6608,0.7021,0.6814
79.8,-0.0557,0.7658,0.825,0.7868,0.713,0.7499,0.7514,0.7399,0.7457,0.669,0.7126,0.6908
79.9,-0.0635,0.7596,0.8128,0.7837,0.7215,0.7526,0.7393,0.7241,0.7317,0.6759,0.7223,0.6991
80,-0.0695,0.7525,0.8001,0.7783,0.7263,0.7523,0.7271,0.7083,0.7177,0.6813,0.7311,0.7062
80.1,-0.0736,0.7451,0.7874,0.771,0.7275,0.7492,0.7151,0.6927,0.7039,0.6855,0.7389,0.7122
80.2,-0.0758,0.738,0.7747,0.762,0.7256,0.7438,0.7032,0.6776,0.6904,0.6884,0.7456,0.717
80.3,-0.0759,0.7315,0.762,0.7517,0.721,0.7364,0.6919,0.6631,0.6775,0.6902,0.7511,0.7207
80.4,-0.0739,0.7257,0.7492,0.7401,0.7145,0.7273,0.6809,0.6494,0.6651,0.6911,0.755,0.7231
80.5,-0.0698,0.7206,0.7361,0.727,0.7065,0.7168,0.6702,0.6368,0.6535,0.6913,0.7572,0.7242
80.6,-0.0639,0.716,0.7225,0.7125,0.6976,0.705,0.6599,0.6251,0.6425,0.6907,0.7574,0.7241
80.7,-0.057,0.7117,0.708,0.6965,0.6881,0.6923,0.65,0.6144,0.6322,0.6895,0.7556,0.7225
80.8,-0.0495,0.7073,0.693,0.6794,0.6784,0.6789,0.6408,0.6048,0.6228,0.6878,0.752,0.7199
80.9,-0.0424,0.7028,0.6787,0.6616,0.6689,0.6652,0.6325,0.5968,0.6147,0.6863,0.747,0.7166
81,-0.0362,0.6981,0.6661,0.6434,0.6597,0.6515,0.6256,0.5907,0.6082,0.6852,0.7413,0.7132
81.1,-0.0311,0.6932,0.6558,0.6251,0.651,0.6381,0.6203,0.5867,0.6035,0.6848,0.7352,0.71
81.2,-0.0273,0.6883,0.6484,0.607,0.6431,0.625,0.6169,0.5849,0.6009,0.6853,0.7291,0.7072
81.3,-0.0249,0.6832,0.6441,0.5892,0.6359,0.6126,0.6155,0.5851,0.6003,0.6866,0.7228,0.7047
81.4,-0.024,0.6775,0.6432,0.572,0.6294,0.6007,0.6162,0.5873,0.6018,0.6883,0.7163,0.7023
81.5,-0.0243,0.6716,0.6456,0.5561,0.6239,0.59,0.6191,0.5914,0.6052,0.6906,0.7096,0.7001
81.6,-0.0257,0.6662,0.6515,0.5427,0.62,0.5814,0.6246,0.5971,0.6108,0.6933,0.7032,0.6982
81.7,-0.0278,0.6621,0.6605,0.533,0.6182,0.5756,0.6328,0.6046,0.6187,0.6965,0.6973,0.6969
81.8,-0.0307,0.6602,0.6722,0.5277,0.6189,0.5733,0.644,0.614,0.629,0.7006,0.6927,0.6967
81.9,-0.0344,0.661,0.6859,0.5275,0.6222,0.5748,0.6583,0.6256,0.642,0.7059,0.69,0.6979
82,-0.0384,0.6642,0.7006,0.5318,0.6273,0.5795,0.6752,0.6391,0.6572,0.7122,0.6889,0.7006
82.1,-0.0423,0.669,0.7154,0.5398,0.6333,0.5866,0.6943,0.6538,0.674,0.7193,0.6894,0.7044
82.2,-0.0459,0.6747,0.7291,0.5505,0.6391,0.5948,0.7148,0.669,0.6919,0.7269,0.6911,0.709
82.3,-0.0496,0.6806,0.7407,0.5623,0.6439,0.6031,0.7361,0.6834,0.7098,0.7343,0.6938,0.714
82.4,-0.0536,0.6859,0.7495,0.5742,0.6469,0.6105,0.7574,0.6963,0.7268,0.7411,0.6973,0.7192
82.5,-0.0584,0.6906,0.7549,0.5854,0.648,0.6167,0.7777,0.7071,0.7424,0.7467,0.7011,0.7239
82.6,-0.0642,0.6946,0.7568,0.5955,0.6472,0.6214,0.7962,0.7155,0.7558,0.7507,0.7045,0.7276
82.7,-0.0708,0.6977,0.7555,0.6045,0.6446,0.6246,0.8119,0.7209,0.7664,0.7525,0.7071,0.7298
82.8,-0.078,0.7,0.7513,0.6126,0.6401,0.6263,0.8238,0.7231,0.7734,0.7515,0.7079,0.7297
82.9,-0.0852,0.7015,0.7445,0.6194,0.6342,0.6268,0.8314,0.7218,0.7766,0.7474,0.7067,0.727
83,-0.0918,0.702,0.7355,0.6248,0.6271,0.6259,0.8345,0.7173,0.7759,0.7401,0.7033,0.7217
83.1,-0.0972,0.7014,0.7246,0.6284,0.6192,0.6238,0.8329,0.7097,0.7713,0.7296,0.6975,0.7136
83.2,-0.1013,0.6994,0.7119,0.6306,0.6107,0.6207,0.8267,0.6997,0.7632,0.7167,0.6896,0.7031
83.3,-0.1039,0.6961,0.6977,0.6314,0.6021,0.6167,0.8162,0.6877,0.752,0.702,0.6794,0.6907
83.4,-0.1053,0.6914,0.6827,0.6308,0.5936,0.6122,0.8017,0.6746,0.7382,0.686,0.6672,0.6766
83.5,-0.1056,0.6854,0.6675,0.6288,0.5855,0.6072,0.7836,0.6612,0.7224,0.6694,0.653,0.6612
83.6,-0.1051,0.6782,0.6526,0.6253,0.5784,0.6018,0.7626,0.6485,0.7056,0.6527,0.6368,0.6447
83.7,-0.1041,0.6703,0.6388,0.6205,0.5723,0.5964,0.74,0.6374,0.6887,0.6359,0.6186,0.6273
83.8,-0.1031,0.6616,0.6263,0.6143,0.5672,0.5908,0.7165,0.6284,0.6725,0.6194,0.5989,0.6092
83.9,-0.1026,0.6521,0.6153,0.607,0.5626,0.5848,0.6929,0.6212,0.657,0.6035,0.5783,0.5909
84,-0.1031,0.6417,0.6059,0.5987,0.558,0.5783,0.6697,0.6157,0.6427,0.5883,0.5574,0.5728
84.1,-0.1054,0.6304,0.5984,0.5889,0.5535,0.5712,0.6471,0.6117,0.6294,0.5741,0.5371,0.5556
84.2,-0.1103,0.6181,0.5932,0.5775,0.5491,0.5633,0.6256,0.6093,0.6175,0.5613,0.5177,0.5395
84.3,-0.118,0.6048,0.59,0.5643,0.5447,0.5545,0.6052,0.6081,0.6066,0.5498,0.4997,0.5248
84.4,-0.1285,0.5906,0.5885,0.5494,0.5397,0.5445,0.5857,0.6075,0.5966,0.5397,0.483,0.5113
84.5,-0.1418,0.5753,0.5881,0.5326,0.534,0.5333,0.5669,0.6072,0.5871,0.5306,0.4675,0.4991
84.6,-0.1576,0.5592,0.5878,0.5139,0.5274,0.5207,0.5484,0.6067,0.5775,0.522,0.4532,0.4876
84.7,-0.1759,0.5422,0.587,0.4934,0.52,0.5067,0.53,0.6056,0.5678,0.5131,0.4401,0.4766
84.8,-0.1964,0.525,0.5856,0.4716,0.5119,0.4917,0.512,0.6038,0.5579,0.5041,0.4282,0.4661
84.9,-0.219,0.5079,0.5832,0.4487,0.5034,0.476,0.4951,0.6014,0.5482,0.4947,0.4173,0.456
85,-0.243,0.4911,0.5793,0.4247,0.494,0.4593,0.4792,0.5978,0.5385,0.4848,0.4075,0.4461
85.1,-0.2678,0.4744,0.573,0.3991,0.4832,0.4411,0.4644,0.5926,0.5285,0.4742,0.3981,0.4362
85.2,-0.2923,0.4574,0.5639,0.3719,0.4704,0.4212,0.4504,0.5853,0.5179,0.4629,0.3891,0.426
85.3,-0.3159,0.4399,0.5519,0.3434,0.4555,0.3994,0.4372,0.5754,0.5063,0.4507,0.3804,0.4155
85.4,-0.3374,0.4218,0.5374,0.3139,0.4382,0.3761,0.4249,0.5628,0.4939,0.4378,0.3719,0.4049
85.5,-0.3559,0.4035,0.5217,0.2847,0.4193,0.352,0.4144,0.5482,0.4813,0.4247,0.3643,0.3945
85.6,-0.3708,0.3854,0.5062,0.2572,0.3994,0.3283,0.4063,0.5327,0.4695,0.4116,0.358,0.3848
85.7,-0.3814,0.3683,0.4918,0.2324,0.3793,0.3058,0.4013,0.5174,0.4594,0.3992,0.3535,0.3764
85.8,-0.3874,0.3531,0.4793,0.2114,0.3597,0.2856,0.4001,0.5037,0.4519,0.3883,0.3512,0.3697
85.9,-0.3884,0.3405,0.4691,0.1956,0.3419,0.2687,0.4031,0.4929,0.448,0.3794,0.3513,0.3654
86,-0.3841,0.3315,0.4618,0.1862,0.3273,0.2568,0.4109,0.4858,0.4484,0.3734,0.354,0.3637
86.1,-0.3743,0.3267,0.4577,0.1841,0.3173,0.2507,0.4235,0.4834,0.4534,0.3704,0.3593,0.3648
86.2,-0.3592,0.3265,0.457,0.1895,0.3127,0.2511,0.4404,0.4856,0.463,0.3703,0.3671,0.3687
86.3,-0.3392,0.3311,0.4598,0.2022,0.3144,0.2583,0.4608,0.4924,0.4766,0.373,0.3772,0.3751
86.4,-0.3149,0.3412,0.4664,0.2219,0.3226,0.2723,0.4843,0.5037,0.494,0.3787,0.3896,0.3842
86.5,-0.2872,0.357,0.4767,0.2479,0.3374,0.2927,0.5101,0.5191,0.5146,0.3878,0.4042,0.396
86.6,-0.2578,0.3788,0.4906,0.2794,0.3586,0.319,0.5378,0.5383,0.538,0.4008,0.421,0.4109
86.7,-0.2291,0.4065,0.508,0.3155,0.3859,0.3507,0.5671,0.561,0.5641,0.4178,0.4399,0.4289
86.8,-0.2023,0.4397,0.529,0.355,0.4184,0.3867,0.5979,0.5867,0.5923,0.4389,0.4613,0.4501
86.9,-0.1775,0.4776,0.5535,0.3968,0.4551,0.426,0.6297,0.6147,0.6222,0.4636,0.4855,0.4746
87,-0.1544,0.519,0.5815,0.4399,0.4947,0.4673,0.6623,0.644,0.6531,0.4916,0.5128,0.5022
87.1,-0.133,0.5616,0.6119,0.4826,0.535,0.5088,0.6946,0.6735,0.684,0.522,0.5427,0.5323
87.2,-0.1138,0.6027,0.6439,0.5235,0.5741,0.5488,0.7257,0.7019,0.7138,0.5537,0.5745,0.5641
87.3,-0.0972,0.6408,0.6763,0.5614,0.6109,0.5862,0.7544,0.7283,0.7414,0.5856,0.607,0.5963
87.4,-0.0844,0.6747,0.7081,0.5952,0.6448,0.62,0.7799,0.7521,0.766,0.6162,0.6388,0.6275
87.5,-0.076,0.704,0.7385,0.6242,0.6755,0.6499,0.8013,0.7725,0.7869,0.6444,0.6682,0.6563
87.6,-0.0721,0.7284,0.7665,0.6486,0.7026,0.6756,0.8183,0.7886,0.8034,0.6691,0.6935,0.6813
87.7,-0.0722,0.7478,0.7915,0.6681,0.7258,0.697,0.8303,0.7997,0.815,0.6891,0.7127,0.7009
87.8,-0.0749,0.7621,0.8121,0.6825,0.7447,0.7136,0.837,0.8051,0.821,0.7029,0.7244,0.7136
87.9,-0.0786,0.771,0.8273,0.6915,0.7588,0.7251,0.8381,0.8041,0.8211,0.709,0.7269,0.718
88,-0.0821,0.7745,0.836,0.6947,0.7677,0.7312,0.8335,0.7963,0.8149,0.7067,0.7194,0.713
88.1,-0.0848,0.7725,0.8375,0.6921,0.7712,0.7317,0.8234,0.7815,0.8024,0.6954,0.7011,0.6983
88.2,-0.0857,0.7651,0.8312,0.6835,0.7688,0.7262,0.8083,0.7597,0.784,0.6751,0.6725,0.6738
88.3,-0.0843,0.7521,0.817,0.6693,0.76,0.7146,0.7887,0.7313,0.76,0.6466,0.6348,0.6407
88.4,-0.0798,0.7337,0.795,0.65,0.7444,0.6972,0.7651,0.6972,0.7311,0.6109,0.5898,0.6003
88.5,-0.0719,0.7105,0.7663,0.6269,0.723,0.6749,0.738,0.6585,0.6983,0.5694,0.5405,0.5549
88.6,-0.0603,0.6831,0.7326,0.6011,0.6968,0.649,0.7081,0.6171,0.6626,0.5237,0.4898,0.5067
88.7,-0.0446,0.6529,0.6959,0.5742,0.667,0.6206,0.6765,0.5749,0.6257,0.4756,0.4403,0.458
88.8,-0.0248,0.6212,0.6587,0.5476,0.6347,0.5911,0.6444,0.5342,0.5893,0.427,0.3944,0.4107
88.9,-0.0011,0.5893,0.6227,0.5221,0.6008,0.5615,0.6126,0.4963,0.5545,0.3794,0.3535,0.3665
89,0.0258,0.5576,0.5889,0.4981,0.5661,0.5321,0.5813,0.4616,0.5215,0.3343,0.3184,0.3263
89.1,0.0551,0.5272,0.5583,0.4761,0.5315,0.5038,0.5511,0.4305,0.4908,0.2928,0.2896,0.2912
89.2,0.0848,0.4991,0.532,0.4571,0.499,0.4781,0.523,0.404,0.4635,0.2565,0.2676,0.2621
89.3,0.1132,0.4745,0.5108,0.4422,0.4704,0.4563,0.4982,0.3828,0.4405,0.2266,0.2529,0.2398
89.4,0.1384,0.454,0.4957,0.4315,0.4465,0.439,0.4771,0.3671,0.4221,0.2033,0.2453,0.2243
89.5,0.1587,0.4383,0.4873,0.4253,0.4278,0.4265,0.4598,0.3567,0.4083,0.1866,0.2445,0.2156
89.6,0.1736,0.4274,0.4856,0.4234,0.4143,0.4188,0.4468,0.3515,0.3992,0.177,0.2506,0.2138
89.7,0.183,0.4213,0.4902,0.4254,0.406,0.4157,0.4386,0.351,0.3948,0.1752,0.2635,0.2194
89.8,0.1871,0.4201,0.501,0.4311,0.4031,0.4171,0.4357,0.355,0.3954,0.182,0.2835,0.2327
89.9,0.1853,0.4239,0.5179,0.4403,0.4055,0.4229,0.4385,0.3633,0.4009,0.1979,0.3104,0.2542
